NAME,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75+,state,county,tract,population,period
"Census Tract 8114.02, Cook County, Illinois",777.0,309.0,506.0,808.0,478.0,547.0,410.0,280.0,17,31,811402,4158.0,2015-2019
"Census Tract 8115, Cook County, Illinois",1304.0,669.0,957.0,802.0,881.0,808.0,486.0,457.0,17,31,811500,6441.0,2015-2019
"Census Tract 801, Cook County, Illinois",536.0,251.0,2001.0,396.0,688.0,1108.0,1073.0,613.0,17,31,80100,6741.0,2015-2019
"Census Tract 804, Cook County, Illinois",1131.0,570.0,1173.0,533.0,222.0,382.0,251.0,56.0,17,31,80400,4331.0,2015-2019
"Census Tract 813, Cook County, Illinois",273.0,295.0,838.0,491.0,589.0,861.0,1167.0,879.0,17,31,81300,5393.0,2015-2019
"Census Tract 1002, Cook County, Illinois",1140.0,344.0,1213.0,966.0,734.0,1147.0,665.0,535.0,17,31,100200,6819.0,2015-2019
"Census Tract 1003, Cook County, Illinois",924.0,307.0,567.0,811.0,856.0,910.0,614.0,1270.0,17,31,100300,6259.0,2015-2019
"Census Tract 1204, Cook County, Illinois",901.0,141.0,676.0,618.0,538.0,439.0,216.0,182.0,17,31,120400,3727.0,2015-2019
"Census Tract 1503, Cook County, Illinois",1313.0,798.0,1067.0,1132.0,1103.0,1146.0,608.0,587.0,17,31,150300,7862.0,2015-2019
"Census Tract 1512, Cook County, Illinois",701.0,423.0,413.0,470.0,780.0,400.0,229.0,195.0,17,31,151200,3616.0,2015-2019
"Census Tract 1602, Cook County, Illinois",592.0,198.0,335.0,475.0,613.0,334.0,298.0,163.0,17,31,160200,3023.0,2015-2019
"Census Tract 1704, Cook County, Illinois",871.0,227.0,675.0,410.0,752.0,517.0,483.0,245.0,17,31,170400,4189.0,2015-2019
"Census Tract 1708, Cook County, Illinois",778.0,270.0,651.0,556.0,429.0,730.0,309.0,325.0,17,31,170800,4099.0,2015-2019
"Census Tract 1801, Cook County, Illinois",1110.0,406.0,1211.0,840.0,694.0,914.0,650.0,290.0,17,31,180100,6228.0,2015-2019
"Census Tract 8285.05, Cook County, Illinois",1148.0,266.0,859.0,704.0,974.0,1186.0,921.0,397.0,17,31,828505,6517.0,2015-2019
"Census Tract 8287.01, Cook County, Illinois",1103.0,344.0,580.0,609.0,535.0,494.0,241.0,257.0,17,31,828701,4198.0,2015-2019
"Census Tract 8290, Cook County, Illinois",421.0,141.0,169.0,127.0,134.0,100.0,79.0,76.0,17,31,829000,1316.0,2015-2019
"Census Tract 8294.02, Cook County, Illinois",817.0,143.0,370.0,418.0,558.0,391.0,385.0,188.0,17,31,829402,3270.0,2015-2019
"Census Tract 1406.01, Cook County, Illinois",598.0,217.0,488.0,417.0,455.0,367.0,165.0,156.0,17,31,140601,2886.0,2015-2019
"Census Tract 1407.01, Cook County, Illinois",592.0,251.0,708.0,606.0,380.0,244.0,121.0,53.0,17,31,140701,3028.0,2015-2019
"Census Tract 1407.02, Cook County, Illinois",1300.0,589.0,1119.0,1101.0,926.0,364.0,216.0,163.0,17,31,140702,5882.0,2015-2019
"Census Tract 1504.01, Cook County, Illinois",1096.0,359.0,438.0,860.0,772.0,669.0,370.0,325.0,17,31,150401,4909.0,2015-2019
"Census Tract 1504.02, Cook County, Illinois",803.0,289.0,717.0,473.0,623.0,411.0,230.0,213.0,17,31,150402,3817.0,2015-2019
"Census Tract 1505.01, Cook County, Illinois",627.0,328.0,477.0,523.0,588.0,593.0,359.0,324.0,17,31,150501,3903.0,2015-2019
"Census Tract 1505.02, Cook County, Illinois",968.0,309.0,535.0,666.0,462.0,705.0,318.0,260.0,17,31,150502,4339.0,2015-2019
"Census Tract 1510.01, Cook County, Illinois",673.0,206.0,427.0,491.0,314.0,349.0,187.0,128.0,17,31,151001,2803.0,2015-2019
"Census Tract 1510.02, Cook County, Illinois",1172.0,435.0,599.0,874.0,794.0,445.0,306.0,195.0,17,31,151002,4892.0,2015-2019
"Census Tract 1605.02, Cook County, Illinois",736.0,486.0,699.0,592.0,456.0,370.0,263.0,92.0,17,31,160502,3729.0,2015-2019
"Census Tract 1606.01, Cook County, Illinois",638.0,307.0,567.0,726.0,391.0,334.0,150.0,153.0,17,31,160601,3362.0,2015-2019
"Census Tract 1606.02, Cook County, Illinois",686.0,270.0,659.0,862.0,487.0,378.0,236.0,97.0,17,31,160602,3735.0,2015-2019
"Census Tract 1605.01, Cook County, Illinois",891.0,466.0,620.0,722.0,477.0,455.0,156.0,167.0,17,31,160501,4019.0,2015-2019
"Census Tract 1906.01, Cook County, Illinois",1085.0,543.0,766.0,737.0,769.0,576.0,317.0,106.0,17,31,190601,4976.0,2015-2019
"Census Tract 1904.01, Cook County, Illinois",1003.0,479.0,583.0,587.0,507.0,652.0,404.0,126.0,17,31,190401,4394.0,2015-2019
"Census Tract 1904.02, Cook County, Illinois",1426.0,403.0,677.0,837.0,792.0,645.0,454.0,116.0,17,31,190402,5385.0,2015-2019
"Census Tract 102.01, Cook County, Illinois",1836.0,505.0,1325.0,1377.0,1142.0,685.0,256.0,253.0,17,31,10201,7455.0,2015-2019
"Census Tract 105.02, Cook County, Illinois",440.0,691.0,678.0,496.0,403.0,182.0,124.0,42.0,17,31,10502,3089.0,2015-2019
"Census Tract 102.02, Cook County, Illinois",487.0,306.0,551.0,304.0,281.0,488.0,267.0,112.0,17,31,10202,2896.0,2015-2019
"Census Tract 105.01, Cook County, Illinois",403.0,308.0,1295.0,671.0,616.0,293.0,197.0,236.0,17,31,10501,4102.0,2015-2019
"Census Tract 105.03, Cook County, Illinois",105.0,422.0,265.0,89.0,149.0,138.0,391.0,206.0,17,31,10503,1806.0,2015-2019
"Census Tract 107.01, Cook County, Illinois",671.0,167.0,830.0,582.0,473.0,463.0,197.0,151.0,17,31,10701,3620.0,2015-2019
"Census Tract 107.02, Cook County, Illinois",1351.0,585.0,983.0,792.0,802.0,435.0,30.0,64.0,17,31,10702,5082.0,2015-2019
"Census Tract 5805.01, Cook County, Illinois",1365.0,504.0,920.0,621.0,550.0,496.0,307.0,178.0,17,31,580501,4993.0,2015-2019
"Census Tract 5805.02, Cook County, Illinois",1335.0,495.0,955.0,723.0,759.0,493.0,266.0,304.0,17,31,580502,5358.0,2015-2019
"Census Tract 6503.01, Cook County, Illinois",1376.0,431.0,640.0,935.0,487.0,480.0,391.0,179.0,17,31,650301,4919.0,2015-2019
"Census Tract 6503.02, Cook County, Illinois",1158.0,438.0,596.0,723.0,544.0,522.0,103.0,86.0,17,31,650302,4213.0,2015-2019
"Census Tract 6603.01, Cook County, Illinois",392.0,150.0,216.0,145.0,145.0,72.0,136.0,102.0,17,31,660301,1398.0,2015-2019
"Census Tract 6603.02, Cook County, Illinois",1259.0,516.0,1193.0,447.0,601.0,335.0,473.0,132.0,17,31,660302,4999.0,2015-2019
"Census Tract 7003.01, Cook County, Illinois",1942.0,550.0,986.0,986.0,838.0,588.0,300.0,256.0,17,31,700301,6530.0,2015-2019
"Census Tract 7003.02, Cook County, Illinois",1569.0,539.0,704.0,797.0,627.0,716.0,497.0,387.0,17,31,700302,5836.0,2015-2019
"Census Tract 7004.01, Cook County, Illinois",1570.0,797.0,734.0,922.0,924.0,762.0,331.0,219.0,17,31,700401,6337.0,2015-2019
"Census Tract 7004.02, Cook County, Illinois",1362.0,431.0,501.0,509.0,624.0,561.0,264.0,178.0,17,31,700402,4484.0,2015-2019
"Census Tract 7005.01, Cook County, Illinois",690.0,688.0,655.0,628.0,1326.0,1213.0,734.0,458.0,17,31,700501,6594.0,2015-2019
"Census Tract 7005.02, Cook County, Illinois",852.0,315.0,353.0,312.0,355.0,584.0,357.0,283.0,17,31,700502,3449.0,2015-2019
"Census Tract 7302.01, Cook County, Illinois",1005.0,451.0,689.0,600.0,577.0,877.0,639.0,393.0,17,31,730201,5262.0,2015-2019
"Census Tract 7302.02, Cook County, Illinois",555.0,296.0,468.0,327.0,337.0,510.0,299.0,306.0,17,31,730202,3098.0,2015-2019
"Census Tract 8088, Cook County, Illinois",838.0,588.0,267.0,373.0,522.0,545.0,427.0,244.0,17,31,808800,3866.0,2015-2019
"Census Tract 8092, Cook County, Illinois",1109.0,381.0,544.0,664.0,539.0,469.0,281.0,263.0,17,31,809200,4401.0,2015-2019
"Census Tract 8105.01, Cook County, Illinois",823.0,363.0,787.0,456.0,549.0,890.0,413.0,907.0,17,31,810501,5268.0,2015-2019
"Census Tract 8111, Cook County, Illinois",997.0,420.0,1009.0,744.0,851.0,963.0,606.0,392.0,17,31,811100,6152.0,2015-2019
"Census Tract 8112, Cook County, Illinois",1292.0,223.0,862.0,624.0,660.0,629.0,425.0,227.0,17,31,811200,4957.0,2015-2019
"Census Tract 8125, Cook County, Illinois",621.0,131.0,423.0,498.0,549.0,337.0,344.0,240.0,17,31,812500,3173.0,2015-2019
"Census Tract 8127, Cook County, Illinois",637.0,215.0,365.0,412.0,581.0,436.0,363.0,215.0,17,31,812700,3285.0,2015-2019
"Census Tract 8140, Cook County, Illinois",1009.0,436.0,839.0,466.0,729.0,538.0,283.0,176.0,17,31,814000,4573.0,2015-2019
"Census Tract 8150, Cook County, Illinois",867.0,335.0,527.0,787.0,484.0,366.0,288.0,130.0,17,31,815000,3806.0,2015-2019
"Census Tract 3017.01, Cook County, Illinois",1052.0,310.0,650.0,626.0,314.0,340.0,244.0,205.0,17,31,301701,3785.0,2015-2019
"Census Tract 3018.02, Cook County, Illinois",1008.0,367.0,515.0,563.0,329.0,279.0,159.0,153.0,17,31,301802,3421.0,2015-2019
"Census Tract 3017.02, Cook County, Illinois",1538.0,546.0,820.0,511.0,507.0,348.0,222.0,69.0,17,31,301702,4645.0,2015-2019
"Census Tract 3018.01, Cook County, Illinois",977.0,331.0,477.0,600.0,308.0,265.0,411.0,168.0,17,31,301801,3568.0,2015-2019
"Census Tract 3018.03, Cook County, Illinois",1137.0,402.0,810.0,594.0,514.0,381.0,311.0,192.0,17,31,301803,4423.0,2015-2019
"Census Tract 4301.01, Cook County, Illinois",563.0,308.0,519.0,552.0,398.0,509.0,214.0,119.0,17,31,430101,3199.0,2015-2019
"Census Tract 4301.02, Cook County, Illinois",351.0,250.0,526.0,496.0,441.0,492.0,356.0,208.0,17,31,430102,3120.0,2015-2019
"Census Tract 4313.01, Cook County, Illinois",750.0,406.0,580.0,265.0,418.0,382.0,193.0,152.0,17,31,431301,3236.0,2015-2019
"Census Tract 4313.02, Cook County, Illinois",1363.0,525.0,683.0,617.0,298.0,519.0,179.0,35.0,17,31,431302,4329.0,2015-2019
"Census Tract 4401.01, Cook County, Illinois",890.0,521.0,636.0,476.0,515.0,522.0,302.0,132.0,17,31,440101,4088.0,2015-2019
"Census Tract 4401.02, Cook County, Illinois",634.0,242.0,749.0,481.0,357.0,600.0,245.0,117.0,17,31,440102,3473.0,2015-2019
"Census Tract 4402.02, Cook County, Illinois",464.0,232.0,297.0,321.0,391.0,494.0,395.0,398.0,17,31,440202,3012.0,2015-2019
"Census Tract 4603.01, Cook County, Illinois",1256.0,524.0,498.0,355.0,307.0,327.0,211.0,122.0,17,31,460301,3634.0,2015-2019
"Census Tract 4603.02, Cook County, Illinois",977.0,345.0,336.0,424.0,291.0,451.0,189.0,253.0,17,31,460302,3322.0,2015-2019
Census Tract 101; Cook County; Illinois,349.0,685.0,651.0,507.0,617.0,866.0,374.0,177.0,17,31,10100,4284.0,2018-2022
Census Tract 102.01; Cook County; Illinois,2307.0,937.0,1019.0,1415.0,968.0,737.0,552.0,187.0,17,31,10201,8210.0,2018-2022
Census Tract 102.02; Cook County; Illinois,452.0,311.0,412.0,368.0,487.0,411.0,220.0,165.0,17,31,10202,2865.0,2018-2022
Census Tract 103; Cook County; Illinois,490.0,553.0,1129.0,551.0,984.0,966.0,802.0,716.0,17,31,10300,6237.0,2018-2022
Census Tract 104; Cook County; Illinois,92.0,1696.0,854.0,617.0,204.0,639.0,210.0,138.0,17,31,10400,4473.0,2018-2022
Census Tract 105.01; Cook County; Illinois,351.0,372.0,1104.0,728.0,669.0,215.0,271.0,149.0,17,31,10501,3913.0,2018-2022
Census Tract 105.02; Cook County; Illinois,541.0,691.0,725.0,600.0,278.0,425.0,67.0,59.0,17,31,10502,3407.0,2018-2022
Census Tract 105.03; Cook County; Illinois,158.0,949.0,182.0,92.0,166.0,259.0,405.0,189.0,17,31,10503,2417.0,2018-2022
Census Tract 106; Cook County; Illinois,891.0,776.0,1084.0,1115.0,1111.0,783.0,391.0,207.0,17,31,10600,6379.0,2018-2022
Census Tract 107.01; Cook County; Illinois,621.0,158.0,725.0,604.0,476.0,477.0,412.0,36.0,17,31,10701,3590.0,2018-2022
Census Tract 107.02; Cook County; Illinois,1481.0,452.0,836.0,855.0,552.0,666.0,119.0,19.0,17,31,10702,5148.0,2018-2022
Census Tract 201; Cook County; Illinois,555.0,289.0,848.0,437.0,624.0,649.0,263.0,193.0,17,31,20100,3927.0,2018-2022
Census Tract 202; Cook County; Illinois,2292.0,442.0,787.0,929.0,1013.0,559.0,653.0,333.0,17,31,20200,7203.0,2018-2022
Census Tract 203.01; Cook County; Illinois,1336.0,185.0,827.0,742.0,316.0,455.0,683.0,687.0,17,31,20301,5432.0,2018-2022
Census Tract 203.02; Cook County; Illinois,1362.0,384.0,466.0,532.0,820.0,619.0,595.0,377.0,17,31,20302,5201.0,2018-2022
Census Tract 204; Cook County; Illinois,884.0,285.0,730.0,601.0,532.0,653.0,374.0,160.0,17,31,20400,4256.0,2018-2022
Census Tract 205; Cook County; Illinois,1409.0,533.0,789.0,889.0,1181.0,858.0,556.0,282.0,17,31,20500,6646.0,2018-2022
Census Tract 206.01; Cook County; Illinois,1987.0,251.0,697.0,806.0,867.0,529.0,394.0,331.0,17,31,20601,5868.0,2018-2022
Census Tract 206.02; Cook County; Illinois,1295.0,557.0,743.0,599.0,675.0,743.0,419.0,227.0,17,31,20602,5343.0,2018-2022
Census Tract 207.01; Cook County; Illinois,280.0,86.0,171.0,233.0,154.0,257.0,349.0,179.0,17,31,20701,1728.0,2018-2022
Census Tract 207.02; Cook County; Illinois,2792.0,352.0,1080.0,1084.0,1153.0,436.0,1035.0,273.0,17,31,20702,8412.0,2018-2022
Census Tract 208.01; Cook County; Illinois,1086.0,552.0,580.0,1034.0,788.0,1233.0,524.0,170.0,17,31,20801,5990.0,2018-2022
Census Tract 208.02; Cook County; Illinois,2692.0,898.0,1141.0,1153.0,1144.0,949.0,285.0,285.0,17,31,20802,8715.0,2018-2022
Census Tract 209.01; Cook County; Illinois,1544.0,592.0,816.0,707.0,970.0,985.0,317.0,210.0,17,31,20901,6179.0,2018-2022
Census Tract 209.02; Cook County; Illinois,725.0,383.0,657.0,435.0,625.0,767.0,294.0,412.0,17,31,20902,4365.0,2018-2022
Census Tract 301.01; Cook County; Illinois,455.0,156.0,950.0,373.0,372.0,408.0,333.0,430.0,17,31,30101,3517.0,2018-2022
Census Tract 301.02; Cook County; Illinois,185.0,399.0,548.0,358.0,531.0,361.0,263.0,395.0,17,31,30102,3052.0,2018-2022
Census Tract 301.03; Cook County; Illinois,122.0,875.0,458.0,292.0,181.0,210.0,119.0,40.0,17,31,30103,2297.0,2018-2022
Census Tract 301.04; Cook County; Illinois,103.0,1813.0,243.0,252.0,145.0,94.0,257.0,183.0,17,31,30104,3106.0,2018-2022
Census Tract 302; Cook County; Illinois,698.0,561.0,1368.0,832.0,647.0,786.0,390.0,203.0,17,31,30200,5554.0,2018-2022
Census Tract 303; Cook County; Illinois,627.0,427.0,668.0,619.0,389.0,341.0,245.0,298.0,17,31,30300,3642.0,2018-2022
Census Tract 304; Cook County; Illinois,482.0,110.0,533.0,605.0,456.0,278.0,257.0,49.0,17,31,30400,2822.0,2018-2022
Census Tract 305; Cook County; Illinois,642.0,349.0,1757.0,1121.0,955.0,851.0,349.0,178.0,17,31,30500,6344.0,2018-2022
Census Tract 306.01; Cook County; Illinois,631.0,310.0,876.0,502.0,427.0,495.0,218.0,298.0,17,31,30601,3771.0,2018-2022
Census Tract 306.03; Cook County; Illinois,267.0,220.0,761.0,445.0,186.0,85.0,199.0,82.0,17,31,30603,2305.0,2018-2022
Census Tract 306.04; Cook County; Illinois,142.0,210.0,539.0,619.0,425.0,277.0,552.0,145.0,17,31,30604,2921.0,2018-2022
Census Tract 307.01; Cook County; Illinois,134.0,141.0,342.0,277.0,196.0,185.0,149.0,57.0,17,31,30701,1509.0,2018-2022
Census Tract 307.02; Cook County; Illinois,194.0,48.0,280.0,454.0,444.0,174.0,415.0,251.0,17,31,30702,2266.0,2018-2022
Census Tract 307.03; Cook County; Illinois,124.0,349.0,696.0,526.0,223.0,265.0,334.0,567.0,17,31,30703,3093.0,2018-2022
Census Tract 307.06; Cook County; Illinois,66.0,108.0,626.0,164.0,323.0,537.0,305.0,442.0,17,31,30706,2588.0,2018-2022
Census Tract 308; Cook County; Illinois,609.0,236.0,824.0,970.0,494.0,503.0,370.0,230.0,17,31,30800,4236.0,2018-2022
Census Tract 309; Cook County; Illinois,375.0,119.0,937.0,506.0,440.0,404.0,194.0,93.0,17,31,30900,3076.0,2018-2022
Census Tract 310; Cook County; Illinois,329.0,276.0,921.0,940.0,496.0,429.0,74.0,148.0,17,31,31000,3652.0,2018-2022
Census Tract 311; Cook County; Illinois,406.0,337.0,1372.0,1342.0,642.0,161.0,372.0,141.0,17,31,31100,4898.0,2018-2022
Census Tract 312; Cook County; Illinois,902.0,325.0,998.0,1171.0,555.0,1478.0,141.0,321.0,17,31,31200,5936.0,2018-2022
Census Tract 313; Cook County; Illinois,413.0,154.0,1070.0,1205.0,1055.0,993.0,590.0,1373.0,17,31,31300,6853.0,2018-2022
Census Tract 314; Cook County; Illinois,160.0,398.0,1378.0,778.0,521.0,456.0,563.0,397.0,17,31,31400,4685.0,2018-2022
Census Tract 315.01; Cook County; Illinois,810.0,595.0,1004.0,645.0,396.0,400.0,311.0,377.0,17,31,31501,4640.0,2018-2022
Census Tract 315.02; Cook County; Illinois,859.0,487.0,1018.0,800.0,579.0,423.0,183.0,273.0,17,31,31502,4622.0,2018-2022
Census Tract 317; Cook County; Illinois,545.0,470.0,2374.0,877.0,788.0,633.0,257.0,80.0,17,31,31700,6119.0,2018-2022
Census Tract 318; Cook County; Illinois,181.0,326.0,600.0,317.0,351.0,154.0,69.0,77.0,17,31,31800,2114.0,2018-2022
Census Tract 319; Cook County; Illinois,267.0,140.0,913.0,418.0,248.0,223.0,80.0,44.0,17,31,31900,2417.0,2018-2022
Census Tract 321; Cook County; Illinois,435.0,685.0,2713.0,1178.0,835.0,790.0,278.0,316.0,17,31,32100,7279.0,2018-2022
Census Tract 401; Cook County; Illinois,690.0,358.0,866.0,743.0,546.0,302.0,238.0,226.0,17,31,40100,4011.0,2018-2022
Census Tract 402.01; Cook County; Illinois,955.0,470.0,1379.0,1615.0,974.0,530.0,362.0,353.0,17,31,40201,6688.0,2018-2022
Census Tract 402.02; Cook County; Illinois,1682.0,709.0,1024.0,1535.0,1155.0,877.0,338.0,462.0,17,31,40202,7965.0,2018-2022
Census Tract 403; Cook County; Illinois,724.0,152.0,310.0,533.0,519.0,270.0,367.0,188.0,17,31,40300,3063.0,2018-2022
Census Tract 404.01; Cook County; Illinois,589.0,110.0,803.0,729.0,426.0,298.0,242.0,173.0,17,31,40401,3431.0,2018-2022
Census Tract 404.02; Cook County; Illinois,340.0,185.0,2079.0,920.0,407.0,297.0,207.0,82.0,17,31,40402,4581.0,2018-2022
Census Tract 406; Cook County; Illinois,290.0,223.0,811.0,681.0,308.0,172.0,161.0,71.0,17,31,40600,2785.0,2018-2022
Census Tract 407; Cook County; Illinois,742.0,216.0,672.0,914.0,571.0,283.0,154.0,126.0,17,31,40700,3749.0,2018-2022
Census Tract 408; Cook County; Illinois,166.0,87.0,383.0,354.0,212.0,245.0,102.0,20.0,17,31,40800,1577.0,2018-2022
Census Tract 409; Cook County; Illinois,229.0,164.0,496.0,350.0,295.0,253.0,125.0,94.0,17,31,40900,2006.0,2018-2022
Census Tract 501; Cook County; Illinois,464.0,129.0,718.0,579.0,295.0,200.0,84.0,31.0,17,31,50100,2513.0,2018-2022
Census Tract 502; Cook County; Illinois,1622.0,161.0,518.0,1158.0,913.0,470.0,396.0,308.0,17,31,50200,5546.0,2018-2022
Census Tract 503; Cook County; Illinois,699.0,40.0,344.0,607.0,424.0,355.0,252.0,97.0,17,31,50300,2829.0,2018-2022
Census Tract 505; Cook County; Illinois,1420.0,147.0,1037.0,986.0,716.0,426.0,266.0,113.0,17,31,50500,5199.0,2018-2022
Census Tract 506; Cook County; Illinois,350.0,135.0,723.0,455.0,190.0,186.0,106.0,71.0,17,31,50600,2232.0,2018-2022
Census Tract 507; Cook County; Illinois,226.0,103.0,466.0,221.0,220.0,84.0,95.0,7.0,17,31,50700,1456.0,2018-2022
Census Tract 508; Cook County; Illinois,401.0,101.0,322.0,230.0,171.0,91.0,42.0,15.0,17,31,50800,1398.0,2018-2022
Census Tract 509; Cook County; Illinois,276.0,75.0,280.0,291.0,144.0,146.0,120.0,45.0,17,31,50900,1388.0,2018-2022
Census Tract 510; Cook County; Illinois,440.0,34.0,308.0,447.0,245.0,135.0,64.0,28.0,17,31,51000,1707.0,2018-2022
Census Tract 511; Cook County; Illinois,532.0,43.0,432.0,443.0,195.0,127.0,41.0,26.0,17,31,51100,1905.0,2018-2022
Census Tract 512; Cook County; Illinois,281.0,116.0,463.0,294.0,260.0,47.0,16.0,69.0,17,31,51200,1576.0,2018-2022
Census Tract 513; Cook County; Illinois,952.0,98.0,497.0,788.0,376.0,222.0,44.0,37.0,17,31,51300,3077.0,2018-2022
Census Tract 514; Cook County; Illinois,574.0,161.0,698.0,541.0,208.0,178.0,48.0,44.0,17,31,51400,2535.0,2018-2022
Census Tract 601; Cook County; Illinois,647.0,140.0,744.0,618.0,398.0,214.0,184.0,88.0,17,31,60100,3178.0,2018-2022
Census Tract 602; Cook County; Illinois,253.0,113.0,673.0,396.0,308.0,216.0,64.0,88.0,17,31,60200,2147.0,2018-2022
Census Tract 603; Cook County; Illinois,417.0,217.0,738.0,429.0,433.0,268.0,194.0,69.0,17,31,60300,2821.0,2018-2022
Census Tract 604; Cook County; Illinois,750.0,209.0,1174.0,746.0,319.0,284.0,75.0,18.0,17,31,60400,3691.0,2018-2022
Census Tract 605; Cook County; Illinois,213.0,80.0,253.0,146.0,160.0,87.0,159.0,177.0,17,31,60500,1287.0,2018-2022
Census Tract 608; Cook County; Illinois,319.0,524.0,1607.0,998.0,483.0,693.0,434.0,261.0,17,31,60800,5319.0,2018-2022
Census Tract 609; Cook County; Illinois,402.0,777.0,2013.0,1122.0,803.0,683.0,686.0,425.0,17,31,60900,6943.0,2018-2022
Census Tract 610; Cook County; Illinois,145.0,460.0,914.0,346.0,136.0,195.0,67.0,40.0,17,31,61000,2324.0,2018-2022
Census Tract 611; Cook County; Illinois,105.0,393.0,568.0,180.0,138.0,30.0,0.0,7.0,17,31,61100,1436.0,2018-2022
Census Tract 612; Cook County; Illinois,250.0,353.0,663.0,302.0,221.0,91.0,111.0,45.0,17,31,61200,2052.0,2018-2022
Census Tract 615; Cook County; Illinois,172.0,362.0,739.0,331.0,135.0,126.0,55.0,69.0,17,31,61500,2023.0,2018-2022
Census Tract 618; Cook County; Illinois,72.0,211.0,467.0,149.0,154.0,81.0,27.0,43.0,17,31,61800,1204.0,2018-2022
Census Tract 619.01; Cook County; Illinois,232.0,193.0,1350.0,624.0,311.0,193.0,208.0,406.0,17,31,61901,3517.0,2018-2022
Census Tract 619.02; Cook County; Illinois,380.0,610.0,1633.0,541.0,602.0,364.0,470.0,338.0,17,31,61902,4938.0,2018-2022
Census Tract 620; Cook County; Illinois,221.0,489.0,1352.0,497.0,160.0,67.0,71.0,11.0,17,31,62000,2890.0,2018-2022
Census Tract 621; Cook County; Illinois,180.0,915.0,1327.0,547.0,327.0,129.0,168.0,37.0,17,31,62100,3646.0,2018-2022
Census Tract 622; Cook County; Illinois,515.0,409.0,898.0,716.0,276.0,91.0,69.0,0.0,17,31,62200,3152.0,2018-2022
Census Tract 623; Cook County; Illinois,412.0,271.0,296.0,301.0,228.0,45.0,35.0,5.0,17,31,62300,1609.0,2018-2022
Census Tract 624; Cook County; Illinois,320.0,114.0,631.0,306.0,143.0,104.0,47.0,68.0,17,31,62400,1799.0,2018-2022
Census Tract 625; Cook County; Illinois,194.0,208.0,344.0,247.0,225.0,98.0,59.0,24.0,17,31,62500,1420.0,2018-2022
Census Tract 626; Cook County; Illinois,720.0,57.0,497.0,399.0,437.0,138.0,80.0,14.0,17,31,62600,2371.0,2018-2022
Census Tract 627; Cook County; Illinois,436.0,318.0,962.0,577.0,179.0,288.0,46.0,166.0,17,31,62700,3046.0,2018-2022
Census Tract 628; Cook County; Illinois,601.0,504.0,1265.0,497.0,288.0,322.0,108.0,32.0,17,31,62800,3682.0,2018-2022
Census Tract 629; Cook County; Illinois,459.0,591.0,1624.0,603.0,449.0,200.0,59.0,52.0,17,31,62900,4138.0,2018-2022
Census Tract 630; Cook County; Illinois,268.0,442.0,1566.0,488.0,224.0,151.0,53.0,59.0,17,31,63000,3280.0,2018-2022
Census Tract 631; Cook County; Illinois,169.0,375.0,1098.0,375.0,125.0,114.0,46.0,18.0,17,31,63100,2352.0,2018-2022
Census Tract 632; Cook County; Illinois,261.0,521.0,2451.0,712.0,383.0,954.0,764.0,256.0,17,31,63200,6380.0,2018-2022
Census Tract 633.01; Cook County; Illinois,168.0,585.0,986.0,457.0,172.0,161.0,242.0,221.0,17,31,63301,2992.0,2018-2022
Census Tract 633.02; Cook County; Illinois,216.0,306.0,1919.0,372.0,455.0,269.0,250.0,158.0,17,31,63302,4102.0,2018-2022
Census Tract 633.03; Cook County; Illinois,52.0,23.0,213.0,131.0,103.0,68.0,220.0,383.0,17,31,63303,1198.0,2018-2022
Census Tract 634; Cook County; Illinois,302.0,642.0,904.0,220.0,201.0,98.0,46.0,0.0,17,31,63400,2435.0,2018-2022
Census Tract 701.01; Cook County; Illinois,420.0,442.0,1627.0,347.0,310.0,503.0,394.0,455.0,17,31,70101,4583.0,2018-2022
Census Tract 701.02; Cook County; Illinois,198.0,499.0,1158.0,223.0,97.0,563.0,162.0,73.0,17,31,70102,2980.0,2018-2022
Census Tract 701.03; Cook County; Illinois,0.0,515.0,632.0,111.0,130.0,0.0,33.0,18.0,17,31,70103,1439.0,2018-2022
Census Tract 702; Cook County; Illinois,411.0,527.0,1759.0,325.0,453.0,273.0,146.0,125.0,17,31,70200,4019.0,2018-2022
Census Tract 703; Cook County; Illinois,483.0,867.0,1449.0,367.0,309.0,193.0,69.0,18.0,17,31,70300,3818.0,2018-2022
Census Tract 704; Cook County; Illinois,564.0,569.0,731.0,478.0,461.0,239.0,148.0,153.0,17,31,70400,3421.0,2018-2022
Census Tract 705; Cook County; Illinois,490.0,295.0,711.0,460.0,363.0,335.0,217.0,247.0,17,31,70500,3185.0,2018-2022
Census Tract 706; Cook County; Illinois,761.0,162.0,674.0,664.0,438.0,248.0,125.0,65.0,17,31,70600,3194.0,2018-2022
Census Tract 707; Cook County; Illinois,800.0,145.0,1154.0,579.0,455.0,205.0,154.0,185.0,17,31,70700,3741.0,2018-2022
Census Tract 710; Cook County; Illinois,525.0,2243.0,940.0,278.0,138.0,199.0,101.0,76.0,17,31,71000,4525.0,2018-2022
Census Tract 711; Cook County; Illinois,293.0,1215.0,822.0,210.0,144.0,240.0,151.0,88.0,17,31,71100,3186.0,2018-2022
Census Tract 712; Cook County; Illinois,342.0,224.0,809.0,322.0,200.0,172.0,131.0,125.0,17,31,71200,2386.0,2018-2022
Census Tract 713; Cook County; Illinois,572.0,591.0,1132.0,464.0,618.0,279.0,347.0,98.0,17,31,71300,4129.0,2018-2022
