NAME,B08119_002E,B08119_003E,B08119_004E,B08119_005E,B08119_006E,B08119_007E,B08119_008E,B08119_009E,state,county,tract
"Census Tract 5703, Cook County, Illinois",257.0,242.0,378.0,588.0,377.0,81.0,37.0,85.0,17,031,570300
"Census Tract 5704, Cook County, Illinois",93.0,23.0,207.0,105.0,40.0,53.0,71.0,38.0,17,031,570400
"Census Tract 5705, Cook County, Illinois",86.0,153.0,313.0,277.0,206.0,76.0,21.0,19.0,17,031,570500
"Census Tract 5801, Cook County, Illinois",280.0,167.0,354.0,275.0,191.0,96.0,45.0,65.0,17,031,580100
"Census Tract 5802, Cook County, Illinois",200.0,158.0,402.0,353.0,199.0,99.0,80.0,11.0,17,031,580200
"Census Tract 5803, Cook County, Illinois",156.0,297.0,348.0,284.0,64.0,46.0,0.0,26.0,17,031,580300
"Census Tract 5804, Cook County, Illinois",124.0,181.0,441.0,366.0,324.0,110.0,69.0,46.0,17,031,580400
"Census Tract 5805, Cook County, Illinois",701.0,817.0,1159.0,836.0,759.0,305.0,75.0,55.0,17,031,580500
"Census Tract 5806, Cook County, Illinois",419.0,188.0,766.0,437.0,398.0,225.0,97.0,67.0,17,031,580600
"Census Tract 5807, Cook County, Illinois",260.0,256.0,647.0,449.0,154.0,91.0,47.0,89.0,17,031,580700
"Census Tract 5808, Cook County, Illinois",17.0,136.0,265.0,293.0,61.0,0.0,19.0,19.0,17,031,580800
"Census Tract 5809, Cook County, Illinois",225.0,384.0,586.0,348.0,339.0,212.0,28.0,118.0,17,031,580900
"Census Tract 5810, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,581000
"Census Tract 5811, Cook County, Illinois",85.0,37.0,96.0,61.0,0.0,14.0,45.0,26.0,17,031,581100
"Census Tract 5901, Cook County, Illinois",52.0,19.0,43.0,25.0,31.0,10.0,0.0,0.0,17,031,590100
"Census Tract 5902, Cook County, Illinois",206.0,171.0,275.0,244.0,242.0,189.0,66.0,86.0,17,031,590200
"Census Tract 5903, Cook County, Illinois",194.0,76.0,344.0,213.0,62.0,86.0,17.0,91.0,17,031,590300
"Census Tract 5904, Cook County, Illinois",48.0,85.0,72.0,53.0,116.0,19.0,15.0,12.0,17,031,590400
"Census Tract 5905, Cook County, Illinois",58.0,177.0,73.0,229.0,176.0,99.0,19.0,37.0,17,031,590500
"Census Tract 5906, Cook County, Illinois",223.0,304.0,269.0,121.0,331.0,134.0,64.0,141.0,17,031,590600
"Census Tract 5907, Cook County, Illinois",268.0,86.0,484.0,247.0,113.0,185.0,63.0,51.0,17,031,590700
"Census Tract 6001, Cook County, Illinois",0.0,37.0,0.0,0.0,25.0,47.0,20.0,18.0,17,031,600100
"Census Tract 6002, Cook County, Illinois",38.0,92.0,170.0,67.0,100.0,54.0,0.0,0.0,17,031,600200
"Census Tract 6003, Cook County, Illinois",206.0,120.0,188.0,89.0,85.0,88.0,23.0,39.0,17,031,600300
"Census Tract 6004, Cook County, Illinois",237.0,214.0,471.0,214.0,296.0,167.0,99.0,173.0,17,031,600400
"Census Tract 6005, Cook County, Illinois",70.0,91.0,238.0,100.0,95.0,96.0,30.0,62.0,17,031,600500
"Census Tract 6006, Cook County, Illinois",72.0,40.0,184.0,265.0,129.0,152.0,128.0,119.0,17,031,600600
"Census Tract 6007, Cook County, Illinois",223.0,131.0,131.0,248.0,126.0,93.0,17.0,36.0,17,031,600700
"Census Tract 6008, Cook County, Illinois",144.0,179.0,401.0,370.0,411.0,223.0,164.0,248.0,17,031,600800
"Census Tract 6009, Cook County, Illinois",219.0,137.0,318.0,314.0,429.0,182.0,38.0,76.0,17,031,600900
"Census Tract 6010, Cook County, Illinois",156.0,159.0,166.0,113.0,386.0,98.0,69.0,126.0,17,031,601000
"Census Tract 6011, Cook County, Illinois",81.0,150.0,114.0,54.0,112.0,136.0,104.0,68.0,17,031,601100
"Census Tract 6012, Cook County, Illinois",0.0,12.0,118.0,121.0,67.0,71.0,0.0,71.0,17,031,601200
"Census Tract 6013, Cook County, Illinois",0.0,15.0,0.0,0.0,27.0,24.0,0.0,10.0,17,031,601300
"Census Tract 6014, Cook County, Illinois",47.0,62.0,50.0,73.0,99.0,48.0,19.0,55.0,17,031,601400
"Census Tract 6015, Cook County, Illinois",176.0,100.0,122.0,177.0,287.0,103.0,95.0,176.0,17,031,601500
"Census Tract 6016, Cook County, Illinois",68.0,20.0,35.0,13.0,74.0,83.0,36.0,136.0,17,031,601600
"Census Tract 6101, Cook County, Illinois",112.0,28.0,56.0,93.0,242.0,101.0,21.0,65.0,17,031,610100
"Census Tract 6102, Cook County, Illinois",28.0,47.0,117.0,24.0,25.0,0.0,9.0,10.0,17,031,610200
"Census Tract 6103, Cook County, Illinois",360.0,209.0,864.0,309.0,109.0,51.0,29.0,0.0,17,031,610300
"Census Tract 6104, Cook County, Illinois",187.0,63.0,331.0,67.0,73.0,12.0,0.0,0.0,17,031,610400
"Census Tract 6105, Cook County, Illinois",17.0,12.0,0.0,10.0,0.0,9.0,0.0,0.0,17,031,610500
"Census Tract 6106, Cook County, Illinois",21.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,17,031,610600
"Census Tract 6107, Cook County, Illinois",100.0,95.0,67.0,155.0,168.0,44.0,101.0,181.0,17,031,610700
"Census Tract 6108, Cook County, Illinois",98.0,29.0,34.0,67.0,82.0,199.0,104.0,54.0,17,031,610800
"Census Tract 6109, Cook County, Illinois",64.0,26.0,36.0,65.0,69.0,54.0,49.0,26.0,17,031,610900
"Census Tract 6110, Cook County, Illinois",109.0,20.0,25.0,0.0,20.0,14.0,0.0,12.0,17,031,611000
"Census Tract 6111, Cook County, Illinois",84.0,167.0,237.0,116.0,68.0,0.0,0.0,41.0,17,031,611100
"Census Tract 6112, Cook County, Illinois",109.0,86.0,329.0,155.0,84.0,23.0,7.0,16.0,17,031,611200
"Census Tract 6113, Cook County, Illinois",155.0,262.0,464.0,133.0,89.0,29.0,9.0,0.0,17,031,611300
"Census Tract 6114, Cook County, Illinois",344.0,207.0,537.0,245.0,164.0,40.0,0.0,0.0,17,031,611400
"Census Tract 6115, Cook County, Illinois",186.0,139.0,448.0,316.0,150.0,77.0,24.0,12.0,17,031,611500
"Census Tract 6116, Cook County, Illinois",41.0,96.0,73.0,176.0,154.0,98.0,0.0,32.0,17,031,611600
"Census Tract 6117, Cook County, Illinois",111.0,100.0,151.0,103.0,35.0,17.0,46.0,11.0,17,031,611700
"Census Tract 6118, Cook County, Illinois",196.0,35.0,260.0,265.0,134.0,24.0,0.0,8.0,17,031,611800
"Census Tract 6119, Cook County, Illinois",112.0,99.0,202.0,174.0,81.0,59.0,0.0,25.0,17,031,611900
"Census Tract 6120, Cook County, Illinois",97.0,43.0,107.0,0.0,27.0,35.0,8.0,29.0,17,031,612000
"Census Tract 6121, Cook County, Illinois",75.0,75.0,108.0,84.0,104.0,26.0,27.0,20.0,17,031,612100
"Census Tract 6122, Cook County, Illinois",13.0,12.0,40.0,109.0,104.0,52.0,30.0,19.0,17,031,612200
"Census Tract 6201, Cook County, Illinois",300.0,145.0,331.0,208.0,178.0,232.0,59.0,126.0,17,031,620100
"Census Tract 6202, Cook County, Illinois",148.0,76.0,195.0,110.0,383.0,48.0,38.0,75.0,17,031,620200
"Census Tract 6203, Cook County, Illinois",294.0,431.0,646.0,586.0,414.0,261.0,57.0,33.0,17,031,620300
"Census Tract 6204, Cook County, Illinois",168.0,330.0,598.0,289.0,376.0,213.0,52.0,55.0,17,031,620400
"Census Tract 6301, Cook County, Illinois",55.0,61.0,168.0,132.0,81.0,63.0,15.0,54.0,17,031,630100
"Census Tract 6302, Cook County, Illinois",79.0,197.0,152.0,108.0,143.0,59.0,47.0,40.0,17,031,630200
"Census Tract 6303, Cook County, Illinois",413.0,235.0,398.0,419.0,276.0,173.0,45.0,49.0,17,031,630300
"Census Tract 6304, Cook County, Illinois",240.0,388.0,747.0,546.0,521.0,113.0,20.0,69.0,17,031,630400
"Census Tract 6305, Cook County, Illinois",319.0,277.0,858.0,563.0,291.0,153.0,0.0,10.0,17,031,630500
"Census Tract 6306, Cook County, Illinois",11.0,20.0,20.0,0.0,17.0,0.0,10.0,30.0,17,031,630600
"Census Tract 6307, Cook County, Illinois",296.0,371.0,631.0,307.0,223.0,76.0,25.0,40.0,17,031,630700
"Census Tract 6308, Cook County, Illinois",478.0,295.0,735.0,432.0,392.0,150.0,20.0,42.0,17,031,630800
"Census Tract 6309, Cook County, Illinois",136.0,361.0,628.0,453.0,170.0,76.0,13.0,51.0,17,031,630900
"Census Tract 6401, Cook County, Illinois",107.0,57.0,131.0,84.0,149.0,34.0,17.0,39.0,17,031,640100
"Census Tract 6402, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,640200
"Census Tract 6403, Cook County, Illinois",389.0,211.0,294.0,807.0,787.0,208.0,228.0,260.0,17,031,640300
"Census Tract 6404, Cook County, Illinois",108.0,46.0,116.0,294.0,365.0,206.0,234.0,135.0,17,031,640400
"Census Tract 6405, Cook County, Illinois",220.0,50.0,169.0,312.0,392.0,219.0,139.0,170.0,17,031,640500
"Census Tract 6406, Cook County, Illinois",188.0,183.0,419.0,183.0,481.0,141.0,85.0,145.0,17,031,640600
"Census Tract 6407, Cook County, Illinois",203.0,48.0,267.0,375.0,367.0,227.0,25.0,43.0,17,031,640700
"Census Tract 6408, Cook County, Illinois",55.0,72.0,103.0,147.0,139.0,54.0,66.0,99.0,17,031,640800
"Census Tract 6501, Cook County, Illinois",210.0,222.0,506.0,388.0,344.0,142.0,69.0,0.0,17,031,650100
"Census Tract 6502, Cook County, Illinois",316.0,98.0,554.0,700.0,516.0,276.0,51.0,263.0,17,031,650200
"Census Tract 6503, Cook County, Illinois",421.0,294.0,997.0,750.0,770.0,466.0,32.0,156.0,17,031,650300
"Census Tract 6504, Cook County, Illinois",319.0,388.0,590.0,411.0,319.0,331.0,0.0,21.0,17,031,650400
"Census Tract 6505, Cook County, Illinois",180.0,126.0,241.0,409.0,293.0,254.0,88.0,208.0,17,031,650500
"Census Tract 6601, Cook County, Illinois",9.0,0.0,9.0,0.0,0.0,32.0,0.0,0.0,17,031,660100
"Census Tract 6602, Cook County, Illinois",388.0,143.0,411.0,344.0,244.0,206.0,65.0,60.0,17,031,660200
"Census Tract 6603, Cook County, Illinois",320.0,197.0,496.0,601.0,356.0,188.0,79.0,62.0,17,031,660300
"Census Tract 6604, Cook County, Illinois",321.0,247.0,574.0,608.0,274.0,228.0,14.0,32.0,17,031,660400
"Census Tract 6605, Cook County, Illinois",276.0,145.0,530.0,234.0,285.0,156.0,39.0,62.0,17,031,660500
"Census Tract 6606, Cook County, Illinois",91.0,293.0,832.0,495.0,287.0,242.0,12.0,128.0,17,031,660600
"Census Tract 6607, Cook County, Illinois",75.0,50.0,161.0,164.0,179.0,66.0,36.0,16.0,17,031,660700
"Census Tract 6608, Cook County, Illinois",438.0,318.0,629.0,435.0,565.0,110.0,42.0,25.0,17,031,660800
"Census Tract 6609, Cook County, Illinois",301.0,160.0,303.0,218.0,330.0,79.0,44.0,57.0,17,031,660900
"Census Tract 6610, Cook County, Illinois",428.0,130.0,322.0,492.0,543.0,315.0,62.0,103.0,17,031,661000
"Census Tract 6611, Cook County, Illinois",320.0,258.0,495.0,492.0,468.0,334.0,86.0,115.0,17,031,661100
"Census Tract 6701, Cook County, Illinois",72.0,45.0,27.0,156.0,49.0,44.0,0.0,17.0,17,031,670100
"Census Tract 6702, Cook County, Illinois",94.0,42.0,121.0,19.0,137.0,38.0,0.0,28.0,17,031,670200
"Census Tract 6703, Cook County, Illinois",15.0,15.0,114.0,93.0,23.0,8.0,0.0,0.0,17,031,670300
"Census Tract 6704, Cook County, Illinois",148.0,35.0,110.0,58.0,86.0,44.0,7.0,0.0,17,031,670400
"Census Tract 6705, Cook County, Illinois",122.0,83.0,126.0,99.0,13.0,43.0,0.0,0.0,17,031,670500
"Census Tract 6706, Cook County, Illinois",142.0,32.0,152.0,25.0,77.0,13.0,12.0,0.0,17,031,670600
"Census Tract 6707, Cook County, Illinois",111.0,0.0,62.0,18.0,7.0,104.0,15.0,20.0,17,031,670700
"Census Tract 6708, Cook County, Illinois",73.0,146.0,108.0,82.0,145.0,0.0,52.0,0.0,17,031,670800
"Census Tract 6709, Cook County, Illinois",74.0,70.0,33.0,96.0,112.0,57.0,24.0,9.0,17,031,670900
"Census Tract 6710, Cook County, Illinois",93.0,25.0,109.0,0.0,0.0,0.0,0.0,0.0,17,031,671000
"Census Tract 6711, Cook County, Illinois",49.0,10.0,98.0,91.0,32.0,20.0,0.0,10.0,17,031,671100
"Census Tract 6712, Cook County, Illinois",1.0,25.0,133.0,66.0,53.0,34.0,0.0,37.0,17,031,671200
"Census Tract 6713, Cook County, Illinois",195.0,10.0,278.0,158.0,127.0,40.0,25.0,49.0,17,031,671300
"Census Tract 6714, Cook County, Illinois",101.0,46.0,146.0,143.0,46.0,65.0,0.0,0.0,17,031,671400
"Census Tract 6715, Cook County, Illinois",104.0,124.0,111.0,220.0,93.0,52.0,62.0,14.0,17,031,671500
"Census Tract 6716, Cook County, Illinois",96.0,33.0,169.0,18.0,90.0,21.0,20.0,27.0,17,031,671600
"Census Tract 6717, Cook County, Illinois",119.0,61.0,134.0,74.0,46.0,16.0,0.0,0.0,17,031,671700
"Census Tract 6718, Cook County, Illinois",62.0,97.0,55.0,44.0,105.0,17.0,0.0,23.0,17,031,671800
"Census Tract 6719, Cook County, Illinois",59.0,11.0,82.0,96.0,47.0,8.0,0.0,19.0,17,031,671900
"Census Tract 6720, Cook County, Illinois",563.0,143.0,292.0,200.0,165.0,57.0,27.0,20.0,17,031,672000
"Census Tract 6801, Cook County, Illinois",71.0,0.0,48.0,23.0,0.0,10.0,0.0,0.0,17,031,680100
"Census Tract 6802, Cook County, Illinois",202.0,58.0,116.0,151.0,186.0,90.0,84.0,36.0,17,031,680200
"Census Tract 6803, Cook County, Illinois",63.0,0.0,94.0,39.0,66.0,0.0,0.0,22.0,17,031,680300
"Census Tract 6804, Cook County, Illinois",68.0,0.0,199.0,63.0,64.0,94.0,20.0,19.0,17,031,680400
"Census Tract 6805, Cook County, Illinois",116.0,42.0,44.0,98.0,91.0,0.0,0.0,27.0,17,031,680500
"Census Tract 6806, Cook County, Illinois",42.0,88.0,95.0,59.0,43.0,53.0,0.0,13.0,17,031,680600
"Census Tract 6807, Cook County, Illinois",62.0,52.0,75.0,71.0,51.0,19.0,0.0,18.0,17,031,680700
"Census Tract 6808, Cook County, Illinois",185.0,0.0,55.0,30.0,16.0,0.0,0.0,0.0,17,031,680800
"Census Tract 6809, Cook County, Illinois",219.0,115.0,206.0,179.0,112.0,130.0,10.0,28.0,17,031,680900
"Census Tract 6810, Cook County, Illinois",187.0,86.0,212.0,146.0,286.0,78.0,0.0,0.0,17,031,681000
"Census Tract 6811, Cook County, Illinois",232.0,220.0,282.0,239.0,203.0,101.0,63.0,78.0,17,031,681100
"Census Tract 6812, Cook County, Illinois",157.0,89.0,188.0,96.0,119.0,35.0,21.0,8.0,17,031,681200
"Census Tract 6813, Cook County, Illinois",100.0,141.0,123.0,146.0,102.0,38.0,13.0,58.0,17,031,681300
"Census Tract 6814, Cook County, Illinois",194.0,149.0,69.0,222.0,163.0,71.0,32.0,27.0,17,031,681400
"Census Tract 6901, Cook County, Illinois",282.0,62.0,153.0,132.0,9.0,9.0,0.0,0.0,17,031,690100
"Census Tract 6902, Cook County, Illinois",20.0,0.0,29.0,70.0,20.0,43.0,0.0,0.0,17,031,690200
"Census Tract 6903, Cook County, Illinois",210.0,41.0,153.0,95.0,38.0,35.0,0.0,63.0,17,031,690300
"Census Tract 6904, Cook County, Illinois",236.0,108.0,243.0,196.0,243.0,186.0,0.0,55.0,17,031,690400
"Census Tract 6905, Cook County, Illinois",99.0,0.0,119.0,30.0,14.0,91.0,0.0,82.0,17,031,690500
"Census Tract 6906, Cook County, Illinois",10.0,79.0,25.0,13.0,20.0,0.0,14.0,0.0,17,031,690600
"Census Tract 6907, Cook County, Illinois",0.0,44.0,0.0,32.0,0.0,33.0,0.0,0.0,17,031,690700
"Census Tract 6908, Cook County, Illinois",95.0,60.0,242.0,70.0,121.0,167.0,44.0,35.0,17,031,690800
"Census Tract 6909, Cook County, Illinois",96.0,81.0,204.0,352.0,436.0,232.0,0.0,109.0,17,031,690900
"Census Tract 6910, Cook County, Illinois",166.0,98.0,241.0,261.0,168.0,153.0,9.0,107.0,17,031,691000
"Census Tract 6911, Cook County, Illinois",123.0,218.0,290.0,189.0,166.0,107.0,28.0,9.0,17,031,691100
"Census Tract 6912, Cook County, Illinois",232.0,96.0,160.0,199.0,132.0,155.0,61.0,61.0,17,031,691200
"Census Tract 6913, Cook County, Illinois",144.0,106.0,178.0,315.0,226.0,135.0,11.0,54.0,17,031,691300
"Census Tract 6914, Cook County, Illinois",88.0,76.0,300.0,78.0,67.0,190.0,37.0,165.0,17,031,691400
"Census Tract 6915, Cook County, Illinois",65.0,11.0,152.0,109.0,123.0,94.0,2.0,46.0,17,031,691500
"Census Tract 7001, Cook County, Illinois",228.0,32.0,289.0,360.0,349.0,213.0,97.0,90.0,17,031,700100
"Census Tract 7002, Cook County, Illinois",376.0,209.0,544.0,550.0,729.0,333.0,109.0,140.0,17,031,700200
"Census Tract 7003, Cook County, Illinois",485.0,329.0,647.0,678.0,641.0,500.0,324.0,571.0,17,031,700300
"Census Tract 7004, Cook County, Illinois",511.0,177.0,687.0,929.0,763.0,692.0,426.0,612.0,17,031,700400
"Census Tract 7005, Cook County, Illinois",416.0,236.0,423.0,742.0,802.0,1014.0,425.0,648.0,17,031,700500
"Census Tract 7101, Cook County, Illinois",137.0,82.0,165.0,43.0,0.0,28.0,0.0,0.0,17,031,710100
"Census Tract 7102, Cook County, Illinois",348.0,171.0,373.0,174.0,316.0,330.0,27.0,49.0,17,031,710200
"Census Tract 7103, Cook County, Illinois",58.0,44.0,192.0,59.0,79.0,19.0,0.0,17.0,17,031,710300
"Census Tract 7104, Cook County, Illinois",410.0,203.0,354.0,599.0,431.0,177.0,98.0,77.0,17,031,710400
"Census Tract 7105, Cook County, Illinois",274.0,222.0,255.0,321.0,309.0,146.0,40.0,62.0,17,031,710500
"Census Tract 7106, Cook County, Illinois",105.0,115.0,149.0,82.0,204.0,63.0,0.0,23.0,17,031,710600
"Census Tract 7107, Cook County, Illinois",177.0,119.0,344.0,195.0,378.0,234.0,10.0,50.0,17,031,710700
"Census Tract 7108, Cook County, Illinois",218.0,286.0,303.0,319.0,208.0,380.0,126.0,35.0,17,031,710800
"Census Tract 7109, Cook County, Illinois",154.0,47.0,102.0,181.0,66.0,59.0,16.0,101.0,17,031,710900
"Census Tract 7110, Cook County, Illinois",78.0,63.0,346.0,217.0,399.0,83.0,45.0,55.0,17,031,711000
"Census Tract 7111, Cook County, Illinois",390.0,218.0,127.0,18.0,163.0,174.0,29.0,6.0,17,031,711100
"Census Tract 7112, Cook County, Illinois",320.0,84.0,463.0,179.0,506.0,367.0,105.0,91.0,17,031,711200
"Census Tract 7113, Cook County, Illinois",62.0,0.0,162.0,78.0,88.0,125.0,15.0,55.0,17,031,711300
"Census Tract 7114, Cook County, Illinois",164.0,100.0,128.0,224.0,119.0,104.0,30.0,83.0,17,031,711400
"Census Tract 7115, Cook County, Illinois",117.0,69.0,153.0,113.0,192.0,148.0,43.0,69.0,17,031,711500
"Census Tract 7201, Cook County, Illinois",304.0,47.0,98.0,136.0,201.0,260.0,246.0,861.0,17,031,720100
"Census Tract 7202, Cook County, Illinois",255.0,121.0,140.0,315.0,247.0,313.0,174.0,516.0,17,031,720200
"Census Tract 7203, Cook County, Illinois",275.0,51.0,83.0,129.0,208.0,347.0,213.0,596.0,17,031,720300
"Census Tract 7204, Cook County, Illinois",103.0,49.0,107.0,146.0,170.0,126.0,95.0,281.0,17,031,720400
"Census Tract 7205, Cook County, Illinois",99.0,29.0,91.0,129.0,284.0,168.0,164.0,337.0,17,031,720500
"Census Tract 7206, Cook County, Illinois",69.0,45.0,64.0,11.0,198.0,135.0,45.0,314.0,17,031,720600
"Census Tract 7207, Cook County, Illinois",233.0,48.0,145.0,162.0,277.0,207.0,124.0,402.0,17,031,720700
"Census Tract 7301, Cook County, Illinois",168.0,28.0,187.0,267.0,143.0,137.0,21.0,16.0,17,031,730100
"Census Tract 7302, Cook County, Illinois",557.0,290.0,586.0,567.0,797.0,224.0,84.0,349.0,17,031,730200
"Census Tract 7303, Cook County, Illinois",101.0,40.0,79.0,132.0,117.0,27.0,11.0,56.0,17,031,730300
"Census Tract 7304, Cook County, Illinois",202.0,74.0,93.0,297.0,325.0,180.0,224.0,193.0,17,031,730400
"Census Tract 7305, Cook County, Illinois",184.0,24.0,321.0,333.0,308.0,238.0,149.0,81.0,17,031,730500
"Census Tract 7306, Cook County, Illinois",147.0,110.0,81.0,329.0,453.0,230.0,94.0,110.0,17,031,730600
"Census Tract 7307, Cook County, Illinois",99.0,32.0,228.0,75.0,136.0,89.0,33.0,30.0,17,031,730700
"Census Tract 7401, Cook County, Illinois",105.0,91.0,145.0,150.0,407.0,393.0,113.0,321.0,17,031,740100
"Census Tract 7402, Cook County, Illinois",674.0,210.0,175.0,405.0,293.0,541.0,275.0,771.0,17,031,740200
"Census Tract 7403, Cook County, Illinois",228.0,126.0,232.0,175.0,386.0,312.0,288.0,516.0,17,031,740300
"Census Tract 7404, Cook County, Illinois",117.0,103.0,276.0,279.0,505.0,372.0,213.0,476.0,17,031,740400
"Census Tract 7501, Cook County, Illinois",229.0,57.0,373.0,298.0,337.0,108.0,36.0,132.0,17,031,750100
"Census Tract 7502, Cook County, Illinois",168.0,0.0,60.0,168.0,200.0,240.0,91.0,365.0,17,031,750200
"Census Tract 7503, Cook County, Illinois",113.0,21.0,181.0,112.0,197.0,247.0,176.0,228.0,17,031,750300
"Census Tract 7504, Cook County, Illinois",137.0,98.0,121.0,155.0,351.0,199.0,176.0,361.0,17,031,750400
"Census Tract 7505, Cook County, Illinois",361.0,24.0,89.0,303.0,413.0,285.0,134.0,340.0,17,031,750500
"Census Tract 7506, Cook County, Illinois",361.0,69.0,470.0,107.0,260.0,118.0,53.0,210.0,17,031,750600
"Census Tract 7608, Cook County, Illinois",524.0,348.0,1183.0,1323.0,1150.0,748.0,498.0,928.0,17,031,760800
"Census Tract 7609, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,760900
"Census Tract 7702, Cook County, Illinois",668.0,339.0,669.0,608.0,1358.0,647.0,499.0,1181.0,17,031,770200
"Census Tract 7703, Cook County, Illinois",577.0,233.0,316.0,421.0,1071.0,528.0,208.0,410.0,17,031,770300
"Census Tract 7704, Cook County, Illinois",239.0,190.0,237.0,388.0,476.0,277.0,192.0,215.0,17,031,770400
"Census Tract 7705, Cook County, Illinois",295.0,101.0,410.0,437.0,347.0,72.0,42.0,22.0,17,031,770500
"Census Tract 7706, Cook County, Illinois",613.0,214.0,780.0,608.0,588.0,309.0,88.0,472.0,17,031,770600
"Census Tract 7707, Cook County, Illinois",117.0,93.0,90.0,180.0,172.0,239.0,44.0,105.0,17,031,770700
"Census Tract 7708, Cook County, Illinois",378.0,161.0,577.0,601.0,833.0,223.0,55.0,93.0,17,031,770800
"Census Tract 7709, Cook County, Illinois",334.0,200.0,497.0,420.0,758.0,434.0,202.0,263.0,17,031,770900
"Census Tract 8001, Cook County, Illinois",116.0,28.0,45.0,34.0,102.0,108.0,64.0,499.0,17,031,800100
"Census Tract 8002, Cook County, Illinois",287.0,86.0,72.0,107.0,159.0,248.0,107.0,1561.0,17,031,800200
"Census Tract 8003, Cook County, Illinois",101.0,36.0,87.0,118.0,121.0,102.0,51.0,718.0,17,031,800300
"Census Tract 8004, Cook County, Illinois",220.0,47.0,51.0,64.0,113.0,167.0,89.0,847.0,17,031,800400
"Census Tract 8005, Cook County, Illinois",185.0,36.0,83.0,81.0,181.0,164.0,20.0,1100.0,17,031,800500
"Census Tract 8006, Cook County, Illinois",102.0,22.0,37.0,36.0,68.0,34.0,22.0,492.0,17,031,800600
"Census Tract 8007, Cook County, Illinois",165.0,29.0,128.0,98.0,127.0,58.0,72.0,1098.0,17,031,800700
"Census Tract 8008, Cook County, Illinois",239.0,104.0,81.0,130.0,188.0,93.0,63.0,278.0,17,031,800800
"Census Tract 8009, Cook County, Illinois",300.0,94.0,241.0,259.0,316.0,232.0,130.0,746.0,17,031,800900
"Census Tract 8010, Cook County, Illinois",289.0,89.0,141.0,175.0,280.0,312.0,113.0,871.0,17,031,801000
"Census Tract 8011, Cook County, Illinois",145.0,49.0,195.0,131.0,182.0,234.0,86.0,1018.0,17,031,801100
"Census Tract 8012, Cook County, Illinois",108.0,21.0,68.0,89.0,70.0,94.0,61.0,691.0,17,031,801200
"Census Tract 8013, Cook County, Illinois",225.0,69.0,108.0,187.0,135.0,206.0,19.0,791.0,17,031,801300
"Census Tract 8014, Cook County, Illinois",122.0,19.0,60.0,106.0,253.0,202.0,84.0,499.0,17,031,801400
"Census Tract 8015, Cook County, Illinois",439.0,44.0,147.0,206.0,482.0,284.0,118.0,885.0,17,031,801500
"Census Tract 8016.01, Cook County, Illinois",152.0,122.0,114.0,277.0,194.0,184.0,155.0,787.0,17,031,801601
"Census Tract 8016.03, Cook County, Illinois",177.0,191.0,154.0,276.0,400.0,375.0,90.0,171.0,17,031,801603
"Census Tract 8016.05, Cook County, Illinois",305.0,137.0,195.0,275.0,261.0,352.0,121.0,1119.0,17,031,801605
"Census Tract 8016.06, Cook County, Illinois",262.0,197.0,180.0,267.0,316.0,177.0,196.0,936.0,17,031,801606
"Census Tract 8016.07, Cook County, Illinois",247.0,112.0,152.0,254.0,464.0,326.0,99.0,1022.0,17,031,801607
"Census Tract 8016.08, Cook County, Illinois",244.0,43.0,331.0,255.0,240.0,254.0,191.0,1392.0,17,031,801608
"Census Tract 8017.01, Cook County, Illinois",188.0,119.0,155.0,144.0,248.0,157.0,83.0,827.0,17,031,801701
"Census Tract 8017.02, Cook County, Illinois",203.0,82.0,165.0,107.0,353.0,224.0,82.0,983.0,17,031,801702
"Census Tract 8018, Cook County, Illinois",230.0,158.0,125.0,85.0,294.0,232.0,47.0,968.0,17,031,801800
"Census Tract 8019.01, Cook County, Illinois",337.0,104.0,264.0,131.0,213.0,109.0,121.0,468.0,17,031,801901
"Census Tract 8019.02, Cook County, Illinois",153.0,105.0,83.0,132.0,117.0,89.0,46.0,613.0,17,031,801902
"Census Tract 8020.01, Cook County, Illinois",435.0,255.0,529.0,457.0,727.0,381.0,179.0,596.0,17,031,802001
"Census Tract 8020.02, Cook County, Illinois",315.0,68.0,120.0,199.0,397.0,282.0,207.0,659.0,17,031,802002
"Census Tract 8021, Cook County, Illinois",160.0,123.0,141.0,98.0,148.0,62.0,52.0,795.0,17,031,802100
"Census Tract 8022, Cook County, Illinois",146.0,82.0,117.0,134.0,141.0,183.0,91.0,862.0,17,031,802200
"Census Tract 8023, Cook County, Illinois",108.0,48.0,49.0,138.0,290.0,235.0,87.0,1031.0,17,031,802300
"Census Tract 8024.01, Cook County, Illinois",338.0,318.0,814.0,733.0,663.0,610.0,252.0,420.0,17,031,802401
"Census Tract 8024.02, Cook County, Illinois",224.0,93.0,303.0,273.0,301.0,267.0,166.0,219.0,17,031,802402
"Census Tract 8025.02, Cook County, Illinois",431.0,706.0,939.0,844.0,1385.0,594.0,296.0,235.0,17,031,802502
"Census Tract 8025.03, Cook County, Illinois",376.0,121.0,231.0,275.0,707.0,427.0,221.0,381.0,17,031,802503
"Census Tract 8025.04, Cook County, Illinois",544.0,323.0,475.0,437.0,778.0,416.0,157.0,324.0,17,031,802504
