NAME,B08119_002E,B08119_003E,B08119_004E,B08119_005E,B08119_006E,B08119_007E,B08119_008E,B08119_009E,state,county,tract
"Census Tract 8053.01, Cook County, Illinois",150.0,58.0,226.0,211.0,281.0,191.0,95.0,296.0,17,031,805301
"Census Tract 8053.02, Cook County, Illinois",293.0,126.0,100.0,145.0,305.0,222.0,180.0,244.0,17,031,805302
"Census Tract 8054.01, Cook County, Illinois",220.0,136.0,200.0,306.0,260.0,272.0,179.0,225.0,17,031,805401
"Census Tract 8054.02, Cook County, Illinois",307.0,113.0,262.0,288.0,512.0,370.0,183.0,344.0,17,031,805402
"Census Tract 8055.01, Cook County, Illinois",206.0,103.0,162.0,136.0,306.0,203.0,88.0,434.0,17,031,805501
"Census Tract 8055.02, Cook County, Illinois",183.0,75.0,140.0,199.0,140.0,116.0,76.0,728.0,17,031,805502
"Census Tract 8056, Cook County, Illinois",247.0,46.0,169.0,147.0,271.0,179.0,190.0,867.0,17,031,805600
"Census Tract 8057.01, Cook County, Illinois",349.0,38.0,224.0,218.0,241.0,269.0,153.0,847.0,17,031,805701
"Census Tract 8057.02, Cook County, Illinois",144.0,58.0,47.0,85.0,161.0,132.0,0.0,244.0,17,031,805702
"Census Tract 8058.01, Cook County, Illinois",110.0,104.0,131.0,153.0,114.0,139.0,54.0,308.0,17,031,805801
"Census Tract 8058.02, Cook County, Illinois",234.0,148.0,299.0,159.0,405.0,194.0,180.0,759.0,17,031,805802
"Census Tract 8059.01, Cook County, Illinois",181.0,89.0,199.0,188.0,171.0,405.0,124.0,428.0,17,031,805901
"Census Tract 8059.02, Cook County, Illinois",319.0,225.0,316.0,263.0,478.0,427.0,222.0,781.0,17,031,805902
"Census Tract 8060.01, Cook County, Illinois",232.0,112.0,645.0,592.0,380.0,453.0,35.0,165.0,17,031,806001
"Census Tract 8060.02, Cook County, Illinois",722.0,245.0,949.0,592.0,909.0,323.0,122.0,213.0,17,031,806002
"Census Tract 8060.03, Cook County, Illinois",549.0,117.0,677.0,996.0,712.0,281.0,69.0,260.0,17,031,806003
"Census Tract 8060.04, Cook County, Illinois",619.0,321.0,860.0,642.0,605.0,357.0,116.0,301.0,17,031,806004
"Census Tract 8061.01, Cook County, Illinois",475.0,248.0,620.0,886.0,781.0,621.0,222.0,685.0,17,031,806101
"Census Tract 8061.02, Cook County, Illinois",198.0,151.0,311.0,300.0,436.0,346.0,99.0,337.0,17,031,806102
"Census Tract 8062, Cook County, Illinois",488.0,199.0,427.0,443.0,864.0,705.0,234.0,552.0,17,031,806200
"Census Tract 8063, Cook County, Illinois",314.0,115.0,235.0,278.0,299.0,285.0,234.0,494.0,17,031,806300
"Census Tract 8064, Cook County, Illinois",109.0,96.0,142.0,163.0,269.0,158.0,24.0,180.0,17,031,806400
"Census Tract 8065.01, Cook County, Illinois",136.0,192.0,275.0,236.0,220.0,76.0,10.0,88.0,17,031,806501
"Census Tract 8065.02, Cook County, Illinois",233.0,137.0,275.0,630.0,338.0,183.0,116.0,128.0,17,031,806502
"Census Tract 8066, Cook County, Illinois",209.0,49.0,177.0,213.0,436.0,176.0,75.0,252.0,17,031,806600
"Census Tract 8067, Cook County, Illinois",387.0,128.0,90.0,260.0,367.0,198.0,103.0,695.0,17,031,806700
"Census Tract 8068.01, Cook County, Illinois",241.0,181.0,250.0,190.0,258.0,138.0,72.0,249.0,17,031,806801
"Census Tract 8068.02, Cook County, Illinois",152.0,70.0,210.0,191.0,278.0,143.0,96.0,275.0,17,031,806802
"Census Tract 8069, Cook County, Illinois",243.0,145.0,144.0,352.0,334.0,147.0,122.0,246.0,17,031,806900
"Census Tract 8070, Cook County, Illinois",387.0,198.0,394.0,335.0,609.0,479.0,240.0,261.0,17,031,807000
"Census Tract 8071, Cook County, Illinois",393.0,71.0,204.0,80.0,225.0,112.0,106.0,673.0,17,031,807100
"Census Tract 8072, Cook County, Illinois",476.0,229.0,419.0,413.0,553.0,278.0,173.0,486.0,17,031,807200
"Census Tract 8073, Cook County, Illinois",565.0,261.0,522.0,347.0,704.0,337.0,276.0,509.0,17,031,807300
"Census Tract 8074, Cook County, Illinois",307.0,367.0,666.0,492.0,418.0,303.0,172.0,512.0,17,031,807400
"Census Tract 8075, Cook County, Illinois",323.0,50.0,375.0,149.0,297.0,291.0,151.0,245.0,17,031,807500
"Census Tract 8076, Cook County, Illinois",359.0,71.0,506.0,493.0,605.0,528.0,124.0,410.0,17,031,807600
"Census Tract 8077, Cook County, Illinois",434.0,75.0,374.0,327.0,553.0,432.0,150.0,420.0,17,031,807700
"Census Tract 8173, Cook County, Illinois",182.0,75.0,91.0,185.0,234.0,57.0,36.0,70.0,17,031,817300
"Census Tract 8174, Cook County, Illinois",112.0,123.0,395.0,450.0,448.0,192.0,76.0,142.0,17,031,817400
"Census Tract 8175, Cook County, Illinois",209.0,57.0,309.0,369.0,223.0,55.0,31.0,69.0,17,031,817500
"Census Tract 8176, Cook County, Illinois",275.0,81.0,264.0,299.0,294.0,197.0,119.0,113.0,17,031,817600
"Census Tract 8177, Cook County, Illinois",597.0,192.0,394.0,284.0,605.0,440.0,120.0,105.0,17,031,817700
"Census Tract 8179, Cook County, Illinois",284.0,14.0,217.0,661.0,410.0,364.0,208.0,424.0,17,031,817900
"Census Tract 8180, Cook County, Illinois",257.0,139.0,237.0,270.0,442.0,194.0,78.0,142.0,17,031,818000
"Census Tract 8181, Cook County, Illinois",119.0,52.0,61.0,110.0,200.0,239.0,95.0,94.0,17,031,818100
"Census Tract 8182, Cook County, Illinois",166.0,125.0,254.0,276.0,306.0,356.0,264.0,236.0,17,031,818200
"Census Tract 8183, Cook County, Illinois",313.0,347.0,313.0,346.0,620.0,418.0,121.0,220.0,17,031,818300
"Census Tract 8184.01, Cook County, Illinois",430.0,67.0,209.0,162.0,488.0,283.0,119.0,139.0,17,031,818401
"Census Tract 8184.02, Cook County, Illinois",105.0,75.0,153.0,233.0,210.0,218.0,77.0,147.0,17,031,818402
"Census Tract 8185, Cook County, Illinois",445.0,71.0,196.0,376.0,517.0,257.0,206.0,597.0,17,031,818500
"Census Tract 8186, Cook County, Illinois",176.0,75.0,329.0,248.0,469.0,311.0,180.0,410.0,17,031,818600
"Census Tract 8187, Cook County, Illinois",191.0,165.0,288.0,319.0,240.0,255.0,82.0,301.0,17,031,818700
"Census Tract 8188, Cook County, Illinois",401.0,81.0,197.0,283.0,541.0,515.0,71.0,492.0,17,031,818800
"Census Tract 8189, Cook County, Illinois",170.0,147.0,387.0,197.0,311.0,212.0,92.0,381.0,17,031,818900
"Census Tract 8190, Cook County, Illinois",234.0,37.0,182.0,136.0,268.0,196.0,107.0,764.0,17,031,819000
"Census Tract 8191, Cook County, Illinois",292.0,133.0,349.0,340.0,372.0,131.0,88.0,141.0,17,031,819100
"Census Tract 8192, Cook County, Illinois",200.0,212.0,330.0,763.0,618.0,539.0,112.0,332.0,17,031,819200
"Census Tract 8193, Cook County, Illinois",57.0,135.0,118.0,258.0,407.0,264.0,135.0,132.0,17,031,819300
"Census Tract 8194, Cook County, Illinois",263.0,72.0,414.0,387.0,517.0,438.0,129.0,406.0,17,031,819400
"Census Tract 8195, Cook County, Illinois",141.0,108.0,243.0,209.0,228.0,118.0,62.0,286.0,17,031,819500
"Census Tract 8196, Cook County, Illinois",190.0,86.0,175.0,143.0,182.0,205.0,140.0,789.0,17,031,819600
"Census Tract 8197, Cook County, Illinois",233.0,85.0,161.0,272.0,254.0,200.0,173.0,1148.0,17,031,819700
"Census Tract 8198.01, Cook County, Illinois",366.0,86.0,136.0,127.0,217.0,129.0,103.0,1077.0,17,031,819801
"Census Tract 8198.02, Cook County, Illinois",101.0,50.0,79.0,96.0,97.0,98.0,48.0,458.0,17,031,819802
"Census Tract 8199, Cook County, Illinois",176.0,32.0,48.0,60.0,93.0,138.0,61.0,644.0,17,031,819900
"Census Tract 8200, Cook County, Illinois",170.0,12.0,61.0,73.0,57.0,59.0,25.0,464.0,17,031,820000
"Census Tract 8201.01, Cook County, Illinois",403.0,98.0,198.0,249.0,498.0,256.0,148.0,960.0,17,031,820101
"Census Tract 8201.03, Cook County, Illinois",277.0,255.0,203.0,151.0,150.0,240.0,125.0,346.0,17,031,820103
"Census Tract 8201.04, Cook County, Illinois",218.0,137.0,206.0,272.0,320.0,406.0,131.0,256.0,17,031,820104
"Census Tract 8202.01, Cook County, Illinois",438.0,247.0,290.0,441.0,744.0,547.0,140.0,1189.0,17,031,820201
"Census Tract 8202.02, Cook County, Illinois",193.0,189.0,352.0,267.0,401.0,226.0,106.0,176.0,17,031,820202
"Census Tract 8203, Cook County, Illinois",213.0,166.0,357.0,309.0,300.0,372.0,160.0,104.0,17,031,820300
"Census Tract 8204, Cook County, Illinois",294.0,163.0,636.0,485.0,366.0,140.0,72.0,103.0,17,031,820400
"Census Tract 8205.01, Cook County, Illinois",415.0,213.0,372.0,565.0,707.0,285.0,112.0,367.0,17,031,820501
"Census Tract 8205.02, Cook County, Illinois",262.0,160.0,297.0,272.0,323.0,277.0,87.0,172.0,17,031,820502
"Census Tract 8206.01, Cook County, Illinois",574.0,321.0,862.0,596.0,763.0,445.0,335.0,457.0,17,031,820601
"Census Tract 8206.02, Cook County, Illinois",334.0,244.0,596.0,564.0,505.0,630.0,189.0,483.0,17,031,820602
"Census Tract 8207, Cook County, Illinois",302.0,61.0,564.0,438.0,403.0,389.0,142.0,285.0,17,031,820700
"Census Tract 8208, Cook County, Illinois",228.0,142.0,255.0,298.0,211.0,191.0,59.0,104.0,17,031,820800
"Census Tract 8209.01, Cook County, Illinois",376.0,194.0,339.0,459.0,430.0,260.0,39.0,35.0,17,031,820901
"Census Tract 8209.02, Cook County, Illinois",270.0,232.0,297.0,422.0,522.0,166.0,164.0,148.0,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",238.0,86.0,344.0,330.0,496.0,195.0,105.0,223.0,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",306.0,129.0,272.0,391.0,295.0,377.0,208.0,227.0,17,031,821002
"Census Tract 8211.01, Cook County, Illinois",379.0,149.0,445.0,227.0,342.0,386.0,69.0,145.0,17,031,821101
"Census Tract 8211.02, Cook County, Illinois",227.0,89.0,414.0,331.0,207.0,242.0,109.0,88.0,17,031,821102
"Census Tract 8212, Cook County, Illinois",420.0,143.0,543.0,524.0,500.0,170.0,62.0,161.0,17,031,821200
"Census Tract 8213, Cook County, Illinois",259.0,360.0,369.0,453.0,500.0,184.0,223.0,28.0,17,031,821300
"Census Tract 8214.01, Cook County, Illinois",163.0,10.0,374.0,224.0,396.0,100.0,64.0,148.0,17,031,821401
"Census Tract 8214.02, Cook County, Illinois",236.0,69.0,191.0,222.0,394.0,206.0,136.0,73.0,17,031,821402
"Census Tract 8078, Cook County, Illinois",255.0,45.0,194.0,145.0,216.0,39.0,142.0,211.0,17,031,807800
"Census Tract 8079, Cook County, Illinois",235.0,67.0,152.0,150.0,221.0,153.0,126.0,618.0,17,031,807900
"Census Tract 8080.01, Cook County, Illinois",173.0,64.0,155.0,174.0,105.0,169.0,36.0,359.0,17,031,808001
"Census Tract 8080.02, Cook County, Illinois",219.0,90.0,217.0,188.0,257.0,227.0,93.0,474.0,17,031,808002
"Census Tract 8081, Cook County, Illinois",202.0,79.0,116.0,177.0,140.0,143.0,44.0,211.0,17,031,808100
"Census Tract 8082, Cook County, Illinois",319.0,140.0,296.0,348.0,357.0,202.0,124.0,185.0,17,031,808200
"Census Tract 8083.01, Cook County, Illinois",273.0,139.0,324.0,293.0,468.0,282.0,122.0,482.0,17,031,808301
"Census Tract 8083.02, Cook County, Illinois",128.0,66.0,298.0,291.0,266.0,371.0,105.0,222.0,17,031,808302
"Census Tract 8084, Cook County, Illinois",299.0,135.0,283.0,364.0,203.0,231.0,119.0,353.0,17,031,808400
"Census Tract 8085, Cook County, Illinois",277.0,156.0,258.0,274.0,298.0,286.0,99.0,403.0,17,031,808500
"Census Tract 8086, Cook County, Illinois",71.0,21.0,16.0,43.0,75.0,75.0,23.0,428.0,17,031,808600
"Census Tract 8087.02, Cook County, Illinois",1656.0,113.0,16.0,55.0,58.0,106.0,38.0,105.0,17,031,808702
"Census Tract 8088, Cook County, Illinois",208.0,62.0,89.0,215.0,154.0,234.0,103.0,780.0,17,031,808800
"Census Tract 8089, Cook County, Illinois",285.0,33.0,221.0,181.0,262.0,190.0,31.0,965.0,17,031,808900
"Census Tract 8090, Cook County, Illinois",212.0,64.0,193.0,79.0,263.0,112.0,83.0,835.0,17,031,809000
"Census Tract 8091, Cook County, Illinois",105.0,30.0,119.0,134.0,226.0,318.0,54.0,969.0,17,031,809100
"Census Tract 8092, Cook County, Illinois",300.0,86.0,428.0,410.0,429.0,329.0,65.0,207.0,17,031,809200
"Census Tract 8093, Cook County, Illinois",299.0,128.0,194.0,86.0,213.0,78.0,82.0,642.0,17,031,809300
"Census Tract 8094, Cook County, Illinois",233.0,58.0,207.0,171.0,296.0,190.0,100.0,754.0,17,031,809400
"Census Tract 8095, Cook County, Illinois",281.0,104.0,255.0,107.0,265.0,108.0,112.0,542.0,17,031,809500
"Census Tract 8096, Cook County, Illinois",309.0,126.0,215.0,344.0,130.0,140.0,46.0,424.0,17,031,809600
"Census Tract 8097, Cook County, Illinois",223.0,134.0,241.0,155.0,379.0,264.0,88.0,268.0,17,031,809700
"Census Tract 8098, Cook County, Illinois",170.0,72.0,127.0,169.0,132.0,252.0,74.0,390.0,17,031,809800
"Census Tract 8099, Cook County, Illinois",99.0,76.0,83.0,171.0,148.0,260.0,61.0,727.0,17,031,809900
"Census Tract 8100, Cook County, Illinois",281.0,205.0,197.0,401.0,403.0,479.0,265.0,977.0,17,031,810000
"Census Tract 8101, Cook County, Illinois",232.0,279.0,192.0,364.0,384.0,344.0,183.0,446.0,17,031,810100
"Census Tract 8102, Cook County, Illinois",270.0,143.0,424.0,451.0,521.0,581.0,100.0,556.0,17,031,810200
"Census Tract 8103.01, Cook County, Illinois",239.0,77.0,359.0,225.0,486.0,320.0,128.0,381.0,17,031,810301
"Census Tract 8103.02, Cook County, Illinois",133.0,60.0,182.0,85.0,309.0,254.0,151.0,436.0,17,031,810302
"Census Tract 8104, Cook County, Illinois",394.0,66.0,199.0,210.0,438.0,250.0,203.0,589.0,17,031,810400
"Census Tract 8105.01, Cook County, Illinois",198.0,183.0,360.0,362.0,457.0,366.0,156.0,202.0,17,031,810501
"Census Tract 8105.02, Cook County, Illinois",320.0,165.0,375.0,446.0,347.0,410.0,117.0,253.0,17,031,810502
"Census Tract 8106, Cook County, Illinois",216.0,100.0,251.0,457.0,737.0,369.0,133.0,167.0,17,031,810600
"Census Tract 8107.01, Cook County, Illinois",411.0,407.0,641.0,261.0,430.0,255.0,94.0,121.0,17,031,810701
"Census Tract 8107.02, Cook County, Illinois",301.0,142.0,299.0,340.0,488.0,193.0,132.0,95.0,17,031,810702
"Census Tract 8108, Cook County, Illinois",352.0,120.0,305.0,318.0,533.0,232.0,92.0,373.0,17,031,810800
"Census Tract 8109, Cook County, Illinois",304.0,386.0,429.0,529.0,540.0,405.0,146.0,249.0,17,031,810900
"Census Tract 8110, Cook County, Illinois",311.0,134.0,113.0,390.0,273.0,216.0,94.0,428.0,17,031,811000
"Census Tract 8111, Cook County, Illinois",295.0,233.0,540.0,423.0,572.0,337.0,95.0,206.0,17,031,811100
"Census Tract 8112, Cook County, Illinois",305.0,217.0,405.0,403.0,587.0,348.0,156.0,141.0,17,031,811200
"Census Tract 8113.01, Cook County, Illinois",329.0,76.0,421.0,453.0,258.0,338.0,44.0,153.0,17,031,811301
"Census Tract 8113.02, Cook County, Illinois",272.0,160.0,235.0,398.0,205.0,68.0,0.0,37.0,17,031,811302
"Census Tract 8114.01, Cook County, Illinois",362.0,137.0,441.0,487.0,422.0,296.0,110.0,214.0,17,031,811401
"Census Tract 8114.02, Cook County, Illinois",227.0,102.0,365.0,331.0,359.0,283.0,10.0,207.0,17,031,811402
"Census Tract 8115, Cook County, Illinois",355.0,397.0,422.0,509.0,534.0,351.0,180.0,163.0,17,031,811500
"Census Tract 8116, Cook County, Illinois",274.0,151.0,449.0,433.0,638.0,323.0,218.0,322.0,17,031,811600
"Census Tract 8117.01, Cook County, Illinois",199.0,154.0,328.0,283.0,278.0,141.0,42.0,105.0,17,031,811701
"Census Tract 8117.02, Cook County, Illinois",300.0,179.0,643.0,469.0,412.0,189.0,38.0,233.0,17,031,811702
"Census Tract 8118, Cook County, Illinois",363.0,163.0,288.0,340.0,626.0,366.0,107.0,96.0,17,031,811800
"Census Tract 8119, Cook County, Illinois",703.0,209.0,220.0,138.0,201.0,155.0,125.0,980.0,17,031,811900
"Census Tract 8120, Cook County, Illinois",245.0,94.0,109.0,150.0,234.0,448.0,134.0,934.0,17,031,812000
"Census Tract 8121, Cook County, Illinois",373.0,200.0,232.0,204.0,370.0,335.0,159.0,774.0,17,031,812100
"Census Tract 8122, Cook County, Illinois",152.0,69.0,118.0,51.0,158.0,211.0,130.0,995.0,17,031,812200
"Census Tract 8123, Cook County, Illinois",342.0,198.0,314.0,310.0,648.0,517.0,264.0,918.0,17,031,812300
"Census Tract 8124, Cook County, Illinois",139.0,88.0,84.0,80.0,187.0,168.0,105.0,869.0,17,031,812400
"Census Tract 8125, Cook County, Illinois",178.0,64.0,260.0,223.0,343.0,247.0,78.0,607.0,17,031,812500
"Census Tract 8126, Cook County, Illinois",238.0,118.0,174.0,234.0,442.0,396.0,56.0,492.0,17,031,812600
"Census Tract 8127, Cook County, Illinois",120.0,87.0,73.0,161.0,403.0,301.0,149.0,401.0,17,031,812700
"Census Tract 8128, Cook County, Illinois",275.0,88.0,302.0,450.0,756.0,513.0,189.0,870.0,17,031,812800
"Census Tract 8129, Cook County, Illinois",304.0,114.0,183.0,233.0,456.0,362.0,153.0,797.0,17,031,812900
"Census Tract 8130, Cook County, Illinois",192.0,31.0,116.0,91.0,452.0,364.0,167.0,640.0,17,031,813000
"Census Tract 8131, Cook County, Illinois",243.0,99.0,380.0,209.0,541.0,537.0,193.0,414.0,17,031,813100
"Census Tract 8132, Cook County, Illinois",269.0,159.0,210.0,233.0,337.0,320.0,97.0,461.0,17,031,813200
"Census Tract 8133, Cook County, Illinois",334.0,409.0,800.0,706.0,287.0,157.0,0.0,65.0,17,031,813300
"Census Tract 8134, Cook County, Illinois",471.0,402.0,715.0,693.0,543.0,248.0,55.0,79.0,17,031,813400
"Census Tract 8135, Cook County, Illinois",370.0,228.0,888.0,609.0,432.0,107.0,170.0,31.0,17,031,813500
"Census Tract 8136, Cook County, Illinois",367.0,242.0,606.0,449.0,285.0,77.0,34.0,49.0,17,031,813600
"Census Tract 8137, Cook County, Illinois",512.0,385.0,690.0,748.0,350.0,201.0,0.0,12.0,17,031,813700
"Census Tract 8138, Cook County, Illinois",483.0,482.0,935.0,501.0,324.0,227.0,33.0,82.0,17,031,813800
"Census Tract 8139, Cook County, Illinois",337.0,314.0,710.0,563.0,433.0,119.0,30.0,61.0,17,031,813900
"Census Tract 8140, Cook County, Illinois",276.0,180.0,387.0,314.0,233.0,63.0,23.0,93.0,17,031,814000
"Census Tract 8141, Cook County, Illinois",438.0,216.0,490.0,337.0,317.0,126.0,9.0,17.0,17,031,814100
"Census Tract 8142, Cook County, Illinois",413.0,328.0,1021.0,595.0,544.0,132.0,16.0,28.0,17,031,814200
"Census Tract 8143, Cook County, Illinois",276.0,371.0,527.0,412.0,201.0,108.0,53.0,103.0,17,031,814300
"Census Tract 8144, Cook County, Illinois",332.0,116.0,878.0,456.0,567.0,268.0,109.0,107.0,17,031,814400
"Census Tract 8145, Cook County, Illinois",293.0,177.0,451.0,307.0,331.0,123.0,118.0,141.0,17,031,814500
"Census Tract 8146, Cook County, Illinois",369.0,203.0,385.0,486.0,438.0,249.0,24.0,220.0,17,031,814600
"Census Tract 8147, Cook County, Illinois",269.0,188.0,474.0,403.0,420.0,235.0,36.0,104.0,17,031,814700
"Census Tract 8148, Cook County, Illinois",275.0,132.0,465.0,708.0,309.0,432.0,112.0,174.0,17,031,814800
"Census Tract 8149, Cook County, Illinois",229.0,145.0,396.0,565.0,505.0,133.0,108.0,88.0,17,031,814900
"Census Tract 8150, Cook County, Illinois",244.0,158.0,188.0,281.0,297.0,115.0,29.0,67.0,17,031,815000
"Census Tract 8151, Cook County, Illinois",238.0,139.0,369.0,239.0,296.0,102.0,122.0,97.0,17,031,815100
"Census Tract 8152, Cook County, Illinois",355.0,187.0,643.0,449.0,409.0,519.0,24.0,225.0,17,031,815200
"Census Tract 8153, Cook County, Illinois",425.0,105.0,351.0,254.0,287.0,287.0,152.0,182.0,17,031,815300
"Census Tract 8154, Cook County, Illinois",258.0,170.0,359.0,316.0,389.0,442.0,86.0,387.0,17,031,815400
"Census Tract 8155, Cook County, Illinois",272.0,312.0,530.0,372.0,612.0,363.0,203.0,193.0,17,031,815500
"Census Tract 8156, Cook County, Illinois",332.0,171.0,273.0,388.0,493.0,279.0,51.0,357.0,17,031,815600
"Census Tract 8157.01, Cook County, Illinois",186.0,163.0,147.0,122.0,179.0,248.0,55.0,574.0,17,031,815701
"Census Tract 8157.02, Cook County, Illinois",298.0,103.0,172.0,70.0,233.0,233.0,131.0,804.0,17,031,815702
"Census Tract 8158, Cook County, Illinois",65.0,16.0,47.0,163.0,119.0,127.0,51.0,135.0,17,031,815800
"Census Tract 8159, Cook County, Illinois",223.0,131.0,371.0,331.0,687.0,475.0,148.0,201.0,17,031,815900
"Census Tract 8160, Cook County, Illinois",121.0,93.0,357.0,194.0,268.0,270.0,183.0,318.0,17,031,816000
"Census Tract 8161, Cook County, Illinois",419.0,187.0,528.0,655.0,735.0,430.0,131.0,460.0,17,031,816100
"Census Tract 8162, Cook County, Illinois",130.0,195.0,145.0,449.0,289.0,210.0,135.0,179.0,17,031,816200
"Census Tract 8163, Cook County, Illinois",85.0,187.0,304.0,328.0,332.0,124.0,91.0,144.0,17,031,816300
"Census Tract 8164.01, Cook County, Illinois",298.0,158.0,509.0,421.0,288.0,123.0,16.0,35.0,17,031,816401
"Census Tract 8164.02, Cook County, Illinois",261.0,127.0,553.0,349.0,194.0,150.0,39.0,63.0,17,031,816402
"Census Tract 8165, Cook County, Illinois",176.0,70.0,291.0,257.0,274.0,210.0,43.0,0.0,17,031,816500
"Census Tract 8166, Cook County, Illinois",186.0,299.0,575.0,380.0,469.0,72.0,10.0,73.0,17,031,816600
"Census Tract 8167, Cook County, Illinois",253.0,29.0,394.0,137.0,189.0,139.0,36.0,42.0,17,031,816700
"Census Tract 8168, Cook County, Illinois",210.0,103.0,388.0,194.0,414.0,456.0,155.0,121.0,17,031,816800
"Census Tract 8169, Cook County, Illinois",285.0,169.0,564.0,539.0,571.0,417.0,47.0,169.0,17,031,816900
"Census Tract 8170, Cook County, Illinois",246.0,206.0,312.0,467.0,454.0,290.0,158.0,121.0,17,031,817000
"Census Tract 8171.01, Cook County, Illinois",387.0,355.0,403.0,224.0,590.0,213.0,70.0,188.0,17,031,817101
"Census Tract 8171.02, Cook County, Illinois",302.0,215.0,288.0,150.0,135.0,194.0,61.0,76.0,17,031,817102
"Census Tract 8172, Cook County, Illinois",373.0,179.0,292.0,294.0,224.0,174.0,59.0,136.0,17,031,817200
"Census Tract 2828, Cook County, Illinois",33.0,0.0,186.0,249.0,255.0,89.0,56.0,84.0,17,031,282800
"Census Tract 2829, Cook County, Illinois",62.0,25.0,63.0,34.0,44.0,53.0,72.0,141.0,17,031,282900
"Census Tract 2830, Cook County, Illinois",43.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,17,031,283000
"Census Tract 2831, Cook County, Illinois",285.0,56.0,117.0,110.0,247.0,153.0,53.0,161.0,17,031,283100
"Census Tract 2832, Cook County, Illinois",42.0,32.0,40.0,40.0,92.0,111.0,25.0,204.0,17,031,283200
"Census Tract 2833, Cook County, Illinois",43.0,25.0,51.0,9.0,29.0,0.0,0.0,21.0,17,031,283300
"Census Tract 2834, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,283400
"Census Tract 2835, Cook County, Illinois",73.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,283500
"Census Tract 2836, Cook County, Illinois",39.0,0.0,127.0,139.0,24.0,36.0,12.0,26.0,17,031,283600
"Census Tract 2837, Cook County, Illinois",0.0,20.0,20.0,87.0,36.0,62.0,58.0,253.0,17,031,283700
"Census Tract 2838, Cook County, Illinois",229.0,22.0,111.0,119.0,139.0,162.0,187.0,315.0,17,031,283800
"Census Tract 2839, Cook County, Illinois",121.0,92.0,80.0,121.0,51.0,22.0,16.0,8.0,17,031,283900
"Census Tract 2840, Cook County, Illinois",0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,17,031,284000
"Census Tract 2841, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,284100
"Census Tract 2842, Cook County, Illinois",0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,17,031,284200
"Census Tract 2843, Cook County, Illinois",0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17,031,284300
"Census Tract 2901, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,290100
"Census Tract 2902, Cook County, Illinois",30.0,0.0,41.0,29.0,0.0,20.0,10.0,26.0,17,031,290200
"Census Tract 2903, Cook County, Illinois",0.0,0.0,10.0,27.0,25.0,53.0,0.0,0.0,17,031,290300
"Census Tract 2904, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,290400
"Census Tract 2905, Cook County, Illinois",25.0,29.0,7.0,79.0,25.0,123.0,0.0,0.0,17,031,290500
"Census Tract 2906, Cook County, Illinois",9.0,22.0,57.0,0.0,25.0,9.0,0.0,0.0,17,031,290600
"Census Tract 2907, Cook County, Illinois",54.0,9.0,29.0,9.0,0.0,44.0,0.0,0.0,17,031,290700
"Census Tract 2908, Cook County, Illinois",61.0,78.0,56.0,0.0,27.0,24.0,0.0,0.0,17,031,290800
"Census Tract 2909, Cook County, Illinois",352.0,137.0,256.0,150.0,345.0,35.0,50.0,9.0,17,031,290900
"Census Tract 2910, Cook County, Illinois",11.0,0.0,36.0,0.0,13.0,0.0,0.0,42.0,17,031,291000
"Census Tract 2911, Cook County, Illinois",154.0,42.0,179.0,131.0,60.0,24.0,45.0,74.0,17,031,291100
"Census Tract 2912, Cook County, Illinois",5.0,19.0,148.0,35.0,52.0,36.0,8.0,6.0,17,031,291200
"Census Tract 2913, Cook County, Illinois",51.0,29.0,177.0,55.0,53.0,20.0,49.0,26.0,17,031,291300
"Census Tract 2914, Cook County, Illinois",66.0,52.0,75.0,0.0,60.0,0.0,0.0,37.0,17,031,291400
"Census Tract 2915, Cook County, Illinois",80.0,80.0,109.0,122.0,53.0,116.0,0.0,60.0,17,031,291500
"Census Tract 2916, Cook County, Illinois",21.0,20.0,178.0,88.0,52.0,40.0,9.0,0.0,17,031,291600
"Census Tract 2917, Cook County, Illinois",65.0,22.0,53.0,44.0,8.0,40.0,0.0,0.0,17,031,291700
"Census Tract 2918, Cook County, Illinois",9.0,0.0,15.0,21.0,19.0,40.0,0.0,12.0,17,031,291800
"Census Tract 2919, Cook County, Illinois",0.0,0.0,64.0,24.0,31.0,32.0,0.0,0.0,17,031,291900
"Census Tract 2920, Cook County, Illinois",60.0,0.0,69.0,33.0,15.0,74.0,0.0,0.0,17,031,292000
"Census Tract 2921, Cook County, Illinois",47.0,28.0,118.0,33.0,0.0,32.0,0.0,0.0,17,031,292100
"Census Tract 2922, Cook County, Illinois",186.0,135.0,163.0,230.0,253.0,0.0,0.0,68.0,17,031,292200
