NAME,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,county,tract
"Census Tract 1801, Cook County, Illinois",4701.0,164.0,28.0,114.0,0.0,1617.0,121.0,17,031,180100
"Census Tract 1802, Cook County, Illinois",3585.0,46.0,0.0,128.0,0.0,2777.0,53.0,17,031,180200
"Census Tract 1803, Cook County, Illinois",669.0,167.0,0.0,0.0,0.0,352.0,34.0,17,031,180300
"Census Tract 1901, Cook County, Illinois",1111.0,87.0,0.0,0.0,0.0,1230.0,5.0,17,031,190100
"Census Tract 1902, Cook County, Illinois",2601.0,131.0,112.0,117.0,0.0,3359.0,0.0,17,031,190200
"Census Tract 1903, Cook County, Illinois",3363.0,93.0,6.0,34.0,0.0,1945.0,0.0,17,031,190300
"Census Tract 1904, Cook County, Illinois",4732.0,247.0,0.0,661.0,39.0,4365.0,238.0,17,031,190400
"Census Tract 1905, Cook County, Illinois",1730.0,44.0,0.0,55.0,0.0,848.0,14.0,17,031,190500
"Census Tract 1906, Cook County, Illinois",4032.0,658.0,76.0,201.0,0.0,5015.0,49.0,17,031,190600
"Census Tract 1907, Cook County, Illinois",2742.0,863.0,0.0,129.0,0.0,4016.0,67.0,17,031,190700
"Census Tract 1908, Cook County, Illinois",2443.0,392.0,28.0,200.0,0.0,4151.0,83.0,17,031,190800
"Census Tract 1909, Cook County, Illinois",1011.0,200.0,0.0,100.0,0.0,696.0,0.0,17,031,190900
"Census Tract 1910, Cook County, Illinois",779.0,126.0,0.0,0.0,0.0,1358.0,0.0,17,031,191000
"Census Tract 1911, Cook County, Illinois",2228.0,952.0,0.0,105.0,0.0,4862.0,102.0,17,031,191100
"Census Tract 1912, Cook County, Illinois",677.0,565.0,0.0,0.0,0.0,2529.0,33.0,17,031,191200
"Census Tract 1913, Cook County, Illinois",2959.0,888.0,56.0,163.0,0.0,7430.0,42.0,17,031,191300
"Census Tract 1914, Cook County, Illinois",276.0,39.0,7.0,38.0,0.0,890.0,25.0,17,031,191400
"Census Tract 2001, Cook County, Illinois",1241.0,65.0,13.0,304.0,0.0,2817.0,52.0,17,031,200100
"Census Tract 2002, Cook County, Illinois",1443.0,82.0,0.0,202.0,0.0,3811.0,14.0,17,031,200200
"Census Tract 2003, Cook County, Illinois",625.0,58.0,0.0,19.0,0.0,1490.0,49.0,17,031,200300
"Census Tract 2004, Cook County, Illinois",3325.0,32.0,30.0,148.0,0.0,5068.0,124.0,17,031,200400
"Census Tract 2005, Cook County, Illinois",1638.0,217.0,0.0,0.0,0.0,2241.0,129.0,17,031,200500
"Census Tract 2006, Cook County, Illinois",145.0,147.0,0.0,0.0,0.0,500.0,31.0,17,031,200600
"Census Tract 2101, Cook County, Illinois",2137.0,315.0,0.0,291.0,0.0,1679.0,238.0,17,031,210100
"Census Tract 2102, Cook County, Illinois",419.0,0.0,0.0,50.0,0.0,864.0,46.0,17,031,210200
"Census Tract 2103, Cook County, Illinois",2955.0,103.0,44.0,558.0,0.0,2207.0,88.0,17,031,210300
"Census Tract 2104, Cook County, Illinois",1236.0,26.0,64.0,52.0,0.0,998.0,39.0,17,031,210400
"Census Tract 2105, Cook County, Illinois",4630.0,60.0,0.0,141.0,0.0,5061.0,0.0,17,031,210500
"Census Tract 2106, Cook County, Illinois",4687.0,483.0,0.0,188.0,0.0,2978.0,85.0,17,031,210600
"Census Tract 2107, Cook County, Illinois",3096.0,245.0,0.0,40.0,29.0,1470.0,59.0,17,031,210700
"Census Tract 2108, Cook County, Illinois",515.0,29.0,0.0,0.0,0.0,906.0,0.0,17,031,210800
"Census Tract 2109, Cook County, Illinois",2134.0,20.0,0.0,51.0,0.0,724.0,147.0,17,031,210900
"Census Tract 2201, Cook County, Illinois",858.0,36.0,0.0,115.0,0.0,155.0,0.0,17,031,220100
"Census Tract 2202, Cook County, Illinois",1042.0,68.0,0.0,53.0,0.0,924.0,51.0,17,031,220200
"Census Tract 2203, Cook County, Illinois",1909.0,104.0,0.0,40.0,0.0,554.0,41.0,17,031,220300
"Census Tract 2204, Cook County, Illinois",1675.0,119.0,0.0,161.0,0.0,687.0,99.0,17,031,220400
"Census Tract 2604, Cook County, Illinois",7.0,1212.0,0.0,0.0,0.0,0.0,12.0,17,031,260400
"Census Tract 2605, Cook County, Illinois",0.0,1641.0,0.0,0.0,0.0,0.0,0.0,17,031,260500
"Census Tract 2606, Cook County, Illinois",136.0,2560.0,0.0,0.0,0.0,47.0,26.0,17,031,260600
"Census Tract 2607, Cook County, Illinois",0.0,2234.0,0.0,0.0,0.0,0.0,0.0,17,031,260700
"Census Tract 2608, Cook County, Illinois",58.0,2572.0,0.0,48.0,0.0,147.0,76.0,17,031,260800
"Census Tract 2609, Cook County, Illinois",25.0,1662.0,0.0,0.0,0.0,0.0,0.0,17,031,260900
"Census Tract 2610, Cook County, Illinois",6.0,2128.0,38.0,0.0,0.0,0.0,27.0,17,031,261000
"Census Tract 2701, Cook County, Illinois",0.0,109.0,0.0,10.0,0.0,0.0,0.0,17,031,270100
"Census Tract 2702, Cook County, Illinois",200.0,1316.0,0.0,25.0,0.0,123.0,74.0,17,031,270200
"Census Tract 2703, Cook County, Illinois",10.0,2403.0,0.0,9.0,0.0,0.0,23.0,17,031,270300
"Census Tract 2704, Cook County, Illinois",77.0,1366.0,0.0,0.0,0.0,0.0,0.0,17,031,270400
"Census Tract 2705, Cook County, Illinois",152.0,1850.0,0.0,14.0,0.0,58.0,11.0,17,031,270500
"Census Tract 2706, Cook County, Illinois",31.0,876.0,0.0,0.0,0.0,25.0,0.0,17,031,270600
"Census Tract 2707, Cook County, Illinois",0.0,455.0,0.0,0.0,0.0,9.0,18.0,17,031,270700
"Census Tract 2708, Cook County, Illinois",28.0,606.0,0.0,0.0,0.0,0.0,0.0,17,031,270800
"Census Tract 2709, Cook County, Illinois",0.0,121.0,0.0,0.0,0.0,33.0,0.0,17,031,270900
"Census Tract 2710, Cook County, Illinois",0.0,955.0,0.0,0.0,0.0,0.0,0.0,17,031,271000
"Census Tract 2711, Cook County, Illinois",39.0,1277.0,0.0,16.0,0.0,11.0,7.0,17,031,271100
"Census Tract 2712, Cook County, Illinois",10.0,1576.0,0.0,0.0,0.0,10.0,0.0,17,031,271200
"Census Tract 2713, Cook County, Illinois",17.0,1278.0,0.0,0.0,0.0,14.0,0.0,17,031,271300
"Census Tract 2714, Cook County, Illinois",64.0,1194.0,0.0,0.0,0.0,17.0,0.0,17,031,271400
"Census Tract 2715, Cook County, Illinois",22.0,1179.0,0.0,0.0,0.0,0.0,0.0,17,031,271500
"Census Tract 2716, Cook County, Illinois",108.0,638.0,33.0,11.0,0.0,11.0,0.0,17,031,271600
"Census Tract 2717, Cook County, Illinois",67.0,1066.0,0.0,0.0,0.0,0.0,0.0,17,031,271700
"Census Tract 2718, Cook County, Illinois",0.0,569.0,0.0,0.0,0.0,0.0,0.0,17,031,271800
"Census Tract 2719, Cook County, Illinois",28.0,639.0,0.0,27.0,0.0,0.0,0.0,17,031,271900
"Census Tract 2801, Cook County, Illinois",2607.0,47.0,0.0,379.0,0.0,20.0,22.0,17,031,280100
"Census Tract 2802, Cook County, Illinois",1511.0,1002.0,4.0,107.0,0.0,32.0,72.0,17,031,280200
"Census Tract 2803, Cook County, Illinois",484.0,309.0,0.0,26.0,0.0,0.0,0.0,17,031,280300
"Census Tract 2804, Cook County, Illinois",140.0,671.0,0.0,15.0,0.0,0.0,0.0,17,031,280400
"Census Tract 2805, Cook County, Illinois",41.0,842.0,0.0,0.0,0.0,17.0,53.0,17,031,280500
"Census Tract 2806, Cook County, Illinois",55.0,186.0,0.0,0.0,0.0,0.0,0.0,17,031,280600
"Census Tract 2807, Cook County, Illinois",19.0,231.0,0.0,0.0,0.0,0.0,31.0,17,031,280700
"Census Tract 2808, Cook County, Illinois",79.0,539.0,0.0,0.0,0.0,0.0,13.0,17,031,280800
"Census Tract 2809, Cook County, Illinois",49.0,1075.0,0.0,0.0,0.0,0.0,0.0,17,031,280900
"Census Tract 2810, Cook County, Illinois",19.0,294.0,0.0,0.0,0.0,0.0,0.0,17,031,281000
"Census Tract 2811, Cook County, Illinois",0.0,333.0,0.0,0.0,0.0,0.0,0.0,17,031,281100
"Census Tract 2812, Cook County, Illinois",72.0,644.0,0.0,0.0,0.0,0.0,28.0,17,031,281200
"Census Tract 2813, Cook County, Illinois",160.0,1589.0,0.0,0.0,0.0,0.0,44.0,17,031,281300
"Census Tract 2814, Cook County, Illinois",0.0,280.0,0.0,0.0,0.0,13.0,7.0,17,031,281400
"Census Tract 2815, Cook County, Illinois",34.0,191.0,0.0,0.0,0.0,18.0,38.0,17,031,281500
"Census Tract 2816, Cook County, Illinois",402.0,513.0,19.0,14.0,24.0,29.0,41.0,17,031,281600
"Census Tract 2817, Cook County, Illinois",2165.0,775.0,0.0,235.0,0.0,48.0,86.0,17,031,281700
"Census Tract 2818, Cook County, Illinois",2208.0,301.0,0.0,264.0,0.0,9.0,106.0,17,031,281800
"Census Tract 2819, Cook County, Illinois",2074.0,665.0,0.0,986.0,0.0,87.0,61.0,17,031,281900
"Census Tract 2820, Cook County, Illinois",520.0,450.0,0.0,111.0,0.0,0.0,45.0,17,031,282000
"Census Tract 2821, Cook County, Illinois",1205.0,192.0,36.0,323.0,0.0,43.0,70.0,17,031,282100
"Census Tract 2822, Cook County, Illinois",1083.0,28.0,11.0,429.0,0.0,137.0,0.0,17,031,282200
"Census Tract 2823, Cook County, Illinois",374.0,0.0,0.0,437.0,0.0,25.0,19.0,17,031,282300
"Census Tract 2824, Cook County, Illinois",937.0,286.0,0.0,379.0,0.0,66.0,29.0,17,031,282400
"Census Tract 2825, Cook County, Illinois",52.0,117.0,0.0,373.0,0.0,0.0,14.0,17,031,282500
"Census Tract 2826, Cook County, Illinois",163.0,25.0,0.0,130.0,0.0,107.0,0.0,17,031,282600
"Census Tract 2827, Cook County, Illinois",805.0,1160.0,0.0,73.0,0.0,313.0,109.0,17,031,282700
"Census Tract 2205, Cook County, Illinois",1996.0,195.0,0.0,148.0,0.0,667.0,113.0,17,031,220500
"Census Tract 2206, Cook County, Illinois",4324.0,657.0,0.0,577.0,0.0,1823.0,216.0,17,031,220600
"Census Tract 2207, Cook County, Illinois",4407.0,326.0,0.0,70.0,0.0,3543.0,286.0,17,031,220700
"Census Tract 2208, Cook County, Illinois",20.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,220800
"Census Tract 2209, Cook County, Illinois",2692.0,964.0,0.0,147.0,0.0,3327.0,118.0,17,031,220900
"Census Tract 2210, Cook County, Illinois",1538.0,466.0,0.0,42.0,0.0,680.0,0.0,17,031,221000
"Census Tract 2211, Cook County, Illinois",3547.0,489.0,16.0,61.0,25.0,1703.0,193.0,17,031,221100
"Census Tract 2212, Cook County, Illinois",1228.0,160.0,0.0,0.0,0.0,997.0,87.0,17,031,221200
"Census Tract 2213, Cook County, Illinois",1487.0,142.0,0.0,97.0,0.0,1273.0,36.0,17,031,221300
"Census Tract 2214, Cook County, Illinois",1980.0,48.0,10.0,73.0,0.0,981.0,0.0,17,031,221400
"Census Tract 2215, Cook County, Illinois",2222.0,172.0,0.0,261.0,0.0,751.0,102.0,17,031,221500
"Census Tract 2216, Cook County, Illinois",2082.0,10.0,0.0,134.0,0.0,417.0,83.0,17,031,221600
"Census Tract 2217, Cook County, Illinois",2127.0,38.0,0.0,69.0,0.0,190.0,37.0,17,031,221700
"Census Tract 2218, Cook County, Illinois",1753.0,0.0,0.0,22.0,0.0,174.0,0.0,17,031,221800
"Census Tract 2219, Cook County, Illinois",554.0,0.0,0.0,77.0,0.0,25.0,0.0,17,031,221900
"Census Tract 2220, Cook County, Illinois",1399.0,53.0,33.0,53.0,0.0,60.0,44.0,17,031,222000
"Census Tract 2221, Cook County, Illinois",828.0,13.0,0.0,0.0,0.0,0.0,17.0,17,031,222100
"Census Tract 2222, Cook County, Illinois",1802.0,58.0,0.0,144.0,0.0,41.0,30.0,17,031,222200
"Census Tract 2223, Cook County, Illinois",686.0,414.0,0.0,0.0,27.0,321.0,8.0,17,031,222300
"Census Tract 2224, Cook County, Illinois",1386.0,127.0,0.0,92.0,0.0,627.0,18.0,17,031,222400
"Census Tract 2225, Cook County, Illinois",781.0,165.0,0.0,0.0,0.0,595.0,8.0,17,031,222500
"Census Tract 2226, Cook County, Illinois",1017.0,162.0,6.0,61.0,0.0,376.0,43.0,17,031,222600
"Census Tract 2227, Cook County, Illinois",940.0,649.0,0.0,33.0,0.0,1473.0,21.0,17,031,222700
"Census Tract 2228, Cook County, Illinois",549.0,18.0,0.0,0.0,0.0,369.0,0.0,17,031,222800
"Census Tract 2229, Cook County, Illinois",834.0,195.0,0.0,45.0,0.0,542.0,11.0,17,031,222900
"Census Tract 2301, Cook County, Illinois",1042.0,489.0,0.0,0.0,0.0,412.0,0.0,17,031,230100
"Census Tract 2302, Cook County, Illinois",432.0,166.0,0.0,0.0,0.0,896.0,121.0,17,031,230200
"Census Tract 2303, Cook County, Illinois",998.0,0.0,0.0,0.0,0.0,243.0,0.0,17,031,230300
"Census Tract 2304, Cook County, Illinois",671.0,156.0,61.0,0.0,0.0,1582.0,115.0,17,031,230400
"Census Tract 2305, Cook County, Illinois",843.0,465.0,0.0,35.0,0.0,1662.0,14.0,17,031,230500
"Census Tract 2306, Cook County, Illinois",1470.0,1629.0,13.0,100.0,0.0,3520.0,46.0,17,031,230600
"Census Tract 2307, Cook County, Illinois",2388.0,1418.0,0.0,0.0,0.0,2554.0,43.0,17,031,230700
"Census Tract 2308, Cook County, Illinois",952.0,0.0,0.0,23.0,0.0,776.0,0.0,17,031,230800
"Census Tract 2309, Cook County, Illinois",2322.0,1003.0,0.0,5.0,0.0,2348.0,242.0,17,031,230900
"Census Tract 2310, Cook County, Illinois",803.0,1557.0,0.0,0.0,0.0,738.0,115.0,17,031,231000
"Census Tract 2311, Cook County, Illinois",73.0,908.0,0.0,0.0,0.0,155.0,94.0,17,031,231100
"Census Tract 2312, Cook County, Illinois",803.0,5403.0,0.0,0.0,0.0,601.0,13.0,17,031,231200
"Census Tract 2313, Cook County, Illinois",871.0,3631.0,0.0,56.0,0.0,1592.0,0.0,17,031,231300
"Census Tract 2314, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,231400
"Census Tract 2315, Cook County, Illinois",199.0,5380.0,18.0,0.0,0.0,27.0,0.0,17,031,231500
"Census Tract 2316, Cook County, Illinois",65.0,1429.0,0.0,0.0,0.0,71.0,0.0,17,031,231600
"Census Tract 2317, Cook County, Illinois",99.0,830.0,0.0,32.0,0.0,331.0,0.0,17,031,231700
"Census Tract 2318, Cook County, Illinois",372.0,134.0,0.0,0.0,0.0,108.0,0.0,17,031,231800
"Census Tract 2401, Cook County, Illinois",141.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,240100
"Census Tract 2402, Cook County, Illinois",1441.0,21.0,0.0,80.0,0.0,106.0,13.0,17,031,240200
"Census Tract 2403, Cook County, Illinois",920.0,0.0,0.0,125.0,0.0,148.0,28.0,17,031,240300
"Census Tract 2404, Cook County, Illinois",755.0,0.0,0.0,108.0,0.0,15.0,0.0,17,031,240400
"Census Tract 2405, Cook County, Illinois",1824.0,139.0,0.0,97.0,0.0,81.0,21.0,17,031,240500
"Census Tract 2406, Cook County, Illinois",799.0,80.0,8.0,53.0,0.0,458.0,0.0,17,031,240600
"Census Tract 2407, Cook County, Illinois",905.0,63.0,0.0,97.0,0.0,672.0,0.0,17,031,240700
"Census Tract 2408, Cook County, Illinois",1010.0,266.0,0.0,30.0,0.0,641.0,16.0,17,031,240800
"Census Tract 2409, Cook County, Illinois",787.0,228.0,0.0,23.0,0.0,265.0,29.0,17,031,240900
"Census Tract 2410, Cook County, Illinois",803.0,1028.0,27.0,0.0,0.0,726.0,23.0,17,031,241000
"Census Tract 2411, Cook County, Illinois",2179.0,899.0,0.0,92.0,0.0,1182.0,0.0,17,031,241100
"Census Tract 2412, Cook County, Illinois",1187.0,161.0,85.0,0.0,0.0,399.0,15.0,17,031,241200
"Census Tract 2413, Cook County, Illinois",1238.0,433.0,18.0,52.0,0.0,64.0,12.0,17,031,241300
"Census Tract 2414, Cook County, Illinois",3878.0,445.0,0.0,65.0,0.0,375.0,95.0,17,031,241400
"Census Tract 2415, Cook County, Illinois",2215.0,124.0,53.0,91.0,0.0,685.0,21.0,17,031,241500
"Census Tract 2416, Cook County, Illinois",3204.0,85.0,43.0,363.0,0.0,209.0,150.0,17,031,241600
"Census Tract 2417, Cook County, Illinois",142.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,241700
"Census Tract 2418, Cook County, Illinois",638.0,139.0,11.0,59.0,0.0,12.0,71.0,17,031,241800
"Census Tract 2419, Cook County, Illinois",338.0,592.0,0.0,113.0,0.0,0.0,24.0,17,031,241900
"Census Tract 2420, Cook County, Illinois",2227.0,851.0,11.0,41.0,0.0,1222.0,62.0,17,031,242000
"Census Tract 2421, Cook County, Illinois",2465.0,140.0,15.0,119.0,23.0,609.0,38.0,17,031,242100
"Census Tract 2422, Cook County, Illinois",3074.0,163.0,31.0,219.0,0.0,582.0,28.0,17,031,242200
"Census Tract 2423, Cook County, Illinois",3252.0,102.0,0.0,102.0,0.0,204.0,58.0,17,031,242300
"Census Tract 2424, Cook County, Illinois",2475.0,123.0,0.0,93.0,0.0,95.0,71.0,17,031,242400
"Census Tract 2425, Cook County, Illinois",3188.0,445.0,0.0,162.0,0.0,628.0,45.0,17,031,242500
"Census Tract 2426, Cook County, Illinois",3439.0,669.0,0.0,78.0,0.0,819.0,26.0,17,031,242600
"Census Tract 2427, Cook County, Illinois",708.0,445.0,0.0,80.0,0.0,924.0,0.0,17,031,242700
"Census Tract 2428, Cook County, Illinois",1303.0,21.0,12.0,0.0,0.0,285.0,0.0,17,031,242800
"Census Tract 2429, Cook County, Illinois",1546.0,29.0,12.0,98.0,0.0,192.0,30.0,17,031,242900
"Census Tract 2430, Cook County, Illinois",1628.0,28.0,0.0,290.0,0.0,441.0,50.0,17,031,243000
"Census Tract 2431, Cook County, Illinois",1064.0,93.0,0.0,63.0,13.0,723.0,0.0,17,031,243100
"Census Tract 2432, Cook County, Illinois",1262.0,13.0,0.0,62.0,0.0,523.0,36.0,17,031,243200
"Census Tract 2433, Cook County, Illinois",1921.0,74.0,23.0,73.0,0.0,244.0,92.0,17,031,243300
"Census Tract 2434, Cook County, Illinois",2056.0,121.0,0.0,39.0,0.0,473.0,45.0,17,031,243400
"Census Tract 2435, Cook County, Illinois",2326.0,325.0,0.0,142.0,0.0,208.0,79.0,17,031,243500
"Census Tract 2436, Cook County, Illinois",728.0,0.0,0.0,61.0,0.0,0.0,0.0,17,031,243600
"Census Tract 2501, Cook County, Illinois",0.0,108.0,0.0,0.0,0.0,69.0,0.0,17,031,250100
"Census Tract 2502, Cook County, Illinois",315.0,1718.0,21.0,35.0,0.0,984.0,32.0,17,031,250200
"Census Tract 2503, Cook County, Illinois",85.0,3412.0,0.0,13.0,0.0,636.0,0.0,17,031,250300
"Census Tract 2504, Cook County, Illinois",722.0,5592.0,0.0,11.0,0.0,1424.0,0.0,17,031,250400
"Census Tract 2505, Cook County, Illinois",4501.0,2273.0,56.0,15.0,0.0,1049.0,66.0,17,031,250500
"Census Tract 2506, Cook County, Illinois",250.0,4563.0,0.0,0.0,0.0,161.0,187.0,17,031,250600
"Census Tract 2507, Cook County, Illinois",20.0,5989.0,0.0,0.0,0.0,28.0,0.0,17,031,250700
"Census Tract 2508, Cook County, Illinois",192.0,2132.0,0.0,0.0,0.0,164.0,0.0,17,031,250800
"Census Tract 2509, Cook County, Illinois",96.0,725.0,0.0,105.0,0.0,0.0,0.0,17,031,250900
"Census Tract 2510, Cook County, Illinois",0.0,1120.0,0.0,0.0,0.0,18.0,0.0,17,031,251000
"Census Tract 2511, Cook County, Illinois",309.0,4013.0,0.0,0.0,0.0,0.0,176.0,17,031,251100
"Census Tract 2512, Cook County, Illinois",156.0,3814.0,0.0,0.0,0.0,189.0,121.0,17,031,251200
"Census Tract 2513, Cook County, Illinois",74.0,5619.0,17.0,0.0,0.0,196.0,8.0,17,031,251300
"Census Tract 2514, Cook County, Illinois",271.0,3839.0,0.0,20.0,0.0,50.0,9.0,17,031,251400
"Census Tract 2515, Cook County, Illinois",179.0,4284.0,0.0,0.0,0.0,14.0,0.0,17,031,251500
"Census Tract 2516, Cook County, Illinois",0.0,3240.0,0.0,33.0,0.0,0.0,0.0,17,031,251600
"Census Tract 2517, Cook County, Illinois",100.0,1052.0,0.0,0.0,0.0,99.0,8.0,17,031,251700
"Census Tract 2518, Cook County, Illinois",80.0,5493.0,0.0,0.0,0.0,54.0,8.0,17,031,251800
"Census Tract 2519, Cook County, Illinois",110.0,5568.0,0.0,13.0,0.0,0.0,0.0,17,031,251900
"Census Tract 2520, Cook County, Illinois",62.0,5039.0,0.0,0.0,0.0,168.0,0.0,17,031,252000
"Census Tract 2521, Cook County, Illinois",153.0,9029.0,0.0,0.0,0.0,0.0,61.0,17,031,252100
"Census Tract 2522, Cook County, Illinois",153.0,7207.0,0.0,12.0,0.0,0.0,0.0,17,031,252200
"Census Tract 2523, Cook County, Illinois",92.0,579.0,0.0,0.0,0.0,0.0,0.0,17,031,252300
"Census Tract 2524, Cook County, Illinois",597.0,1510.0,0.0,135.0,0.0,378.0,26.0,17,031,252400
"Census Tract 2601, Cook County, Illinois",27.0,1363.0,0.0,0.0,0.0,0.0,42.0,17,031,260100
"Census Tract 2602, Cook County, Illinois",0.0,1141.0,0.0,0.0,0.0,0.0,0.0,17,031,260200
"Census Tract 2603, Cook County, Illinois",22.0,1959.0,0.0,0.0,0.0,48.0,0.0,17,031,260300
"Census Tract 0, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,000000
"Census Tract 101, Cook County, Illinois",1555.0,2447.0,0.0,532.0,0.0,64.0,237.0,17,031,010100
"Census Tract 102, Cook County, Illinois",2651.0,3912.0,0.0,400.0,0.0,1582.0,285.0,17,031,010200
"Census Tract 103, Cook County, Illinois",3848.0,1590.0,0.0,386.0,0.0,631.0,116.0,17,031,010300
"Census Tract 104, Cook County, Illinois",3335.0,820.0,0.0,324.0,0.0,402.0,116.0,17,031,010400
"Census Tract 105, Cook County, Illinois",5347.0,2343.0,44.0,594.0,0.0,351.0,370.0,17,031,010500
"Census Tract 106, Cook County, Illinois",3196.0,1769.0,0.0,446.0,0.0,1463.0,201.0,17,031,010600
"Census Tract 107, Cook County, Illinois",4479.0,1747.0,0.0,414.0,0.0,2749.0,181.0,17,031,010700
"Census Tract 108, Cook County, Illinois",1678.0,768.0,53.0,432.0,0.0,1077.0,66.0,17,031,010800
"Census Tract 109, Cook County, Illinois",746.0,208.0,0.0,123.0,0.0,10.0,37.0,17,031,010900
"Census Tract 201, Cook County, Illinois",1862.0,1225.0,0.0,510.0,0.0,88.0,51.0,17,031,020100
"Census Tract 202, Cook County, Illinois",4225.0,990.0,0.0,1425.0,0.0,101.0,109.0,17,031,020200
"Census Tract 203, Cook County, Illinois",7401.0,532.0,0.0,593.0,0.0,378.0,397.0,17,031,020300
"Census Tract 204, Cook County, Illinois",2832.0,418.0,0.0,619.0,0.0,210.0,135.0,17,031,020400
"Census Tract 205, Cook County, Illinois",1874.0,864.0,0.0,1551.0,0.0,833.0,287.0,17,031,020500
"Census Tract 206, Cook County, Illinois",4408.0,925.0,59.0,2449.0,34.0,2306.0,100.0,17,031,020600
"Census Tract 207, Cook County, Illinois",5215.0,290.0,0.0,2660.0,0.0,550.0,93.0,17,031,020700
"Census Tract 208, Cook County, Illinois",7603.0,1251.0,399.0,2361.0,0.0,1572.0,182.0,17,031,020800
"Census Tract 209, Cook County, Illinois",4041.0,1064.0,17.0,2686.0,0.0,1896.0,244.0,17,031,020900
"Census Tract 301, Cook County, Illinois",7686.0,3049.0,0.0,1408.0,0.0,463.0,608.0,17,031,030100
"Census Tract 302, Cook County, Illinois",4493.0,338.0,81.0,269.0,0.0,452.0,165.0,17,031,030200
"Census Tract 303, Cook County, Illinois",1534.0,227.0,0.0,281.0,17.0,701.0,74.0,17,031,030300
"Census Tract 304, Cook County, Illinois",1724.0,265.0,32.0,245.0,0.0,292.0,129.0,17,031,030400
"Census Tract 305, Cook County, Illinois",4614.0,545.0,0.0,618.0,0.0,579.0,248.0,17,031,030500
"Census Tract 306, Cook County, Illinois",4677.0,2520.0,0.0,1392.0,0.0,292.0,152.0,17,031,030600
"Census Tract 307, Cook County, Illinois",5993.0,1926.0,33.0,1108.0,0.0,571.0,210.0,17,031,030700
"Census Tract 308, Cook County, Illinois",3532.0,18.0,39.0,474.0,0.0,254.0,164.0,17,031,030800
"Census Tract 309, Cook County, Illinois",2530.0,176.0,0.0,261.0,0.0,326.0,61.0,17,031,030900
"Census Tract 310, Cook County, Illinois",3580.0,170.0,0.0,126.0,0.0,898.0,73.0,17,031,031000
"Census Tract 311, Cook County, Illinois",2560.0,130.0,0.0,806.0,0.0,610.0,47.0,17,031,031100
"Census Tract 312, Cook County, Illinois",2090.0,2331.0,1.0,1245.0,0.0,673.0,232.0,17,031,031200
"Census Tract 313, Cook County, Illinois",3612.0,1466.0,0.0,1509.0,0.0,218.0,135.0,17,031,031300
"Census Tract 314, Cook County, Illinois",4632.0,362.0,22.0,240.0,0.0,228.0,58.0,17,031,031400
"Census Tract 315, Cook County, Illinois",3918.0,3399.0,40.0,1465.0,0.0,978.0,126.0,17,031,031500
"Census Tract 316, Cook County, Illinois",888.0,1228.0,67.0,95.0,0.0,38.0,78.0,17,031,031600
"Census Tract 317, Cook County, Illinois",4603.0,1222.0,0.0,499.0,0.0,741.0,146.0,17,031,031700
