NAME,B15001_004E,B15001_005E,B15001_012E,B15001_013E,B15001_020E,B15001_021E,B15001_028E,B15001_029E,B15001_036E,B15001_037E,B15001_045E,B15001_046E,B15001_053E,B15001_054E,B15001_061E,B15001_062E,B15001_069E,B15001_070E,B15001_077E,B15001_078E,B15001_006E,B15001_014E,B15001_022E,B15001_030E,B15001_038E,B15001_047E,B15001_055E,B15001_063E,B15001_071E,B15001_079E,B15001_007E,B15001_008E,B15001_015E,B15001_016E,B15001_023E,B15001_024E,B15001_031E,B15001_032E,B15001_039E,B15001_040E,B15001_048E,B15001_049E,B15001_056E,B15001_057E,B15001_064E,B15001_065E,B15001_072E,B15001_073E,state,county,tract,B15001_080E,B15001_081E,B15001_009E,B15001_017E,B15001_025E,B15001_033E,B15001_041E,B15001_050E,B15001_058E,B15001_066E,B15001_074E,B15001_082E,B15001_010E,B15001_018E,B15001_026E,B15001_034E,B15001_042E,B15001_051E,B15001_059E,B15001_067E,B15001_075E,B15001_083E
"Census Tract 3809, Cook County, Illinois",0.0,14.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,15.0,0.0,0.0,32.0,17.0,22.0,9.0,26.0,62.0,16.0,38.0,51.0,20.0,75.0,34.0,0.0,0.0,104.0,0.0,10.0,64.0,65.0,0.0,28.0,0.0,51.0,9.0,35.0,0.0,60.0,28.0,60.0,0.0,17,031,380900,0.0,0.0,0.0,19.0,18.0,19.0,0.0,53.0,0.0,40.0,19.0,12.0,0.0,0.0,0.0,55.0,9.0,0.0,27.0,87.0,30.0,0.0
"Census Tract 3810, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.0,0.0,0.0,14.0,35.0,0.0,0.0,0.0,0.0,19.0,18.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,16.0,19.0,17,031,381000,13.0,0.0,0.0,15.0,0.0,21.0,31.0,0.0,44.0,19.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0
"Census Tract 3811, Cook County, Illinois",0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,19.0,0.0,30.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,29.0,24.0,0.0,0.0,17,031,381100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 3812, Cook County, Illinois",0.0,0.0,0.0,20.0,0.0,7.0,12.0,26.0,0.0,58.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,78.0,29.0,41.0,0.0,38.0,16.0,12.0,0.0,29.0,51.0,59.0,10.0,40.0,0.0,0.0,8.0,0.0,110.0,30.0,78.0,14.0,0.0,0.0,0.0,0.0,63.0,29.0,29.0,13.0,104.0,22.0,17,031,381200,10.0,0.0,0.0,31.0,33.0,0.0,20.0,0.0,16.0,67.0,21.0,32.0,0.0,24.0,79.0,0.0,20.0,0.0,33.0,55.0,44.0,19.0
"Census Tract 3813, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,17,031,381300,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
"Census Tract 3814, Cook County, Illinois",26.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0,24.0,61.0,0.0,0.0,53.0,0.0,36.0,14.0,0.0,48.0,86.0,18.0,46.0,41.0,107.0,89.0,0.0,23.0,0.0,0.0,0.0,47.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,64.0,0.0,34.0,32.0,34.0,18.0,17,031,381400,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,45.0,14.0,48.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0
"Census Tract 3815, Cook County, Illinois",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,60.0,114.0,0.0,0.0,17,031,381500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
"Census Tract 3816, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,381600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 3817, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,381700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 3818, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,26.0,17.0,11.0,59.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,8.0,0.0,34.0,0.0,37.0,0.0,15.0,21.0,0.0,9.0,17,031,381800,18.0,19.0,0.0,30.0,0.0,19.0,16.0,0.0,19.0,29.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
"Census Tract 3819, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,58.0,21.0,34.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,31.0,40.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,11.0,18.0,29.0,44.0,0.0,44.0,0.0,11.0,0.0,9.0,12.0,34.0,0.0,50.0,0.0,25.0,7.0,42.0,0.0,15.0,20.0,17,031,381900,15.0,0.0,0.0,36.0,0.0,0.0,29.0,0.0,61.0,0.0,14.0,0.0,0.0,12.0,0.0,22.0,0.0,0.0,35.0,11.0,38.0,0.0
"Census Tract 3820, Cook County, Illinois",0.0,0.0,0.0,71.0,0.0,0.0,65.0,10.0,0.0,11.0,0.0,0.0,0.0,33.0,0.0,59.0,33.0,70.0,0.0,89.0,13.0,117.0,0.0,96.0,10.0,45.0,0.0,75.0,87.0,10.0,52.0,0.0,52.0,0.0,31.0,24.0,102.0,0.0,14.0,0.0,59.0,0.0,45.0,11.0,0.0,7.0,57.0,50.0,17,031,382000,33.0,0.0,0.0,64.0,0.0,43.0,0.0,0.0,43.0,54.0,35.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,65.0,70.0,20.0,0.0
"Census Tract 3901, Cook County, Illinois",0.0,0.0,0.0,49.0,0.0,8.0,0.0,12.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,27.0,20.0,36.0,0.0,12.0,9.0,0.0,29.0,37.0,48.0,66.0,16.0,0.0,0.0,15.0,30.0,42.0,12.0,6.0,42.0,0.0,0.0,0.0,0.0,37.0,0.0,11.0,0.0,58.0,0.0,17,031,390100,0.0,0.0,0.0,0.0,84.0,8.0,0.0,0.0,8.0,50.0,20.0,0.0,0.0,10.0,9.0,37.0,0.0,0.0,15.0,20.0,9.0,0.0
"Census Tract 3902, Cook County, Illinois",0.0,16.0,0.0,22.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0,15.0,33.0,49.0,10.0,28.0,37.0,9.0,38.0,10.0,14.0,0.0,77.0,0.0,32.0,0.0,44.0,22.0,36.0,0.0,27.0,0.0,79.0,19.0,0.0,20.0,79.0,0.0,17,031,390200,10.0,0.0,14.0,14.0,43.0,107.0,0.0,0.0,53.0,29.0,109.0,0.0,0.0,35.0,10.0,31.0,10.0,0.0,11.0,32.0,83.0,10.0
"Census Tract 3903, Cook County, Illinois",0.0,0.0,33.0,34.0,0.0,76.0,26.0,24.0,54.0,52.0,0.0,0.0,0.0,23.0,0.0,32.0,0.0,30.0,38.0,71.0,21.0,101.0,43.0,78.0,28.0,22.0,83.0,69.0,108.0,42.0,0.0,0.0,68.0,0.0,60.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,140.0,24.0,8.0,0.0,79.0,9.0,17,031,390300,8.0,0.0,0.0,35.0,9.0,19.0,0.0,29.0,51.0,11.0,42.0,21.0,0.0,0.0,29.0,21.0,0.0,0.0,31.0,44.0,0.0,0.0
"Census Tract 3904, Cook County, Illinois",13.0,11.0,0.0,11.0,0.0,0.0,0.0,35.0,82.0,55.0,0.0,37.0,0.0,73.0,0.0,19.0,0.0,21.0,50.0,51.0,32.0,17.0,50.0,36.0,36.0,13.0,28.0,17.0,66.0,71.0,13.0,0.0,0.0,0.0,0.0,49.0,121.0,32.0,43.0,0.0,101.0,60.0,79.0,8.0,92.0,24.0,238.0,10.0,17,031,390400,53.0,13.0,0.0,48.0,29.0,0.0,0.0,10.0,36.0,21.0,21.0,5.0,0.0,63.0,27.0,47.0,32.0,14.0,62.0,18.0,119.0,11.0
"Census Tract 3905, Cook County, Illinois",0.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,9.0,11.0,49.0,40.0,0.0,0.0,13.0,9.0,16.0,0.0,47.0,0.0,30.0,0.0,23.0,0.0,31.0,15.0,0.0,0.0,0.0,0.0,39.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,17,031,390500,38.0,0.0,9.0,54.0,16.0,42.0,0.0,71.0,37.0,12.0,29.0,0.0,0.0,43.0,0.0,24.0,39.0,0.0,19.0,72.0,230.0,34.0
"Census Tract 3906, Cook County, Illinois",6.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,14.0,20.0,0.0,2.0,51.0,0.0,17.0,0.0,23.0,0.0,10.0,0.0,58.0,0.0,0.0,55.0,0.0,64.0,40.0,0.0,17,031,390600,72.0,0.0,20.0,58.0,9.0,36.0,9.0,12.0,78.0,23.0,71.0,31.0,0.0,35.0,72.0,175.0,87.0,0.0,47.0,41.0,199.0,75.0
"Census Tract 3907, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,50.0,19.0,0.0,0.0,31.0,30.0,0.0,26.0,18.0,65.0,101.0,83.0,0.0,51.0,36.0,48.0,58.0,64.0,111.0,128.0,0.0,62.0,0.0,14.0,36.0,132.0,28.0,222.0,48.0,17,031,390700,154.0,52.0,105.0,134.0,78.0,44.0,95.0,64.0,311.0,83.0,174.0,184.0,25.0,218.0,225.0,240.0,85.0,32.0,254.0,111.0,277.0,147.0
"Census Tract 4001, Cook County, Illinois",0.0,30.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,10.0,0.0,97.0,0.0,0.0,0.0,43.0,0.0,6.0,0.0,2.0,0.0,58.0,0.0,28.0,136.0,99.0,104.0,20.0,8.0,0.0,10.0,0.0,17.0,0.0,28.0,0.0,13.0,11.0,108.0,0.0,74.0,0.0,13.0,0.0,48.0,19.0,17,031,400100,13.0,0.0,0.0,22.0,37.0,6.0,0.0,95.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,18.0,21.0,0.0
"Census Tract 4002, Cook County, Illinois",9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,17,031,400200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 4003, Cook County, Illinois",0.0,4.0,0.0,0.0,0.0,18.0,0.0,22.0,30.0,10.0,0.0,23.0,0.0,45.0,0.0,32.0,0.0,65.0,33.0,45.0,47.0,70.0,23.0,33.0,32.0,84.0,0.0,75.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,56.0,13.0,3.0,0.0,102.0,57.0,17,031,400300,34.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,7.0,0.0,14.0,10.0,0.0,8.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 4004, Cook County, Illinois",0.0,73.0,0.0,12.0,0.0,55.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,26.0,11.0,57.0,0.0,12.0,16.0,20.0,17.0,57.0,124.0,10.0,100.0,31.0,18.0,0.0,0.0,0.0,33.0,0.0,53.0,0.0,10.0,0.0,57.0,0.0,32.0,0.0,0.0,0.0,93.0,0.0,17,031,400400,25.0,0.0,31.0,0.0,0.0,0.0,0.0,15.0,9.0,43.0,18.0,11.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,10.0,0.0
"Census Tract 4005, Cook County, Illinois",0.0,25.0,0.0,0.0,12.0,35.0,0.0,76.0,71.0,20.0,0.0,64.0,0.0,45.0,0.0,96.0,20.0,34.0,54.0,34.0,0.0,44.0,0.0,81.0,50.0,99.0,39.0,21.0,71.0,20.0,56.0,0.0,0.0,0.0,39.0,0.0,0.0,22.0,25.0,0.0,81.0,0.0,52.0,0.0,64.0,21.0,96.0,22.0,17,031,400500,0.0,0.0,14.0,0.0,12.0,0.0,0.0,0.0,28.0,0.0,44.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,8.0,11.0,41.0,0.0
"Census Tract 4006, Cook County, Illinois",0.0,11.0,0.0,0.0,12.0,35.0,23.0,70.0,0.0,11.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,23.0,0.0,37.0,42.0,0.0,23.0,10.0,56.0,13.0,90.0,46.0,9.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17,031,400600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Census Tract 4007, Cook County, Illinois",0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,40.0,0.0,0.0,0.0,41.0,0.0,31.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,12.0,0.0,16.0,55.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,39.0,16.0,45.0,0.0,17,031,400700,0.0,17.0,0.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,30.0,19.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,11.0,0.0
"Census Tract 4008, Cook County, Illinois",0.0,16.0,0.0,0.0,51.0,17.0,7.0,28.0,47.0,8.0,0.0,0.0,25.0,110.0,0.0,65.0,20.0,85.0,15.0,43.0,0.0,21.0,15.0,52.0,24.0,96.0,39.0,7.0,43.0,17.0,0.0,0.0,6.0,21.0,10.0,0.0,60.0,0.0,0.0,0.0,79.0,0.0,125.0,11.0,20.0,19.0,89.0,0.0,17,031,400800,34.0,10.0,14.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"Census Tract 4101, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,52.0,29.0,0.0,0.0,18.0,55.0,25.0,0.0,34.0,16.0,8.0,0.0,20.0,23.0,52.0,0.0,12.0,0.0,10.0,21.0,0.0,0.0,29.0,0.0,11.0,16.0,17,031,410100,37.0,11.0,30.0,118.0,15.0,38.0,30.0,29.0,79.0,71.0,23.0,56.0,0.0,70.0,74.0,58.0,36.0,0.0,87.0,32.0,67.0,57.0
"Census Tract 4102, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,9.0,4.0,31.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,58.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,17,031,410200,0.0,0.0,54.0,48.0,13.0,51.0,0.0,43.0,47.0,37.0,34.0,0.0,8.0,225.0,20.0,43.0,33.0,8.0,44.0,46.0,45.0,0.0
"Census Tract 4103, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,7.0,13.0,28.0,0.0,13.0,0.0,16.0,0.0,48.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17,031,410300,0.0,23.0,0.0,50.0,52.0,10.0,0.0,31.0,20.0,13.0,0.0,0.0,0.0,20.0,96.0,30.0,10.0,0.0,0.0,103.0,28.0,6.0
"Census Tract 4104, Cook County, Illinois",0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,25.0,9.0,17,031,410400,8.0,0.0,0.0,0.0,35.0,19.0,0.0,0.0,12.0,18.0,16.0,0.0,0.0,0.0,0.0,36.0,9.0,0.0,33.0,22.0,20.0,10.0
"Census Tract 4105, Cook County, Illinois",0.0,19.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,18.0,0.0,12.0,0.0,21.0,0.0,51.0,0.0,35.0,18.0,33.0,0.0,15.0,0.0,32.0,73.0,36.0,23.0,19.0,85.0,0.0,58.0,0.0,16.0,11.0,19.0,22.0,0.0,0.0,131.0,0.0,60.0,30.0,10.0,0.0,49.0,20.0,17,031,410500,37.0,14.0,0.0,110.0,64.0,62.0,0.0,36.0,61.0,11.0,91.0,0.0,0.0,59.0,34.0,74.0,27.0,0.0,81.0,61.0,108.0,23.0
"Census Tract 4106, Cook County, Illinois",0.0,0.0,27.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,40.0,35.0,0.0,14.0,0.0,11.0,0.0,42.0,46.0,0.0,15.0,0.0,14.0,11.0,25.0,0.0,10.0,13.0,120.0,0.0,0.0,0.0,22.0,0.0,9.0,0.0,17,031,410600,20.0,0.0,27.0,105.0,16.0,59.0,0.0,51.0,98.0,75.0,89.0,13.0,0.0,73.0,63.0,172.0,11.0,22.0,142.0,62.0,183.0,14.0
"Census Tract 4107, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,15.0,0.0,0.0,0.0,21.0,22.0,0.0,40.0,0.0,51.0,0.0,0.0,15.0,0.0,0.0,29.0,14.0,91.0,0.0,237.0,0.0,15.0,15.0,14.0,0.0,34.0,0.0,17,031,410700,25.0,0.0,14.0,74.0,23.0,16.0,40.0,20.0,92.0,63.0,56.0,8.0,11.0,135.0,90.0,45.0,72.0,10.0,83.0,89.0,108.0,70.0
"Census Tract 4108, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,33.0,0.0,12.0,25.0,41.0,0.0,0.0,0.0,31.0,8.0,34.0,0.0,103.0,0.0,13.0,0.0,109.0,0.0,79.0,0.0,21.0,0.0,61.0,11.0,0.0,24.0,52.0,8.0,17,031,410800,53.0,10.0,12.0,50.0,29.0,35.0,38.0,50.0,124.0,42.0,76.0,70.0,35.0,255.0,60.0,75.0,86.0,0.0,311.0,74.0,109.0,36.0
"Census Tract 4109, Cook County, Illinois",0.0,25.0,0.0,92.0,15.0,0.0,32.0,0.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,0.0,131.0,0.0,25.0,67.0,22.0,144.0,44.0,0.0,33.0,19.0,353.0,0.0,10.0,18.0,23.0,0.0,37.0,0.0,0.0,0.0,215.0,0.0,35.0,11.0,14.0,62.0,59.0,0.0,17,031,410900,26.0,31.0,9.0,137.0,110.0,139.0,38.0,54.0,116.0,155.0,86.0,84.0,0.0,81.0,96.0,119.0,223.0,0.0,110.0,187.0,246.0,91.0
"Census Tract 4110, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,31.0,18.0,46.0,0.0,59.0,64.0,32.0,0.0,0.0,0.0,18.0,57.0,280.0,74.0,15.0,0.0,13.0,0.0,29.0,0.0,14.0,14.0,230.0,24.0,66.0,0.0,0.0,0.0,81.0,14.0,17,031,411000,53.0,19.0,30.0,58.0,133.0,60.0,15.0,78.0,248.0,78.0,91.0,137.0,8.0,166.0,118.0,166.0,224.0,0.0,101.0,73.0,268.0,184.0
"Census Tract 4111, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,21.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,27.0,0.0,7.0,0.0,45.0,0.0,0.0,29.0,17,031,411100,15.0,16.0,36.0,38.0,0.0,0.0,0.0,21.0,116.0,39.0,39.0,30.0,0.0,104.0,168.0,188.0,159.0,11.0,72.0,54.0,213.0,100.0
"Census Tract 4112, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,27.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,19.0,0.0,16.0,0.0,17,031,411200,38.0,0.0,36.0,26.0,0.0,53.0,0.0,7.0,44.0,32.0,32.0,8.0,18.0,98.0,58.0,141.0,131.0,29.0,46.0,56.0,154.0,80.0
"Census Tract 4113, Cook County, Illinois",0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,0.0,71.0,0.0,0.0,0.0,9.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,42.0,0.0,0.0,0.0,0.0,11.0,0.0,17,031,411300,0.0,0.0,0.0,21.0,0.0,13.0,10.0,0.0,64.0,0.0,0.0,21.0,0.0,0.0,0.0,41.0,10.0,0.0,0.0,34.0,20.0,11.0
"Census Tract 4114, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,35.0,0.0,0.0,7.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,411400,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,0.0,42.0,8.0,0.0,0.0,7.0,28.0,0.0,0.0
"Census Tract 4201, Cook County, Illinois",0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,25.0,18.0,18.0,8.0,0.0,12.0,25.0,33.0,18.0,24.0,0.0,23.0,23.0,41.0,28.0,0.0,25.0,0.0,99.0,13.0,38.0,0.0,10.0,14.0,36.0,0.0,92.0,49.0,0.0,18.0,109.0,27.0,17,031,420100,21.0,0.0,0.0,0.0,26.0,0.0,13.0,0.0,11.0,22.0,29.0,0.0,0.0,17.0,0.0,23.0,0.0,0.0,0.0,10.0,36.0,0.0
"Census Tract 4202, Cook County, Illinois",0.0,74.0,0.0,24.0,0.0,7.0,10.0,61.0,0.0,16.0,0.0,4.0,0.0,31.0,0.0,15.0,31.0,28.0,26.0,28.0,89.0,0.0,30.0,23.0,15.0,16.0,0.0,25.0,31.0,11.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,22.0,0.0,33.0,0.0,30.0,0.0,17,031,420200,10.0,0.0,0.0,54.0,51.0,5.0,0.0,0.0,87.0,0.0,22.0,0.0,0.0,53.0,31.0,13.0,5.0,0.0,70.0,38.0,60.0,24.0
