NAME,B15001_004E,B15001_005E,B15001_012E,B15001_013E,B15001_020E,B15001_021E,B15001_028E,B15001_029E,B15001_036E,B15001_037E,B15001_045E,B15001_046E,B15001_053E,B15001_054E,B15001_061E,B15001_062E,B15001_069E,B15001_070E,B15001_077E,B15001_078E,B15001_006E,B15001_014E,B15001_022E,B15001_030E,B15001_038E,B15001_047E,B15001_055E,B15001_063E,B15001_071E,B15001_079E,B15001_007E,B15001_008E,B15001_015E,B15001_016E,B15001_023E,B15001_024E,B15001_031E,B15001_032E,B15001_039E,B15001_040E,B15001_048E,B15001_049E,B15001_056E,B15001_057E,B15001_064E,B15001_065E,B15001_072E,B15001_073E,state,county,tract,B15001_080E,B15001_081E,B15001_009E,B15001_017E,B15001_025E,B15001_033E,B15001_041E,B15001_050E,B15001_058E,B15001_066E,B15001_074E,B15001_082E,B15001_010E,B15001_018E,B15001_026E,B15001_034E,B15001_042E,B15001_051E,B15001_059E,B15001_067E,B15001_075E,B15001_083E
"Census Tract 8048.10, Cook County, Illinois",0.0,17.0,0.0,0.0,45.0,0.0,40.0,5.0,34.0,28.0,0.0,48.0,0.0,36.0,0.0,0.0,39.0,47.0,80.0,55.0,23.0,60.0,164.0,70.0,69.0,20.0,77.0,183.0,279.0,196.0,55.0,20.0,94.0,23.0,101.0,52.0,323.0,18.0,101.0,0.0,140.0,25.0,39.0,12.0,108.0,44.0,226.0,118.0,17,031,804810,158.0,9.0,108.0,57.0,152.0,373.0,43.0,72.0,104.0,174.0,224.0,10.0,0.0,33.0,47.0,75.0,0.0,0.0,78.0,56.0,115.0,0.0
"Census Tract 8049.01, Cook County, Illinois",0.0,47.0,0.0,0.0,0.0,12.0,12.0,28.0,10.0,11.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,30.0,21.0,10.0,28.0,53.0,51.0,78.0,96.0,20.0,71.0,57.0,138.0,382.0,43.0,23.0,39.0,0.0,80.0,59.0,117.0,79.0,128.0,15.0,85.0,80.0,76.0,0.0,97.0,87.0,247.0,24.0,17,031,804901,155.0,22.0,53.0,122.0,129.0,243.0,101.0,23.0,108.0,214.0,295.0,44.0,0.0,53.0,173.0,231.0,42.0,0.0,61.0,148.0,97.0,25.0
"Census Tract 8049.02, Cook County, Illinois",0.0,20.0,0.0,0.0,0.0,14.0,27.0,27.0,21.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,56.0,46.0,42.0,70.0,66.0,19.0,254.0,112.0,16.0,137.0,63.0,303.0,251.0,18.0,0.0,135.0,15.0,124.0,11.0,143.0,16.0,126.0,0.0,35.0,0.0,23.0,27.0,111.0,11.0,186.0,61.0,17,031,804902,203.0,0.0,15.0,186.0,120.0,101.0,72.0,43.0,123.0,121.0,50.0,14.0,23.0,38.0,0.0,136.0,107.0,20.0,0.0,35.0,107.0,46.0
"Census Tract 8050.01, Cook County, Illinois",0.0,33.0,0.0,0.0,0.0,7.0,0.0,9.0,18.0,46.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,5.0,34.0,29.0,65.0,0.0,20.0,63.0,97.0,8.0,0.0,86.0,139.0,267.0,20.0,0.0,107.0,51.0,28.0,0.0,118.0,0.0,74.0,28.0,8.0,6.0,21.0,6.0,35.0,9.0,133.0,103.0,17,031,805001,82.0,18.0,15.0,99.0,47.0,321.0,139.0,29.0,66.0,146.0,161.0,74.0,0.0,91.0,42.0,161.0,66.0,0.0,62.0,38.0,93.0,45.0
"Census Tract 8050.02, Cook County, Illinois",76.0,42.0,52.0,34.0,0.0,66.0,35.0,56.0,63.0,22.0,9.0,6.0,0.0,92.0,28.0,0.0,61.0,10.0,69.0,53.0,96.0,221.0,191.0,210.0,99.0,0.0,88.0,142.0,257.0,224.0,183.0,13.0,119.0,0.0,69.0,37.0,63.0,97.0,76.0,13.0,95.0,22.0,80.0,34.0,34.0,16.0,165.0,75.0,17,031,805002,55.0,0.0,0.0,221.0,87.0,121.0,68.0,41.0,78.0,112.0,67.0,69.0,0.0,102.0,24.0,36.0,23.0,0.0,133.0,21.0,39.0,0.0
"Census Tract 8051.05, Cook County, Illinois",121.0,49.0,99.0,57.0,197.0,0.0,61.0,0.0,0.0,18.0,25.0,31.0,131.0,43.0,83.0,14.0,67.0,7.0,23.0,75.0,71.0,325.0,89.0,186.0,35.0,25.0,285.0,64.0,126.0,90.0,159.0,0.0,151.0,67.0,127.0,32.0,131.0,43.0,68.0,0.0,60.0,14.0,128.0,35.0,88.0,81.0,208.0,45.0,17,031,805105,144.0,14.0,0.0,27.0,121.0,168.0,46.0,55.0,157.0,89.0,117.0,47.0,0.0,0.0,48.0,86.0,0.0,0.0,58.0,14.0,126.0,44.0
"Census Tract 8051.06, Cook County, Illinois",0.0,12.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,41.0,35.0,20.0,44.0,43.0,40.0,42.0,18.0,19.0,36.0,117.0,96.0,0.0,0.0,46.0,9.0,22.0,0.0,109.0,56.0,59.0,20.0,0.0,0.0,13.0,48.0,13.0,26.0,86.0,15.0,17,031,805106,115.0,8.0,16.0,107.0,72.0,114.0,90.0,7.0,73.0,65.0,75.0,74.0,0.0,13.0,45.0,38.0,77.0,0.0,34.0,33.0,21.0,0.0
"Census Tract 8051.07, Cook County, Illinois",33.0,62.0,41.0,104.0,19.0,64.0,56.0,66.0,23.0,12.0,0.0,19.0,58.0,53.0,0.0,115.0,0.0,86.0,14.0,27.0,19.0,212.0,136.0,126.0,61.0,77.0,98.0,24.0,214.0,102.0,124.0,44.0,82.0,98.0,31.0,37.0,147.0,128.0,40.0,0.0,43.0,0.0,135.0,90.0,14.0,49.0,119.0,0.0,17,031,805107,23.0,32.0,49.0,155.0,149.0,291.0,15.0,55.0,193.0,110.0,88.0,33.0,0.0,158.0,29.0,49.0,13.0,0.0,107.0,29.0,27.0,16.0
"Census Tract 8051.08, Cook County, Illinois",44.0,52.0,164.0,0.0,0.0,44.0,141.0,57.0,10.0,19.0,0.0,28.0,0.0,40.0,75.0,32.0,0.0,10.0,41.0,11.0,12.0,290.0,246.0,262.0,40.0,36.0,189.0,74.0,151.0,55.0,53.0,0.0,79.0,11.0,153.0,0.0,219.0,37.0,29.0,0.0,50.0,0.0,77.0,70.0,153.0,13.0,97.0,46.0,17,031,805108,57.0,11.0,33.0,229.0,176.0,74.0,49.0,50.0,249.0,8.0,166.0,43.0,0.0,98.0,40.0,113.0,35.0,0.0,111.0,72.0,35.0,19.0
"Census Tract 8051.09, Cook County, Illinois",0.0,13.0,0.0,8.0,0.0,0.0,0.0,12.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,45.0,62.0,38.0,33.0,50.0,101.0,146.0,26.0,42.0,17.0,119.0,199.0,18.0,0.0,64.0,0.0,55.0,0.0,71.0,23.0,105.0,10.0,95.0,12.0,16.0,0.0,78.0,6.0,175.0,31.0,17,031,805109,65.0,10.0,13.0,113.0,77.0,257.0,69.0,38.0,8.0,147.0,185.0,81.0,0.0,29.0,83.0,121.0,48.0,7.0,42.0,25.0,134.0,11.0
"Census Tract 8051.10, Cook County, Illinois",0.0,41.0,0.0,47.0,0.0,0.0,13.0,23.0,0.0,20.0,0.0,0.0,0.0,35.0,0.0,14.0,0.0,0.0,40.0,69.0,61.0,101.0,18.0,81.0,132.0,64.0,33.0,38.0,180.0,227.0,17.0,0.0,22.0,17.0,46.0,100.0,28.0,19.0,99.0,24.0,104.0,0.0,15.0,14.0,44.0,8.0,162.0,56.0,17,031,805110,269.0,70.0,20.0,117.0,70.0,198.0,99.0,0.0,78.0,46.0,165.0,84.0,0.0,24.0,9.0,125.0,62.0,0.0,28.0,89.0,70.0,110.0
"Census Tract 8051.11, Cook County, Illinois",52.0,88.0,60.0,10.0,0.0,13.0,0.0,53.0,0.0,19.0,0.0,16.0,45.0,29.0,0.0,57.0,37.0,29.0,88.0,53.0,49.0,262.0,343.0,269.0,101.0,40.0,154.0,111.0,291.0,237.0,167.0,25.0,137.0,61.0,70.0,8.0,151.0,141.0,129.0,14.0,146.0,10.0,87.0,181.0,141.0,82.0,114.0,80.0,17,031,805111,57.0,0.0,68.0,246.0,159.0,288.0,24.0,29.0,57.0,182.0,128.0,23.0,0.0,63.0,28.0,42.0,21.0,0.0,30.0,34.0,0.0,16.0
"Census Tract 8051.12, Cook County, Illinois",0.0,50.0,0.0,41.0,0.0,0.0,97.0,22.0,65.0,0.0,0.0,0.0,38.0,0.0,1.0,7.0,109.0,41.0,86.0,44.0,93.0,50.0,88.0,103.0,58.0,54.0,7.0,52.0,109.0,157.0,66.0,17.0,28.0,0.0,13.0,42.0,80.0,27.0,84.0,15.0,74.0,22.0,34.0,0.0,72.0,0.0,94.0,54.0,17,031,805112,113.0,0.0,0.0,25.0,18.0,99.0,25.0,0.0,30.0,64.0,38.0,11.0,0.0,0.0,34.0,62.0,12.0,0.0,16.0,32.0,26.0,0.0
"Census Tract 8052.01, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,65.0,20.0,46.0,50.0,120.0,54.0,12.0,73.0,70.0,157.0,129.0,40.0,0.0,16.0,94.0,0.0,4.0,67.0,42.0,91.0,37.0,71.0,0.0,17.0,0.0,10.0,25.0,105.0,55.0,17,031,805201,95.0,0.0,30.0,66.0,64.0,206.0,81.0,9.0,73.0,78.0,169.0,57.0,0.0,3.0,42.0,116.0,39.0,0.0,32.0,0.0,90.0,61.0
"Census Tract 8052.02, Cook County, Illinois",0.0,47.0,0.0,30.0,28.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,37.0,17.0,0.0,10.0,22.0,21.0,78.0,64.0,23.0,73.0,10.0,32.0,68.0,44.0,119.0,114.0,25.0,0.0,9.0,0.0,29.0,0.0,172.0,100.0,37.0,9.0,24.0,21.0,46.0,0.0,20.0,0.0,141.0,12.0,17,031,805202,52.0,10.0,15.0,59.0,131.0,124.0,78.0,44.0,30.0,83.0,149.0,30.0,15.0,87.0,20.0,76.0,65.0,0.0,101.0,49.0,105.0,68.0
"Census Tract 8053.01, Cook County, Illinois",0.0,14.0,0.0,0.0,0.0,12.0,19.0,52.0,43.0,20.0,0.0,27.0,0.0,0.0,13.0,12.0,43.0,33.0,61.0,33.0,75.0,140.0,57.0,49.0,104.0,20.0,0.0,49.0,144.0,113.0,90.0,0.0,6.0,0.0,24.0,26.0,54.0,51.0,52.0,9.0,20.0,23.0,13.0,18.0,45.0,61.0,86.0,9.0,17,031,805301,65.0,0.0,0.0,40.0,28.0,128.0,30.0,0.0,63.0,57.0,132.0,50.0,0.0,35.0,33.0,117.0,28.0,11.0,19.0,37.0,34.0,50.0
"Census Tract 8053.02, Cook County, Illinois",0.0,10.0,0.0,0.0,14.0,37.0,20.0,52.0,33.0,29.0,0.0,15.0,10.0,0.0,6.0,31.0,4.0,16.0,36.0,44.0,48.0,16.0,39.0,94.0,89.0,39.0,7.0,40.0,106.0,151.0,47.0,0.0,18.0,25.0,44.0,2.0,144.0,72.0,44.0,43.0,55.0,17.0,28.0,0.0,8.0,39.0,109.0,61.0,17,031,805302,30.0,0.0,21.0,28.0,32.0,100.0,93.0,0.0,49.0,83.0,171.0,77.0,0.0,24.0,40.0,83.0,30.0,0.0,24.0,9.0,102.0,20.0
"Census Tract 8054.01, Cook County, Illinois",0.0,68.0,0.0,44.0,0.0,6.0,0.0,0.0,72.0,72.0,0.0,0.0,32.0,0.0,0.0,48.0,20.0,29.0,124.0,57.0,17.0,27.0,103.0,144.0,127.0,0.0,11.0,121.0,250.0,250.0,5.0,0.0,81.0,30.0,74.0,62.0,97.0,90.0,84.0,12.0,85.0,7.0,49.0,43.0,26.0,33.0,67.0,106.0,17,031,805401,69.0,11.0,0.0,15.0,64.0,110.0,69.0,9.0,110.0,62.0,139.0,17.0,0.0,28.0,0.0,82.0,33.0,0.0,9.0,30.0,42.0,0.0
"Census Tract 8054.02, Cook County, Illinois",0.0,39.0,0.0,0.0,0.0,17.0,121.0,41.0,90.0,45.0,35.0,23.0,0.0,0.0,67.0,17.0,7.0,54.0,45.0,186.0,39.0,100.0,71.0,204.0,132.0,73.0,0.0,49.0,247.0,216.0,80.0,13.0,33.0,17.0,69.0,9.0,138.0,51.0,57.0,0.0,94.0,0.0,37.0,14.0,164.0,32.0,95.0,42.0,17,031,805402,100.0,52.0,9.0,137.0,71.0,173.0,52.0,34.0,94.0,53.0,187.0,65.0,0.0,17.0,0.0,11.0,28.0,12.0,0.0,32.0,66.0,0.0
