community_area,NAME,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75+,state,county,population,period
AVONDALE,Census Tract 2101; Cook County; Illinois,0.16649254962335736,0.09809204376752625,0.2537526804860615,0.16143399131247593,0.12025072854236543,0.10724693462363226,0.051520316709737723,0.030736240171551108,17,31,36374.0,2018-2022
BELMONT CRAGIN,Census Tract 1901; Cook County; Illinois,0.24058331418686058,0.10226919490208268,0.13505696638780393,0.15189685231987674,0.12220405184414321,0.11644659485613115,0.07406306172372315,0.04419456420375451,17,31,73991.0,2018-2022
BEVERLY,Census Tract 7201; Cook County; Illinois,0.20605631666750923,0.08002628785197917,0.09524290986299985,0.1283049390829584,0.12082301198119408,0.16389464637783732,0.12582781456953643,0.06996612911379607,17,31,19781.0,2018-2022
BRIDGEPORT,Census Tract 6004; Cook County; Illinois,0.15869480148099094,0.07413985129887722,0.20893410794377051,0.1516510640859697,0.11956292706420638,0.11802775352939406,0.10595707534390897,0.05054032088137022,17,31,33221.0,2018-2022
BRIGHTON PARK,Census Tract 5801; Cook County; Illinois,0.24905901569490804,0.11220793977700447,0.17721279265203702,0.11635063797552257,0.12233979594252302,0.11180550623771986,0.06767985228321852,0.03737897403120043,17,31,42243.0,2018-2022
BURNSIDE,Census Tract 4701; Cook County; Illinois,0.18210151380231523,0.06500445235975066,0.06544968833481746,0.15138023152270705,0.14870881567230632,0.12333036509349955,0.1219946571682992,0.1219946571682992,17,31,2246.0,2018-2022
CALUMET HEIGHTS,Census Tract 4801; Cook County; Illinois,0.166459832878299,0.06312567220981219,0.12335567138247704,0.08331264995449657,0.12666501199635974,0.14197071233556713,0.16058575328865723,0.1219492016215769,17,31,12087.0,2018-2022
CHATHAM,Census Tract 4401.01; Cook County; Illinois,0.172553524137711,0.09849717622283909,0.1486232092147666,0.11499313997638876,0.10133690692702849,0.16964997926039374,0.10883507226955107,0.07651319358029418,17,31,31341.0,2018-2022
CHICAGO LAWN,Census Tract 6603.01; Cook County; Illinois,0.2436146691064349,0.11922461116193962,0.1542962793534614,0.11808096980786825,0.12284614211649893,0.09652333028362306,0.06865660262275083,0.06989554742299482,17,31,52464.0,2018-2022
CLEARING,Census Tract 6401; Cook County; Illinois,0.22573600776447753,0.08047557424781623,0.15120511161436428,0.14307667421546424,0.14801035263668716,0.1074086056292462,0.07271109673244905,0.05791006146878033,17,31,24728.0,2018-2022
DOUGLAS,Census Tract 3501; Cook County; Illinois,0.13795364083352846,0.16225708265043315,0.20585343011004448,0.10723483961601499,0.09520018730976353,0.10920159213298994,0.09477874034184032,0.0755794895808944,17,31,21355.0,2018-2022
DUNNING,Census Tract 1701; Cook County; Illinois,0.18743834265044393,0.08310236294452013,0.12040212336167615,0.12366702682388313,0.1681777610748344,0.14478320101470382,0.09097101517358012,0.0747874289472448,17,31,42574.0,2018-2022
EAST GARFIELD PARK,Census Tract 2705; Cook County; Illinois,0.25692176272549117,0.10763278227224762,0.1462238078488518,0.14044520375860509,0.12039596000200994,0.11125069092005427,0.06673031505954474,0.03959600020099493,17,31,19901.0,2018-2022
EAST SIDE,Census Tract 5201; Cook County; Illinois,0.26656085540055136,0.11335728009355943,0.12308913206916715,0.158842201988138,0.1144014702196976,0.10287361122713223,0.07146437223289616,0.0333305488263303,17,31,23942.0,2018-2022
EDGEWATER,Census Tract 301.01; Cook County; Illinois,0.10657596371882086,0.10326753652280585,0.22207352886509796,0.16027285231032304,0.12365711311847143,0.11233783130738634,0.0897736143637783,0.07250659826772239,17,31,53802.0,2018-2022
EDISON PARK,Census Tract 901; Cook County; Illinois,0.21364672864409753,0.05542887212769689,0.15479740396421682,0.12988949307139097,0.15076302403087177,0.1405016663743203,0.07770566567268901,0.06805823539729872,17,31,11402.0,2018-2022
ENGLEWOOD,Census Tract 6805; Cook County; Illinois,0.24146318645336326,0.09149593039573393,0.15066891196557208,0.10609037328094302,0.10211432313593413,0.15104312844980822,0.08031621292917954,0.07297221442604547,17,31,21378.0,2018-2022
FOREST GLEN,Census Tract 1201; Cook County; Illinois,0.24336439184084613,0.04850163686728784,0.09503903298917149,0.15759254595819694,0.13276252833039537,0.13240997229916898,0.09992445227902291,0.08169226894988668,17,31,19855.0,2018-2022
FULLER PARK,Census Tract 8355; Cook County; Illinois,0.17647058823529413,0.10877684407096172,0.08403361344537816,0.11437908496732026,0.05088702147525677,0.14332399626517273,0.24509803921568626,0.0546218487394958,17,31,2142.0,2018-2022
GAGE PARK,Census Tract 6303; Cook County; Illinois,0.2522996435552489,0.12311716683913994,0.1465735311026791,0.12642290444981027,0.1306197539381396,0.08784638381050937,0.07266873634586639,0.05211567207082902,17,31,34788.0,2018-2022
GARFIELD RIDGE,Census Tract 5601; Cook County; Illinois,0.21650504107030027,0.06340485151506826,0.12996895689678856,0.13444685585560837,0.1406829482706519,0.1354907832202412,0.09716766022911459,0.06859701656547897,17,31,36401.0,2018-2022
GRAND BOULEVARD,Census Tract 3801; Cook County; Illinois,0.18550759682424536,0.07604884536331762,0.18038931205416517,0.12082376173779874,0.1391609237093459,0.12993189054124854,0.08600330471930037,0.06359569580461855,17,31,24813.0,2018-2022
GREATER GRAND CROSSING,Census Tract 6903; Cook County; Illinois,0.22872615639336347,0.07978338104929115,0.13079921354903246,0.11893346210893035,0.1210030699182505,0.1359732330723328,0.09771998206339899,0.0750922700148322,17,31,28991.0,2018-2022
HEGEWISCH,Census Tract 5501; Cook County; Illinois,0.2244875346260388,0.08875346260387812,0.13728531855955678,0.11335180055401663,0.12321329639889196,0.1407202216066482,0.1007202216066482,0.07146814404432134,17,31,9025.0,2018-2022
HERMOSA,Census Tract 2001; Cook County; Illinois,0.215831066200285,0.11996372587122685,0.14380101049358726,0.123375221315369,0.1531286436066848,0.0963855421686747,0.08641015675605648,0.04430625728721337,17,31,23157.0,2018-2022
HUMBOLDT PARK,Census Tract 2301; Cook County; Illinois,0.24451421971993648,0.09134545979500505,0.17345171069727155,0.14986646455897215,0.10774866464558971,0.1161577883643713,0.06324888118954815,0.030947740724700447,17,31,55416.0,2018-2022
HYDE PARK,Census Tract 4102; Cook County; Illinois,0.1297229219143577,0.28448362720403025,0.19969773299748111,0.09687657430730479,0.0836272040302267,0.09415617128463476,0.06448362720403022,0.04110831234256927,17,31,19850.0,2018-2022
IRVING PARK,Census Tract 1601; Cook County; Illinois,0.2017953120334428,0.05824499850701702,0.18783592117049866,0.18460734547626156,0.13035607644072858,0.1123469692445506,0.06632576888623469,0.04221409375933114,17,31,53584.0,2018-2022
JEFFERSON PARK,Census Tract 1101; Cook County; Illinois,0.19665581532997928,0.06351731281444215,0.15359573838413731,0.15574134359277894,0.1321026931044688,0.13680082864752885,0.08375258952352767,0.07106392423794022,17,31,27032.0,2018-2022
KENWOOD,Census Tract 3901; Cook County; Illinois,0.2269582504970179,0.053041749502982107,0.1610337972166998,0.13502982107355865,0.1233399602385686,0.1318489065606362,0.0926441351888668,0.06679920477137177,17,31,12575.0,2018-2022
LAKE VIEW,Census Tract 601; Cook County; Illinois,0.11049424359385542,0.12977073909821835,0.34525165614182546,0.15693257097355703,0.0967806151225932,0.06355824421318057,0.047157186936662945,0.034461021222945996,17,31,90421.0,2018-2022
LINCOLN PARK,Census Tract 701.01; Cook County; Illinois,0.1384535232058351,0.1516375056078959,0.2995701819129076,0.11825062591354434,0.09416923544479659,0.0885975195010058,0.059349628793470235,0.039465115269396084,17,31,69099.0,2018-2022
LINCOLN SQUARE,Census Tract 401; Cook County; Illinois,0.15644295143242412,0.06746942348181968,0.23486551063376784,0.20673747959594047,0.13553026897873247,0.08637127108419485,0.0550495611648648,0.04459321993801897,17,31,42271.0,2018-2022
LOGAN SQUARE,Census Tract 2203; Cook County; Illinois,0.1482884477133219,0.08154067356080297,0.32041143615550516,0.180335121384726,0.1040065254659072,0.07172482442072665,0.048595365813194714,0.029972902726317537,17,31,72332.0,2018-2022
LOOP,Census Tract 3201.01; Cook County; Illinois,0.05375440954140769,0.1696863526193276,0.3669218401286266,0.14285714285714285,0.0794797341076528,0.07979170166302704,0.06294545367281802,0.03638021645748842,17,31,41671.0,2018-2022
LOWER WEST SIDE,Census Tract 3102; Cook County; Illinois,0.1627479043140462,0.09980430528375733,0.2531763881181178,0.1558255688290446,0.11411630691941467,0.09536466396004323,0.07030405701434121,0.041241931243975814,17,31,34237.0,2018-2022
MCKINLEY PARK,Census Tract 5905; Cook County; Illinois,0.18961173202403256,0.09231862523418825,0.15847276955875703,0.1268169778409458,0.15692228180114995,0.1525938368111635,0.06718780282964015,0.05077847406163189,17,31,15479.0,2018-2022
MONTCLARE,Census Tract 1801; Cook County; Illinois,0.21314929168180166,0.07460951689066472,0.11943334544133673,0.14907373774064656,0.1333817653468943,0.1295314202687977,0.11601888848528878,0.057609880130766435,17,31,13765.0,2018-2022
MORGAN PARK,Census Tract 7501; Cook County; Illinois,0.2295105705183898,0.047929336808572254,0.11096630948933295,0.12501206680181484,0.1252534028381118,0.141326382855488,0.09846510280915147,0.10947002606429192,17,31,20718.0,2018-2022
MOUNT GREENWOOD,Census Tract 7401; Cook County; Illinois,0.24109617697819152,0.0875477223994561,0.09565399299199832,0.15516970869724386,0.12996182208043514,0.1382772867527849,0.08263166152397887,0.055541028188902254,17,31,19121.0,2018-2022
NEAR NORTH SIDE,Census Tract 801; Cook County; Illinois,0.06061903045593801,0.10941160569471976,0.34342899621553435,0.12299513425842494,0.08950937105784826,0.1102225626238962,0.09137907731122724,0.06386285817264371,17,31,88784.0,2018-2022
NEAR SOUTH SIDE,Census Tract 3301.01; Cook County; Illinois,0.11805358661752198,0.03508647575843493,0.28980011341083073,0.186170966827332,0.12425574142330592,0.11248936773461865,0.060568471789055854,0.0636163878650411,17,31,28216.0,2018-2022
NEAR WEST SIDE,Census Tract 2801; Cook County; Illinois,0.12733871090712248,0.13738735304432687,0.3178969518610573,0.16521553498726765,0.10297189734831735,0.07255150119699304,0.042405574785379915,0.02331467955657889,17,31,65581.0,2018-2022
NEW CITY,Census Tract 6103; Cook County; Illinois,0.2531670239719353,0.10799551744299357,0.13126096277528748,0.14595108166049503,0.13238160202689533,0.09172188657181836,0.07676378873513935,0.0470668485675307,17,31,41048.0,2018-2022
NORTH CENTER,Census Tract 501; Cook County; Illinois,0.24805941810465182,0.03858826157368627,0.20438934494890265,0.21271011336348913,0.13120567375886524,0.07675769252247724,0.04741162673814709,0.027140224493214946,17,31,35814.0,2018-2022
NORTH LAWNDALE,Census Tract 2909; Cook County; Illinois,0.24285573349995068,0.09559669834588444,0.15617087046598047,0.133052714656845,0.11743233911013187,0.1160840540629419,0.07593146765760136,0.04702555164589431,17,31,30409.0,2018-2022
NORTH PARK,Census Tract 1301; Cook County; Illinois,0.20790803175585112,0.08743169398907104,0.13640581503247756,0.1427466749149397,0.1069182389937107,0.1159397876069698,0.10341272296113001,0.08078152386844005,17,31,19398.0,2018-2022
NORWOOD PARK,Census Tract 1001; Cook County; Illinois,0.2248385292173117,0.05571377714489142,0.10690128668056756,0.15455423892590145,0.12200579769109494,0.12950719625692925,0.10420586889081015,0.09395819559578905,17,31,39326.0,2018-2022
OAKLAND,Census Tract 3602; Cook County; Illinois,0.32623669380087666,0.07670632435817157,0.1023794614902943,0.15028177833437695,0.10206637445209768,0.10644959298685035,0.08046336881653099,0.04727614276768942,17,31,3194.0,2018-2022
OHARE,Census Tract 7608.01; Cook County; Illinois,0.14850047200639024,0.06905816571055116,0.2338247040883015,0.1372449350083509,0.132960569312323,0.12569893253939438,0.08764795584924842,0.04908866458499746,17,31,13771.0,2018-2022
PORTAGE PARK,Census Tract 1502; Cook County; Illinois,0.1920794854624453,0.09086945011134817,0.13537757151978572,0.16088642486723873,0.13299487642689176,0.13743323003130206,0.08616635260772741,0.05293320667154626,17,31,64213.0,2018-2022
PULLMAN,Census Tract 5001; Cook County; Illinois,0.1709451575262544,0.06301050175029171,0.1443990665110852,0.12179113185530922,0.1928238039673279,0.12514585764294048,0.07920070011668612,0.09349474912485414,17,31,6856.0,2018-2022
RIVERDALE,Census Tract 5401.01; Cook County; Illinois,0.38697710118971473,0.12025073557630804,0.1829346296533197,0.09747985160547525,0.062300115133683,0.08340795701675835,0.0347959575284636,0.02021235768197518,17,31,7817.0,2018-2022
ROGERS PARK,Census Tract 101; Cook County; Illinois,0.16700495725828488,0.12088684179710371,0.17941761973535267,0.15010343885397556,0.13577813341660486,0.12076974120769741,0.07369530426636481,0.039131113626605256,17,31,51238.0,2018-2022
ROSELAND,Census Tract 4902; Cook County; Illinois,0.2039085349641053,0.08433927147035362,0.1412390321722946,0.10401488965700612,0.13140122307896837,0.1503855357617655,0.08981653815474608,0.08654613134804573,17,31,37610.0,2018-2022
SOUTH CHICAGO,Census Tract 4601; Cook County; Illinois,0.2516905822200231,0.08979053273956787,0.1438231898400132,0.11881906646874485,0.10380999505195448,0.1281873659904338,0.07798119742701633,0.07290120402441036,17,31,30315.0,2018-2022
SOUTH DEERING,Census Tract 5101; Cook County; Illinois,0.20574319884347483,0.10343014850834538,0.13635168878959128,0.13707451701931922,0.09935602575896964,0.12859771323432778,0.1187409646471284,0.05500065711657248,17,31,15218.0,2018-2022
SOUTH LAWNDALE,Census Tract 3005; Cook County; Illinois,0.2048258449532335,0.12827795948815057,0.17729672347506742,0.13902278074252597,0.1123687381649165,0.09578527572158145,0.08417972112239629,0.04993687955471395,17,31,69708.0,2018-2022
SOUTH SHORE,Census Tract 4301.01; Cook County; Illinois,0.21098602946426445,0.06721089082990218,0.17595259061808316,0.13687317038341623,0.10590951281624104,0.13220839184139754,0.105576314348954,0.05047956779398815,17,31,42017.0,2018-2022
UPTOWN,Census Tract 310; Cook County; Illinois,0.10343867464847557,0.078762355561743,0.2692468327996659,0.17905123207573437,0.12446053181122094,0.1158986495893081,0.05448628706668523,0.06297856049004594,17,31,57464.0,2018-2022
WASHINGTON HEIGHTS,Census Tract 7301; Cook County; Illinois,0.19640157242213488,0.10572270940429392,0.1142651950408225,0.10477774417901421,0.14658300574538857,0.1311611732688237,0.08841094647716964,0.10572270940429392,17,31,26456.0,2018-2022
WASHINGTON PARK,Census Tract 4003; Cook County; Illinois,0.2936276888241954,0.10431829209121786,0.15065502183406113,0.15623483745754488,0.1091703056768559,0.08693191007601488,0.0660682516577713,0.017143781335921073,17,31,12366.0,2018-2022
WEST ELSDON,Census Tract 6201; Cook County; Illinois,0.2517151257758902,0.0934879668953501,0.14515953392137645,0.1396057933137319,0.12441467929870413,0.10301644342807362,0.0714363497767614,0.06506588260916912,17,31,18366.0,2018-2022
WEST ENGLEWOOD,Census Tract 6701; Cook County; Illinois,0.20887009157224895,0.09847896942418129,0.14360546329349683,0.10627813130529257,0.08404469967406487,0.15303430079155672,0.10185472605928915,0.09114542914791246,17,31,25772.0,2018-2022
WEST GARFIELD PARK,Census Tract 2601; Cook County; Illinois,0.22309759374618296,0.10388420666910957,0.15213142787345793,0.11701477952852082,0.1002809331867595,0.1540246732624893,0.07701233663124465,0.057652375717601075,17,31,16374.0,2018-2022
WEST LAWN,Census Tract 6501; Cook County; Illinois,0.2548935386881021,0.10876234889857028,0.13097502607841935,0.14726636804319815,0.13551573909308462,0.08541449346505492,0.05307725348223599,0.06663803153954716,17,31,32594.0,2018-2022
WEST PULLMAN,Census Tract 5301; Cook County; Illinois,0.22397736649770128,0.10153640614562458,0.12255884317654918,0.13863020157962985,0.12035836378639632,0.11866870996895752,0.0851899878187748,0.082007151558018,17,31,25449.0,2018-2022
WEST RIDGE,Census Tract 201; Cook County; Illinois,0.2553333753863622,0.07303349523749449,0.13034756828360564,0.1284425660758216,0.1370339998738409,0.12227338674068,0.08504384028259636,0.05196492777392292,17,31,79265.0,2018-2022
WEST TOWN,Census Tract 2402; Cook County; Illinois,0.11115664738530713,0.06763307650874686,0.39051778646870094,0.19464415353270414,0.09147326760497412,0.059284325894007166,0.03896864242055221,0.02658017376642233,17,31,85402.0,2018-2022
WOODLAWN,Census Tract 4201; Cook County; Illinois,0.1957350443479902,0.14787695791658803,0.15414229099830157,0.119381015285903,0.12881675787884506,0.12349499905642575,0.0799018682770334,0.04397056048311002,17,31,26495.0,2018-2022
