Community Area,NAME,0-25k,25-60k,60-100k,100-150k,150-200k,200k+,state,county,population,period
NORTH LAWNDALE,Census Tract 2909; Cook County; Illinois,0.16393173073761058,0.11638001907330067,0.05205695682199349,0.03452925120852379,0.008977605314216186,0.01187148541550199,17,31,30409.0,2018-2022
NORTH PARK,Census Tract 1301; Cook County; Illinois,0.06232601299103,0.07670893906588308,0.07629652541499124,0.054283946798639036,0.03861222806474894,0.04294257139911331,17,31,19398.0,2018-2022
NORWOOD PARK,Census Tract 1001; Cook County; Illinois,0.044372679652138536,0.06512231093932767,0.06896200986624625,0.08231195646645985,0.05253521843055485,0.06921629456339318,17,31,39326.0,2018-2022
OAKLAND,Census Tract 3602; Cook County; Illinois,0.20726361928616155,0.19160926737633063,0.033813400125234816,0.019411396368190358,0.009079524107701941,0.019724483406386977,17,31,3194.0,2018-2022
OHARE,Census Tract 7608.01; Cook County; Illinois,0.056422917725655365,0.1429090116912352,0.11654927020550432,0.1076900733425314,0.0331130636845545,0.020986130273763705,17,31,13771.0,2018-2022
PORTAGE PARK,Census Tract 1502; Cook County; Illinois,0.044476975067353965,0.08708516966969305,0.0757323283447277,0.06514257237631009,0.04036565804432125,0.045302353106068866,17,31,64213.0,2018-2022
PULLMAN,Census Tract 5001; Cook County; Illinois,0.10822637106184364,0.15198366394399065,0.10020420070011668,0.09991248541423571,0.008897316219369894,0.007438739789964994,17,31,6856.0,2018-2022
RIVERDALE,Census Tract 5401.01; Cook County; Illinois,0.20583343993859538,0.11871561980299347,0.02673659971856211,0.01714212613534604,0.004093642062172189,0.002302673659971856,17,31,7817.0,2018-2022
ROGERS PARK,Census Tract 101; Cook County; Illinois,0.09709590538272377,0.13720285725438153,0.11618330145595065,0.05548616261368516,0.0225613802256138,0.030172918537023304,17,31,51238.0,2018-2022
ROSELAND,Census Tract 4902; Cook County; Illinois,0.09702206859877692,0.11595320393512364,0.08417973943100239,0.04528051050252593,0.014490826907737304,0.011433129486838606,17,31,37610.0,2018-2022
SOUTH CHICAGO,Census Tract 4601; Cook County; Illinois,0.11552036945406564,0.11634504370773545,0.07135081642751114,0.041794491175985486,0.022662048490846114,0.006036615536862939,17,31,30315.0,2018-2022
SOUTH DEERING,Census Tract 5101; Cook County; Illinois,0.13996582993823103,0.09442765146536995,0.05992903141017217,0.04501248521487712,0.012485214877119202,0.010382441845183336,17,31,15218.0,2018-2022
SOUTH LAWNDALE,Census Tract 3005; Cook County; Illinois,0.07527113100361509,0.11407585929878923,0.050352900671372006,0.02569289034257187,0.015493200206576003,0.008679061226831928,17,31,69708.0,2018-2022
SOUTH SHORE,Census Tract 4301.01; Cook County; Illinois,0.15886426922436156,0.14377513863436228,0.07623104933717305,0.03915081990622843,0.016279125116024466,0.016683723254873026,17,31,42017.0,2018-2022
UPTOWN,Census Tract 310; Cook County; Illinois,0.12917652791312823,0.12280732284560769,0.13286579423639147,0.07648266740916052,0.04595920924404845,0.05027495475428094,17,31,57464.0,2018-2022
WASHINGTON HEIGHTS,Census Tract 7301; Cook County; Illinois,0.07177955851224675,0.09169942546114303,0.09786059872996673,0.06357726035681886,0.016517992137889327,0.02060024191109767,17,31,26456.0,2018-2022
WASHINGTON PARK,Census Tract 4003; Cook County; Illinois,0.21049652272359695,0.0972828723920427,0.06711952126799288,0.031861555879023125,0.010997897460779556,0.009137958919618308,17,31,12366.0,2018-2022
WEST ELSDON,Census Tract 6201; Cook County; Illinois,0.05428509201785909,0.08847871066100403,0.06849613416094959,0.04317761080256997,0.026516388979636284,0.021017096809321574,17,31,18366.0,2018-2022
WEST ENGLEWOOD,Census Tract 6701; Cook County; Illinois,0.16036784106782553,0.12470898649697346,0.04660096228465001,0.03100263852242744,0.012649386931553624,0.005859071860934348,17,31,25772.0,2018-2022
WEST GARFIELD PARK,Census Tract 2601; Cook County; Illinois,0.1522535727372664,0.11512153413948943,0.048430438500061075,0.028459753267375106,0.011725906925613778,0.004946866984243312,17,31,16374.0,2018-2022
WEST LAWN,Census Tract 6501; Cook County; Illinois,0.04807633306743572,0.08253052709087562,0.06590169969933117,0.05752592501687427,0.022734245566668712,0.018500337485426767,17,31,32594.0,2018-2022
WEST PULLMAN,Census Tract 5301; Cook County; Illinois,0.10475853668120555,0.1166254076781013,0.0742268851428347,0.04432394200165036,0.02506974733781288,0.007780266415183308,17,31,25449.0,2018-2022
WEST RIDGE,Census Tract 201; Cook County; Illinois,0.055913707184759985,0.0966757080678736,0.07329842931937172,0.05393300952501104,0.020475619756512964,0.034226960196808175,17,31,79265.0,2018-2022
WEST TOWN,Census Tract 2402; Cook County; Illinois,0.04704807849933257,0.0558300742371373,0.09177771012388469,0.07264466874312077,0.07375705486990937,0.1329945434533149,17,31,85402.0,2018-2022
WOODLAWN,Census Tract 4201; Cook County; Illinois,0.18622381581430458,0.10515191545574637,0.08480845442536328,0.04397056048311002,0.017588224193244007,0.009699943385544443,17,31,26495.0,2018-2022
