NAME,B07001_002E,B07001_003E,B07001_004E,B07001_005E,B07001_006E,B07001_007E,B07001_008E,B07001_009E,B07001_010E,B07001_011E,B07001_012E,B07001_013E,B07001_014E,B07001_015E,B07001_016E,state,county,tract
"Census Tract 8094, Cook County, Illinois",75.0,322.0,37.0,1242.0,596.0,419.0,183.0,232.0,76.0,251.0,195.0,305.0,253.0,282.0,675.0,17,031,809400
"Census Tract 6103, Cook County, Illinois",457.0,1281.0,324.0,423.0,365.0,336.0,317.0,521.0,279.0,464.0,232.0,373.0,123.0,103.0,132.0,17,031,610300
"Census Tract 6118, Cook County, Illinois",23.0,233.0,7.0,145.0,258.0,228.0,299.0,173.0,103.0,83.0,141.0,168.0,111.0,161.0,76.0,17,031,611800
"Census Tract 6812, Cook County, Illinois",150.0,771.0,108.0,180.0,238.0,202.0,139.0,75.0,68.0,134.0,81.0,81.0,52.0,50.0,74.0,17,031,681200
"Census Tract 7110, Cook County, Illinois",126.0,412.0,147.0,79.0,65.0,255.0,167.0,140.0,113.0,530.0,428.0,285.0,102.0,85.0,330.0,17,031,711000
"Census Tract 8006, Cook County, Illinois",135.0,613.0,59.0,114.0,37.0,18.0,115.0,139.0,167.0,166.0,272.0,152.0,84.0,96.0,184.0,17,031,800600
"Census Tract 8043.05, Cook County, Illinois",240.0,1220.0,136.0,419.0,688.0,558.0,492.0,489.0,476.0,469.0,501.0,384.0,232.0,287.0,391.0,17,031,804305
"Census Tract 8099, Cook County, Illinois",83.0,542.0,29.0,79.0,237.0,199.0,239.0,181.0,255.0,204.0,240.0,122.0,147.0,146.0,119.0,17,031,809900
"Census Tract 8117.02, Cook County, Illinois",415.0,915.0,154.0,528.0,277.0,402.0,367.0,363.0,336.0,447.0,264.0,158.0,202.0,181.0,144.0,17,031,811702
"Census Tract 8160, Cook County, Illinois",144.0,201.0,9.0,211.0,483.0,455.0,176.0,223.0,189.0,161.0,241.0,231.0,210.0,80.0,171.0,17,031,816000
"Census Tract 8194, Cook County, Illinois",379.0,978.0,169.0,185.0,301.0,329.0,558.0,428.0,437.0,336.0,389.0,284.0,127.0,105.0,368.0,17,031,819400
"Census Tract 2109, Cook County, Illinois",127.0,421.0,26.0,237.0,451.0,556.0,263.0,193.0,116.0,70.0,97.0,116.0,113.0,45.0,174.0,17,031,210900
"Census Tract 2602, Cook County, Illinois",92.0,183.0,24.0,94.0,46.0,94.0,33.0,40.0,65.0,49.0,41.0,82.0,22.0,14.0,49.0,17,031,260200
"Census Tract 8155, Cook County, Illinois",406.0,2007.0,125.0,665.0,493.0,591.0,529.0,638.0,676.0,280.0,523.0,494.0,186.0,148.0,384.0,17,031,815500
"Census Tract 8180, Cook County, Illinois",262.0,659.0,83.0,177.0,181.0,361.0,285.0,212.0,102.0,248.0,341.0,273.0,189.0,238.0,357.0,17,031,818000
"Census Tract 2514, Cook County, Illinois",277.0,600.0,88.0,174.0,286.0,203.0,185.0,220.0,247.0,236.0,481.0,371.0,230.0,87.0,344.0,17,031,251400
"Census Tract 2608, Cook County, Illinois",156.0,624.0,65.0,165.0,199.0,92.0,96.0,168.0,95.0,107.0,225.0,161.0,128.0,51.0,74.0,17,031,260800
"Census Tract 2712, Cook County, Illinois",89.0,231.0,11.0,100.0,106.0,136.0,81.0,76.0,60.0,156.0,88.0,96.0,31.0,9.0,48.0,17,031,271200
"Census Tract 2838, Cook County, Illinois",319.0,422.0,52.0,193.0,470.0,526.0,458.0,205.0,266.0,111.0,161.0,150.0,88.0,66.0,98.0,17,031,283800
"Census Tract 5610, Cook County, Illinois",226.0,1107.0,206.0,264.0,167.0,341.0,465.0,298.0,361.0,772.0,469.0,343.0,370.0,372.0,397.0,17,031,561000
"Census Tract 6111, Cook County, Illinois",214.0,596.0,171.0,234.0,223.0,147.0,154.0,187.0,135.0,138.0,56.0,75.0,87.0,87.0,43.0,17,031,611100
"Census Tract 6114, Cook County, Illinois",210.0,345.0,161.0,267.0,317.0,274.0,154.0,132.0,178.0,127.0,242.0,42.0,163.0,120.0,75.0,17,031,611400
"Census Tract 6305, Cook County, Illinois",430.0,1320.0,176.0,437.0,781.0,337.0,354.0,341.0,232.0,458.0,262.0,173.0,186.0,238.0,124.0,17,031,630500
"Census Tract 6401, Cook County, Illinois",135.0,129.0,43.0,82.0,287.0,128.0,99.0,55.0,100.0,140.0,35.0,59.0,54.0,90.0,88.0,17,031,640100
"Census Tract 6406, Cook County, Illinois",157.0,934.0,121.0,167.0,118.0,292.0,326.0,370.0,242.0,218.0,378.0,371.0,151.0,112.0,231.0,17,031,640600
"Census Tract 6504, Cook County, Illinois",264.0,1720.0,331.0,492.0,508.0,364.0,382.0,549.0,496.0,386.0,309.0,231.0,102.0,194.0,229.0,17,031,650400
"Census Tract 2714, Cook County, Illinois",113.0,287.0,44.0,44.0,148.0,72.0,61.0,104.0,57.0,95.0,70.0,26.0,70.0,21.0,48.0,17,031,271400
"Census Tract 2801, Cook County, Illinois",66.0,145.0,0.0,217.0,1515.0,1829.0,745.0,485.0,302.0,257.0,221.0,154.0,384.0,47.0,70.0,17,031,280100
"Census Tract 8235, Cook County, Illinois",235.0,860.0,105.0,321.0,352.0,293.0,433.0,198.0,378.0,279.0,252.0,297.0,181.0,134.0,305.0,17,031,823500
"Census Tract 8215, Cook County, Illinois",53.0,511.0,25.0,107.0,91.0,137.0,89.0,184.0,124.0,68.0,97.0,134.0,47.0,78.0,41.0,17,031,821500
"Census Tract 8218, Cook County, Illinois",319.0,933.0,113.0,431.0,385.0,316.0,349.0,327.0,429.0,404.0,375.0,381.0,173.0,157.0,258.0,17,031,821800
"Census Tract 8234, Cook County, Illinois",352.0,857.0,30.0,445.0,399.0,413.0,510.0,287.0,223.0,163.0,382.0,352.0,194.0,38.0,254.0,17,031,823400
"Census Tract 3103, Cook County, Illinois",63.0,217.0,50.0,146.0,185.0,123.0,154.0,188.0,85.0,57.0,123.0,145.0,79.0,84.0,158.0,17,031,310300
"Census Tract 8239.01, Cook County, Illinois",53.0,602.0,49.0,62.0,78.0,111.0,125.0,174.0,237.0,260.0,352.0,443.0,320.0,346.0,612.0,17,031,823901
"Census Tract 8246.01, Cook County, Illinois",304.0,724.0,80.0,254.0,319.0,261.0,355.0,367.0,246.0,364.0,277.0,335.0,181.0,178.0,299.0,17,031,824601
"Census Tract 8247.02, Cook County, Illinois",311.0,928.0,23.0,332.0,412.0,498.0,447.0,348.0,385.0,239.0,434.0,415.0,196.0,250.0,253.0,17,031,824702
"Census Tract 2002, Cook County, Illinois",156.0,527.0,161.0,628.0,295.0,429.0,306.0,418.0,360.0,178.0,380.0,344.0,268.0,114.0,235.0,17,031,200200
"Census Tract 2214, Cook County, Illinois",164.0,321.0,12.0,230.0,465.0,583.0,375.0,264.0,206.0,129.0,78.0,113.0,17.0,15.0,83.0,17,031,221400
"Census Tract 2303, Cook County, Illinois",83.0,113.0,43.0,91.0,119.0,102.0,76.0,84.0,99.0,23.0,13.0,25.0,66.0,5.0,6.0,17,031,230300
"Census Tract 2309, Cook County, Illinois",171.0,679.0,33.0,284.0,665.0,596.0,451.0,285.0,337.0,270.0,278.0,215.0,134.0,182.0,133.0,17,031,230900
"Census Tract 2311, Cook County, Illinois",53.0,250.0,10.0,113.0,62.0,128.0,79.0,45.0,85.0,93.0,84.0,20.0,58.0,48.0,58.0,17,031,231100
"Census Tract 2406, Cook County, Illinois",120.0,217.0,28.0,162.0,234.0,280.0,221.0,78.0,113.0,66.0,37.0,25.0,63.0,18.0,19.0,17,031,240600
"Census Tract 2434, Cook County, Illinois",103.0,181.0,20.0,108.0,582.0,353.0,304.0,239.0,205.0,90.0,158.0,185.0,79.0,68.0,75.0,17,031,243400
"Census Tract 2502, Cook County, Illinois",114.0,486.0,57.0,265.0,307.0,201.0,263.0,221.0,130.0,113.0,278.0,90.0,97.0,113.0,116.0,17,031,250200
"Census Tract 2507, Cook County, Illinois",167.0,573.0,101.0,276.0,453.0,403.0,443.0,413.0,269.0,415.0,304.0,453.0,300.0,274.0,196.0,17,031,250700
"Census Tract 2513, Cook County, Illinois",142.0,600.0,81.0,297.0,333.0,136.0,444.0,242.0,271.0,257.0,118.0,388.0,283.0,153.0,263.0,17,031,251300
"Census Tract 2827, Cook County, Illinois",80.0,361.0,20.0,185.0,248.0,229.0,266.0,262.0,107.0,85.0,149.0,64.0,129.0,46.0,7.0,17,031,282700
"Census Tract 4402.01, Cook County, Illinois",305.0,893.0,77.0,186.0,469.0,522.0,232.0,112.0,418.0,323.0,398.0,297.0,193.0,92.0,497.0,17,031,440201
"Census Tract 5305.01, Cook County, Illinois",185.0,726.0,64.0,319.0,476.0,224.0,301.0,263.0,162.0,162.0,215.0,214.0,266.0,163.0,370.0,17,031,530501
"Census Tract 5305.03, Cook County, Illinois",316.0,1303.0,228.0,406.0,525.0,290.0,231.0,401.0,372.0,466.0,315.0,402.0,173.0,299.0,364.0,17,031,530503
"Census Tract 5401.01, Cook County, Illinois",376.0,1192.0,94.0,413.0,358.0,352.0,257.0,277.0,154.0,133.0,174.0,78.0,80.0,27.0,15.0,17,031,540101
"Census Tract 5401.02, Cook County, Illinois",430.0,888.0,124.0,303.0,283.0,238.0,55.0,192.0,145.0,152.0,95.0,89.0,98.0,17.0,116.0,17,031,540102
"Census Tract 406, Cook County, Illinois",155.0,218.0,22.0,153.0,448.0,350.0,255.0,309.0,122.0,161.0,99.0,73.0,108.0,39.0,57.0,17,031,040600
"Census Tract 8176, Cook County, Illinois",166.0,497.0,69.0,451.0,422.0,254.0,180.0,202.0,349.0,138.0,363.0,327.0,245.0,116.0,151.0,17,031,817600
"Census Tract 8184.02, Cook County, Illinois",173.0,317.0,72.0,165.0,108.0,162.0,237.0,267.0,222.0,317.0,151.0,258.0,277.0,146.0,239.0,17,031,818402
"Census Tract 2511, Cook County, Illinois",373.0,1035.0,251.0,288.0,334.0,280.0,303.0,190.0,276.0,250.0,89.0,186.0,355.0,183.0,367.0,17,031,251100
"Census Tract 2520, Cook County, Illinois",239.0,753.0,30.0,321.0,829.0,576.0,195.0,325.0,172.0,313.0,381.0,404.0,306.0,102.0,313.0,17,031,252000
"Census Tract 2601, Cook County, Illinois",14.0,206.0,7.0,78.0,74.0,65.0,51.0,77.0,45.0,66.0,123.0,165.0,51.0,44.0,111.0,17,031,260100
"Census Tract 2607, Cook County, Illinois",92.0,429.0,58.0,75.0,112.0,92.0,124.0,84.0,78.0,134.0,81.0,52.0,101.0,35.0,102.0,17,031,260700
"Census Tract 2713, Cook County, Illinois",97.0,356.0,42.0,91.0,8.0,76.0,100.0,55.0,25.0,58.0,34.0,36.0,31.0,46.0,36.0,17,031,271300
"Census Tract 817, Cook County, Illinois",52.0,14.0,0.0,370.0,1056.0,1093.0,439.0,122.0,133.0,239.0,125.0,174.0,112.0,34.0,112.0,17,031,081700
"Census Tract 1001, Cook County, Illinois",245.0,853.0,153.0,210.0,640.0,514.0,400.0,359.0,402.0,266.0,363.0,400.0,361.0,187.0,259.0,17,031,100100
"Census Tract 1005, Cook County, Illinois",304.0,1057.0,113.0,248.0,168.0,284.0,353.0,608.0,362.0,349.0,387.0,387.0,286.0,424.0,505.0,17,031,100500
"Census Tract 1301, Cook County, Illinois",299.0,926.0,15.0,160.0,143.0,226.0,428.0,199.0,209.0,242.0,254.0,275.0,361.0,467.0,1068.0,17,031,130100
"Census Tract 1402, Cook County, Illinois",242.0,949.0,496.0,817.0,609.0,545.0,568.0,392.0,265.0,403.0,291.0,327.0,160.0,118.0,286.0,17,031,140200
"Census Tract 1405, Cook County, Illinois",226.0,670.0,61.0,169.0,217.0,415.0,380.0,334.0,206.0,238.0,335.0,263.0,156.0,69.0,137.0,17,031,140500
"Census Tract 1603, Cook County, Illinois",223.0,172.0,12.0,174.0,553.0,558.0,328.0,178.0,174.0,193.0,131.0,176.0,238.0,111.0,257.0,17,031,160300
"Census Tract 1608, Cook County, Illinois",233.0,684.0,128.0,590.0,459.0,565.0,501.0,520.0,494.0,315.0,267.0,192.0,122.0,203.0,120.0,17,031,160800
"Census Tract 8229, Cook County, Illinois",119.0,242.0,100.0,76.0,143.0,166.0,92.0,59.0,73.0,137.0,251.0,117.0,81.0,65.0,149.0,17,031,822900
"Census Tract 8239.04, Cook County, Illinois",185.0,477.0,37.0,121.0,213.0,309.0,202.0,96.0,173.0,207.0,299.0,309.0,286.0,277.0,717.0,17,031,823904
"Census Tract 8264.02, Cook County, Illinois",282.0,1137.0,180.0,227.0,291.0,347.0,333.0,229.0,332.0,375.0,258.0,356.0,222.0,112.0,238.0,17,031,826402
"Census Tract 8294.01, Cook County, Illinois",44.0,159.0,61.0,68.0,80.0,16.0,77.0,74.0,137.0,69.0,30.0,86.0,27.0,32.0,119.0,17,031,829401
"Census Tract 8201.04, Cook County, Illinois",166.0,567.0,95.0,239.0,203.0,342.0,227.0,172.0,275.0,442.0,358.0,263.0,215.0,116.0,361.0,17,031,820104
"Census Tract 8202.01, Cook County, Illinois",212.0,1145.0,85.0,285.0,145.0,603.0,255.0,446.0,646.0,519.0,547.0,676.0,513.0,496.0,765.0,17,031,820201
"Census Tract 8212, Cook County, Illinois",379.0,1127.0,272.0,660.0,505.0,209.0,507.0,476.0,299.0,502.0,459.0,229.0,223.0,192.0,288.0,17,031,821200
"Census Tract 8216, Cook County, Illinois",52.0,847.0,240.0,256.0,233.0,283.0,250.0,333.0,206.0,506.0,283.0,288.0,202.0,110.0,291.0,17,031,821600
"Census Tract 8217, Cook County, Illinois",405.0,764.0,38.0,187.0,338.0,367.0,172.0,358.0,294.0,269.0,346.0,339.0,185.0,134.0,337.0,17,031,821700
"Census Tract 8221.02, Cook County, Illinois",101.0,502.0,35.0,210.0,363.0,323.0,284.0,219.0,266.0,295.0,531.0,297.0,237.0,298.0,365.0,17,031,822102
"Census Tract 2226, Cook County, Illinois",76.0,185.0,0.0,103.0,395.0,300.0,180.0,115.0,77.0,34.0,36.0,63.0,36.0,17.0,24.0,17,031,222600
"Census Tract 2308, Cook County, Illinois",105.0,281.0,31.0,63.0,40.0,161.0,88.0,68.0,44.0,70.0,99.0,52.0,53.0,7.0,38.0,17,031,230800
"Census Tract 2407, Cook County, Illinois",113.0,246.0,8.0,127.0,317.0,258.0,198.0,70.0,134.0,98.0,66.0,66.0,48.0,41.0,49.0,17,031,240700
"Census Tract 2410, Cook County, Illinois",66.0,264.0,37.0,165.0,400.0,299.0,154.0,113.0,147.0,39.0,89.0,94.0,28.0,61.0,120.0,17,031,241000
"Census Tract 2411, Cook County, Illinois",105.0,343.0,39.0,333.0,857.0,752.0,321.0,254.0,148.0,176.0,124.0,81.0,81.0,36.0,21.0,17,031,241100
"Census Tract 2420, Cook County, Illinois",118.0,155.0,21.0,351.0,1644.0,838.0,401.0,203.0,221.0,78.0,117.0,129.0,82.0,67.0,265.0,17,031,242000
"Census Tract 2421, Cook County, Illinois",211.0,154.0,0.0,295.0,912.0,928.0,481.0,363.0,137.0,113.0,55.0,41.0,33.0,11.0,36.0,17,031,242100
"Census Tract 2506, Cook County, Illinois",214.0,713.0,65.0,327.0,256.0,365.0,166.0,171.0,290.0,303.0,215.0,325.0,304.0,241.0,211.0,17,031,250600
"Census Tract 8083.02, Cook County, Illinois",121.0,496.0,45.0,201.0,262.0,229.0,186.0,311.0,209.0,264.0,436.0,283.0,296.0,208.0,356.0,17,031,808302
"Census Tract 8093, Cook County, Illinois",109.0,376.0,89.0,1719.0,379.0,186.0,147.0,198.0,110.0,163.0,93.0,226.0,231.0,293.0,202.0,17,031,809300
"Census Tract 4604, Cook County, Illinois",179.0,622.0,110.0,160.0,246.0,89.0,276.0,286.0,215.0,150.0,238.0,125.0,86.0,164.0,341.0,17,031,460400
"Census Tract 5607, Cook County, Illinois",135.0,952.0,81.0,179.0,262.0,199.0,307.0,321.0,301.0,152.0,238.0,137.0,186.0,64.0,212.0,17,031,560700
"Census Tract 5611, Cook County, Illinois",389.0,916.0,179.0,238.0,404.0,395.0,450.0,398.0,311.0,371.0,457.0,302.0,181.0,203.0,420.0,17,031,561100
"Census Tract 5702, Cook County, Illinois",90.0,387.0,142.0,121.0,207.0,81.0,162.0,203.0,163.0,144.0,103.0,53.0,87.0,87.0,139.0,17,031,570200
"Census Tract 101, Cook County, Illinois",330.0,541.0,36.0,408.0,318.0,507.0,473.0,315.0,274.0,322.0,501.0,254.0,101.0,112.0,65.0,17,031,010100
"Census Tract 305, Cook County, Illinois",192.0,432.0,51.0,274.0,832.0,985.0,849.0,631.0,473.0,643.0,313.0,258.0,385.0,191.0,192.0,17,031,030500
"Census Tract 717, Cook County, Illinois",44.0,257.0,55.0,79.0,234.0,119.0,70.0,162.0,94.0,119.0,122.0,90.0,52.0,50.0,116.0,17,031,071700
"Census Tract 202, Cook County, Illinois",399.0,1482.0,188.0,237.0,482.0,312.0,354.0,383.0,668.0,514.0,293.0,378.0,424.0,149.0,336.0,17,031,020200
"Census Tract 317, Cook County, Illinois",114.0,493.0,29.0,869.0,1097.0,1144.0,597.0,404.0,490.0,516.0,385.0,267.0,117.0,133.0,108.0,17,031,031700
"Census Tract 612, Cook County, Illinois",165.0,253.0,34.0,235.0,470.0,197.0,221.0,113.0,151.0,89.0,67.0,31.0,31.0,51.0,25.0,17,031,061200
"Census Tract 615, Cook County, Illinois",64.0,81.0,0.0,311.0,551.0,335.0,198.0,56.0,96.0,64.0,63.0,50.0,64.0,14.0,20.0,17,031,061500
"Census Tract 629, Cook County, Illinois",119.0,323.0,24.0,500.0,1066.0,627.0,185.0,199.0,307.0,120.0,73.0,130.0,33.0,18.0,37.0,17,031,062900
"Census Tract 2107, Cook County, Illinois",365.0,458.0,54.0,288.0,558.0,623.0,462.0,358.0,166.0,146.0,210.0,144.0,168.0,60.0,157.0,17,031,210700
"Census Tract 2211, Cook County, Illinois",193.0,351.0,63.0,542.0,857.0,754.0,537.0,247.0,179.0,189.0,152.0,155.0,223.0,192.0,170.0,17,031,221100
"Census Tract 2212, Cook County, Illinois",140.0,268.0,25.0,199.0,704.0,547.0,285.0,313.0,162.0,95.0,113.0,30.0,109.0,30.0,121.0,17,031,221200
"Census Tract 630, Cook County, Illinois",150.0,193.0,0.0,545.0,938.0,502.0,350.0,168.0,170.0,131.0,75.0,87.0,24.0,6.0,73.0,17,031,063000
"Census Tract 712, Cook County, Illinois",66.0,199.0,0.0,219.0,378.0,221.0,151.0,56.0,114.0,61.0,64.0,124.0,80.0,39.0,144.0,17,031,071200
"Census Tract 815, Cook County, Illinois",65.0,40.0,8.0,276.0,705.0,877.0,474.0,282.0,151.0,239.0,372.0,323.0,315.0,159.0,174.0,17,031,081500
"Census Tract 903, Cook County, Illinois",109.0,205.0,32.0,62.0,70.0,71.0,117.0,107.0,128.0,87.0,77.0,69.0,83.0,28.0,80.0,17,031,090300
"Census Tract 1303, Cook County, Illinois",381.0,885.0,88.0,639.0,385.0,416.0,390.0,326.0,464.0,381.0,273.0,209.0,244.0,121.0,237.0,17,031,130300
"Census Tract 1006, Cook County, Illinois",325.0,687.0,101.0,181.0,252.0,418.0,330.0,214.0,441.0,269.0,245.0,465.0,209.0,222.0,394.0,17,031,100600
"Census Tract 1104, Cook County, Illinois",222.0,610.0,121.0,159.0,248.0,386.0,394.0,440.0,377.0,465.0,221.0,226.0,271.0,183.0,316.0,17,031,110400
"Census Tract 1202, Cook County, Illinois",340.0,818.0,46.0,138.0,186.0,183.0,407.0,286.0,404.0,339.0,210.0,262.0,330.0,200.0,440.0,17,031,120200
"Census Tract 1507, Cook County, Illinois",196.0,628.0,87.0,166.0,191.0,302.0,384.0,258.0,228.0,271.0,387.0,322.0,208.0,149.0,253.0,17,031,150700
"Census Tract 1613, Cook County, Illinois",156.0,491.0,99.0,225.0,355.0,335.0,311.0,322.0,192.0,307.0,239.0,215.0,222.0,44.0,174.0,17,031,161300
"Census Tract 2104, Cook County, Illinois",127.0,418.0,62.0,189.0,273.0,247.0,246.0,132.0,204.0,139.0,79.0,151.0,84.0,87.0,136.0,17,031,210400
"Census Tract 2108, Cook County, Illinois",56.0,100.0,26.0,92.0,259.0,127.0,129.0,106.0,54.0,49.0,48.0,53.0,21.0,0.0,28.0,17,031,210800
"Census Tract 2216, Cook County, Illinois",174.0,347.0,3.0,241.0,661.0,560.0,417.0,229.0,174.0,85.0,98.0,36.0,75.0,34.0,49.0,17,031,221600
"Census Tract 8018, Cook County, Illinois",220.0,1069.0,19.0,77.0,86.0,212.0,265.0,260.0,543.0,494.0,455.0,362.0,438.0,465.0,709.0,17,031,801800
"Census Tract 8029, Cook County, Illinois",324.0,1168.0,183.0,161.0,252.0,298.0,451.0,302.0,359.0,305.0,470.0,583.0,426.0,229.0,480.0,17,031,802900
"Census Tract 8036.04, Cook County, Illinois",166.0,600.0,91.0,90.0,290.0,241.0,208.0,310.0,277.0,342.0,294.0,427.0,265.0,129.0,489.0,17,031,803604
"Census Tract 8038, Cook County, Illinois",255.0,672.0,135.0,169.0,210.0,329.0,267.0,273.0,484.0,406.0,360.0,273.0,164.0,187.0,270.0,17,031,803800
"Census Tract 8048.04, Cook County, Illinois",205.0,836.0,91.0,660.0,522.0,406.0,675.0,253.0,370.0,396.0,494.0,492.0,173.0,152.0,482.0,17,031,804804
"Census Tract 8051.05, Cook County, Illinois",421.0,1437.0,156.0,604.0,622.0,844.0,324.0,612.0,461.0,406.0,294.0,71.0,125.0,83.0,542.0,17,031,805105
"Census Tract 8051.08, Cook County, Illinois",645.0,963.0,6.0,310.0,666.0,804.0,600.0,495.0,216.0,409.0,503.0,332.0,188.0,194.0,90.0,17,031,805108
"Census Tract 8057.01, Cook County, Illinois",310.0,904.0,79.0,205.0,202.0,202.0,234.0,351.0,563.0,327.0,317.0,323.0,195.0,271.0,468.0,17,031,805701
"Census Tract 8057.02, Cook County, Illinois",99.0,331.0,39.0,115.0,82.0,93.0,93.0,139.0,125.0,111.0,164.0,114.0,159.0,97.0,169.0,17,031,805702
"Census Tract 8068.01, Cook County, Illinois",193.0,580.0,51.0,175.0,289.0,165.0,243.0,153.0,261.0,305.0,277.0,375.0,258.0,230.0,514.0,17,031,806801
"Census Tract 8073, Cook County, Illinois",529.0,1090.0,240.0,395.0,517.0,392.0,496.0,282.0,557.0,517.0,730.0,595.0,651.0,273.0,496.0,17,031,807300
"Census Tract 8080.02, Cook County, Illinois",112.0,893.0,51.0,202.0,240.0,241.0,184.0,346.0,302.0,314.0,321.0,339.0,223.0,172.0,643.0,17,031,808002
"Census Tract 8089, Cook County, Illinois",219.0,967.0,52.0,54.0,88.0,100.0,235.0,379.0,276.0,223.0,431.0,289.0,275.0,261.0,321.0,17,031,808900
"Census Tract 8098, Cook County, Illinois",107.0,348.0,7.0,121.0,347.0,177.0,141.0,170.0,221.0,164.0,223.0,218.0,147.0,90.0,146.0,17,031,809800
"Census Tract 8147, Cook County, Illinois",295.0,924.0,129.0,480.0,187.0,596.0,305.0,549.0,477.0,334.0,157.0,358.0,204.0,173.0,135.0,17,031,814700
"Census Tract 201, Cook County, Illinois",177.0,466.0,162.0,125.0,310.0,264.0,370.0,204.0,225.0,274.0,226.0,270.0,150.0,117.0,236.0,17,031,020100
"Census Tract 8361, Cook County, Illinois",144.0,389.0,24.0,103.0,268.0,162.0,18.0,165.0,103.0,76.0,135.0,79.0,64.0,44.0,93.0,17,031,836100
"Census Tract 8362, Cook County, Illinois",6.0,45.0,751.0,497.0,16.0,43.0,12.0,8.0,25.0,25.0,16.0,6.0,9.0,5.0,28.0,17,031,836200
"Census Tract 8363, Cook County, Illinois",52.0,204.0,10.0,160.0,210.0,103.0,131.0,67.0,21.0,101.0,92.0,80.0,100.0,90.0,92.0,17,031,836300
"Census Tract 8364, Cook County, Illinois",303.0,733.0,132.0,212.0,216.0,293.0,272.0,247.0,284.0,205.0,245.0,161.0,173.0,71.0,188.0,17,031,836400
"Census Tract 8365, Cook County, Illinois",100.0,573.0,0.0,121.0,125.0,136.0,84.0,225.0,123.0,67.0,145.0,128.0,27.0,16.0,27.0,17,031,836500
"Census Tract 8366, Cook County, Illinois",51.0,374.0,53.0,111.0,337.0,227.0,69.0,105.0,112.0,264.0,213.0,55.0,121.0,47.0,163.0,17,031,836600
"Census Tract 8367, Cook County, Illinois",99.0,474.0,108.0,101.0,286.0,155.0,84.0,204.0,69.0,139.0,160.0,130.0,90.0,54.0,96.0,17,031,836700
"Census Tract 8368, Cook County, Illinois",309.0,564.0,0.0,229.0,193.0,135.0,132.0,122.0,107.0,170.0,155.0,117.0,32.0,3.0,129.0,17,031,836800
"Census Tract 8369, Cook County, Illinois",56.0,317.0,41.0,47.0,117.0,95.0,63.0,99.0,111.0,56.0,68.0,27.0,21.0,16.0,15.0,17,031,836900
"Census Tract 8370, Cook County, Illinois",84.0,480.0,9.0,97.0,159.0,112.0,107.0,114.0,189.0,113.0,122.0,71.0,79.0,13.0,28.0,17,031,837000
"Census Tract 8371, Cook County, Illinois",27.0,89.0,18.0,132.0,109.0,105.0,80.0,86.0,88.0,53.0,82.0,30.0,82.0,82.0,232.0,17,031,837100
"Census Tract 8373, Cook County, Illinois",182.0,773.0,50.0,115.0,335.0,235.0,162.0,118.0,164.0,114.0,87.0,106.0,96.0,34.0,111.0,17,031,837300
"Census Tract 8374, Cook County, Illinois",79.0,369.0,57.0,161.0,208.0,130.0,203.0,208.0,80.0,138.0,230.0,147.0,88.0,81.0,59.0,17,031,837400
"Census Tract 8378, Cook County, Illinois",194.0,430.0,64.0,226.0,318.0,331.0,229.0,148.0,70.0,215.0,87.0,130.0,85.0,34.0,28.0,17,031,837800
"Census Tract 8037.02, Cook County, Illinois",238.0,1081.0,107.0,139.0,307.0,317.0,485.0,396.0,435.0,541.0,437.0,380.0,275.0,299.0,457.0,17,031,803702
"Census Tract 8041.08, Cook County, Illinois",197.0,651.0,26.0,147.0,578.0,712.0,502.0,431.0,213.0,62.0,149.0,121.0,59.0,23.0,39.0,17,031,804108
"Census Tract 8041.09, Cook County, Illinois",90.0,427.0,17.0,65.0,98.0,76.0,157.0,172.0,274.0,264.0,182.0,210.0,199.0,141.0,400.0,17,031,804109
"Census Tract 313, Cook County, Illinois",286.0,690.0,38.0,554.0,601.0,523.0,648.0,439.0,603.0,412.0,527.0,590.0,441.0,393.0,1030.0,17,031,031300
"Census Tract 8100, Cook County, Illinois",215.0,615.0,0.0,231.0,589.0,651.0,508.0,343.0,361.0,352.0,196.0,385.0,246.0,175.0,201.0,17,031,810000
"Census Tract 8102, Cook County, Illinois",397.0,956.0,124.0,441.0,489.0,690.0,300.0,622.0,306.0,570.0,306.0,364.0,253.0,409.0,147.0,17,031,810200
"Census Tract 8110, Cook County, Illinois",137.0,621.0,91.0,272.0,158.0,262.0,134.0,245.0,238.0,430.0,227.0,403.0,264.0,205.0,364.0,17,031,811000
"Census Tract 8289, Cook County, Illinois",228.0,813.0,97.0,220.0,479.0,321.0,77.0,310.0,232.0,254.0,157.0,177.0,88.0,27.0,129.0,17,031,828900
"Census Tract 8299.01, Cook County, Illinois",274.0,1271.0,141.0,352.0,811.0,649.0,581.0,417.0,380.0,744.0,724.0,570.0,698.0,366.0,927.0,17,031,829901
"Census Tract 8299.02, Cook County, Illinois",465.0,966.0,149.0,727.0,140.0,89.0,267.0,578.0,390.0,534.0,302.0,530.0,387.0,452.0,290.0,17,031,829902
"Census Tract 628, Cook County, Illinois",237.0,283.0,0.0,453.0,677.0,646.0,335.0,252.0,112.0,109.0,50.0,118.0,96.0,32.0,0.0,17,031,062800
"Census Tract 634, Cook County, Illinois",128.0,127.0,22.0,340.0,596.0,458.0,173.0,171.0,142.0,89.0,33.0,43.0,33.0,32.0,9.0,17,031,063400
